,cid,votes,time,含real,含real中文翻译
6881,Ugys0cjwFM2EWjT4OCd4AaABAg,0,2 years ago,"guys, honestly? do you actually believe this is a real living person and not a media constructed identify? all those fastened veggie/fruit process - all during the same season. all vegg and fruit turned grown perfectly juicy and nice like from 5* mechlin restaurant. you kidding me? it looks like an actor with a bunch of people writing scripts and filming all of it nicely for your entertainment + a separate team who builds/cooks all the stuff for her. it's fake af. i really pity the ones who believe it's a real person with real home and household.",伙计们，老实说？您是否真的认为这是一个真正的活人，而不是构建的媒体？所有这些固定的素食/水果过程 - 全部在同一季节。所有的蔬菜和水果变成了完美多汁，就像5* Mechlin餐厅一样。你在开玩笑吧？看起来像是一位演员，有很多人编写脚本，并为您的娱乐活动 +一个独立的团队拍摄了所有内容，他们为她建造/烹饪所有东西。这是假AF。我真的很遗憾那些认为这是一个真正的家人和家庭的真实人。
6868,UgyreNtMVZQeXrquvRZ4AaABAg.9Kum6K17yQD9L8Fn6q2bXf,0,2 years ago,@crabvakho i really didn't know...,@crabvakho我真的不知道...
6819,Ugx1ctmFmVeUjczI8dZ4AaABAg,0,2 years ago,a video worth watching is really nice.,值得一看的视频真的很好。
8598,UgyT54eRMqai4lKkbv94AaABAg,0,2 years ago,"john 3:16 ~ for god so loved the world that he gave his only begotten son, that whoever believes in him should not perish but have everlasting life. god is loving and literally true love; god loves us and wants us not to perish but have everlasting (eternal) life! you don't have to go to hell it was created only for the devil and the fallen angels, but when you don't choose god you automatically (even if you don't realize or mean it) choose the opposite, which is the devi and eternal death, that's just how it is, and the devil and his minions fates are sealed which is why he wants to bring as many people down with him before he enters his eternal punishment/torture in the lake of fire and brimstone (with his minions/followers). but there's hope for us(the way to god)! and that way and hope is jesus! | john 14:6 jesus said to him, “i am the way, the truth, and the life. no one comes to the father except through me. | heaven is open for all through, and only through jesus christ! jesus is the doorway to the father (who house is heaven !) god gave us instructions in how to accept him which is accepting jesus, so again you do not want to miss out on this free gift from god then accept jesus in your heart today! we are not promised tomorrow! 

q: what must i do to be saved?

a: if you’re asking this question, you’re not far from salvation. getting saved is a blessed gift from god!

first of all, it is important to realize that there is only one way to god, and that is through jesus christ, the lord and savior of the world (john 14:6). the word of god says if you believe with your heart that god raised jesus from the dead, and confess jesus as your lord, you will be saved (romans 10:9-10).

( romans 3:23-24 )
for all have sinned and fall short of the glory of god, and all are justified freely by his grace through the redemption that came by christ jesus. 

there is a heaven to gain, and a hell to shun!

salvation is a free gift that god offers us because of his unconditional love through the sacrifice jesus made in our behalf: “but god showed his great love for us by sending christ to die for us while we were still sinners” (romans 5:8).

that should remove any doubts about you being worthy to be saved. salvation is not something we deserve, nor is it something we can earn. it is a gift that was purchased and paid for by the blood of jesus. through the cross, god laid the punishment for our sin on jesus so that we might have right-standing with god through faith in him (2 corinthians 5:21).

jesus was our substitute. he took the pain, penalty and punishment for our sin so that god could freely offer us salvation from our sin (isaiah 53:3-5). “for god so loved the world that he gave his only begotten son, that whoever believes in him should not perish but have everlasting life” (john 3:16). 

that if you confess with your mouth the lord jesus and believe in your heart that god has raised him from the dead, you will be saved (romans 10:9)

god does not hold the wrong things you’ve done in the past against you when you recieve salvation. you only need jesus to be saved and set free! right now, you can make a decision to receive jesus into your life by following these steps:

1. believe that jesus is the son of god and that he was raised from the dead.

2. accept jesus as your savior and proclaim him lord of your life.

if you desire to do this right now, pray the following prayer out loud and mean it with all of your heart and live out your new life in christ:

“heavenly father, i come to you in the name of jesus. your word says, 'everyone who calls on the name of the lord will be saved' (acts 2:21). i am calling on you.

“i pray and ask jesus to come into my heart and be lord over my life according to romans 10:9-10: ‘if you confess with your mouth that jesus is lord and believe in your heart that god raised him from the dead, you will be saved. for it is by believing in your heart that you are made right with god, and it is by confessing with your mouth that you are saved.' 'i do that now. i confess that jesus is lord, and i believe in my heart that god raised him from the dead.

i give you full control of my life. let only your will be done in my life, thank you for saving me. i receive the holy spirit, come live in me, seal me, in the name of jesus! 

“i am now reborn! i am a christian—a child of almighty god! jesus is the lord and savior of my life, i am saved, amen!”
.
you need to grow in relationship with jesus! don't just pray a prayer and live as you used to, get baptised, read the bible starting in john, and follow jesus not the world! heaven and earth will pass away but the word will never pass, follow jesus through it all! he is coming very soon so live like he will come tomorrow, because he might!","约翰福音3:16〜因为上帝如此爱世界，以至于他赐给了他独生子的儿子，以至于相信他的人不应该灭亡，而应该永生。上帝是爱，字面上的真爱。上帝爱我们，希望我们不要灭亡，而是拥有永恒的（永恒）生命！您不必去地狱，它仅是为魔鬼和堕落的天使创建的，但是当您不选择上帝时，您会自动（即使您没有意识到或刻薄）选择相反的事物，这就是Devi和永恒的死亡，就是这样，魔鬼和他的奴才命运被封印了，这就是为什么他想在他进入火湖和硫磺湖之前将他带到他永恒的惩罚/酷刑之前（与他一起他的奴才/追随者）。但是我们有希望（通往上帝的道路）！那样，希望就是耶稣！ |约翰福音14：6耶稣对他说：“我就是道路，真理和生活。除了通过我，没有人来找父亲。 |天堂可以通过耶稣基督开放，只能通过耶稣基督开放！耶稣是父亲的门口（上帝是天堂！）上帝给了我们关于如何接受他接受耶稣的指示，所以您再次不想错过上帝的免费礼物，然后今天接受耶稣呢明天我们不承诺！

问：我该怎么做才能保存？

答：如果您要问这个问题，那么您距离得救不远。得救是上帝的祝福礼物！

首先，重要的是要意识到只有一种向上帝的方式，也就是通过耶稣基督，世界的主和救主（约翰福音14：6）。上帝的话说，如果你内心相信上帝从死里复活了耶稣，并承认耶稣为你的主，你就会得救（罗马书10：9-10）。

（罗马书3：23-24）
因为所有人都犯了罪，而没有上帝的荣耀，并且通过基督耶稣所产生的救赎，他的恩典自由地证明了这一点。

有一个天堂可以获得避开的地狱！

救恩是上帝给我们提供的免费礼物，因为他通过代表我们做出的牺牲的牺牲而献出了无条件的爱：“但是上帝在我们仍然是罪人的同时为我们而死，向我们展示了他对我们的伟大爱”（罗马书5：8 ）。

这应该消除对您值得保存的任何疑问。救赎不是我们应得的，也不是我们可以赚取的东西。这是由耶稣的宝血购买和支付的礼物。在十字架上，上帝对我们对耶稣的罪进行了惩罚，以便我们可以通过对上帝的信仰与上帝直立（哥林多前书5:21）。

耶稣是我们的替代品。他为我们的罪恶接受了痛苦，处罚和惩罚，以便上帝可以自由地从我们的罪恶中拯救我们（以赛亚书53：3-5）。 “因为上帝如此爱世界，以至于他赐给了他独生子，以至于谁相信他的人不应该灭亡，而应该永生”（约翰福音3:16）。

如果您用嘴巴承认主耶稣，并相信您的内心将上帝从死里复活，您将被拯救（罗马书10：9）

当您获得救赎时，上帝并没有将您过去所做的错误。您只需要拯救耶稣并自由！现在，您可以通过遵循以下步骤来决定接受耶稣的生活：

1.相信耶稣是上帝的儿子，他是从死里复活的。

2.接受耶稣为您的救主，并宣告他的生命之主。

如果您想现在就这样做，请大声祈祷以下祈祷，并全心全意地祈祷，并在基督里过着新的生活：

“天父，我以耶稣的名来找你。您的话说：“每个呼唤主名的人都将被拯救”（使徒行传2:21）。我在呼唤你。

“我祈祷并要求耶稣进入我的内心，按照罗马书10：9-10成为我的一生：'如果您用嘴巴承认耶稣是主，并相信上帝将上帝从死里复活，您将被保存。因为它是通过相信自己的心，就是与上帝合作，而是通过嘴巴坦言被保存了。 '我现在这样做。我承认耶稣是主，我相信我的心，上帝将他从死里复活。

我给你完全控制我的生活。让我一生中只能完成您的工作，谢谢您救了我。我收到圣灵，以耶稣的名义生活在我里面，密封我！

“我现在是重生！我是基督徒 - 全能神的孩子！耶稣是我生命的主和救主，我被拯救了，阿们！”
。
您需要与耶稣建立关系！不要只是祈祷并像以前那样祈祷并生活，受洗，从约翰开始阅读圣经，并跟随耶稣而不是世界！天地会过去，但这个词永远不会过去，跟随耶稣通过这一切！他很快就来了，所以他的生活就像明天会来的那样，因为他可能会！"
6818,Ugx1SBik9OcJuGy5QCV4AaABAg,0,2 years ago,really cool that is already 86 million,真的很酷
6817,UgyKNZEYH5gv0sOfYZV4AaABAg,0,2 years ago,really cool that is already 86 million,真的很酷
6815,Ugx_hYulrtRqY7vL9td4AaABAg,0,2 years ago,it real life,它是现实的生活
6698,UgzcVydoKO4mk6LWJlN4AaABAg,0,2 years ago,it's a video far from the reality in china! did the china convention department make it? !,这是一个远非中国现实的视频！中国会议部做到了吗？呢
6697,Ugzv5xsZ04THEiZtaRZ4AaABAg,0,2 years ago,"really, how beautiful and wonderful your work is perfect and skillful",真的，您的工作是多么美丽和精彩的完美和熟练
6695,UgxE0DqoQcHedlhGDO94AaABAg,0,2 years ago,really likes her cooking,真的很喜欢她的烹饪
6659,Ugw7grrm7qiJpIC4dEV4AaABAg,0,2 years ago,i really love to visit this place,我真的很喜欢访问这个地方
6655,Ugyc7JUBZyjuM-AnhGN4AaABAg,0,2 years ago,"this is really like a dream just try and compare how a real farmer's 
life really looks in china nothing like that in reality but yes it is a 
nice dream :)","这真的就像一个梦，只是尝试比较真正的农民的
实际上，生活在中国确实没有什么像这样的事实，但是是的，这是一个
好梦 ：）"
6651,Ugx5EzN6hgrR88MFRoV4AaABAg,0,2 years ago,i really wanna eat that spicy beef jerky! seems so good! mmmm...,我真的想吃辛辣的牛肉干！看起来很好！嗯...
6597,Ugw4DUYdhriqHiDN2lx4AaABAg,0,2 years ago,this is the real asmr,这是真正的ASMR
6541,UgxbjAypbNwD-W-P0z54AaABAg,0,2 years ago,"how can a person be like this!? really think!, what does a human need anything more than this!",一个人怎么会这样！真的想！，一个人需要什么！
