,cid,votes,time,含real,含real中文翻译
5259,UgwF0fdUDgD_3zGX4sl4AaABAg,0,2 years ago,"you are really an amazing woman! i just hope someday i will get a chance to visit and tour your garden, itโ€s a paradise! canโ€t wait to watch your incoming videos..take care always!mmmwah!",你真的是一个了不起的女人！我只希望有一天我会有机会参观和参观您的花园，这是一个天堂！迫不及待地想看您的传入视频。永远照顾！嗯！
20292,Ugw-5ED41gKGdlQDYJ54AaABAg,0,3 years ago,they need so much ?????......for two?????really?????? hmmmm!.....natural consumerist.......worst than urban dwellers!.....,他们需要这么多????? ......？嗯！.....自然消费者........比城市居民最糟糕！
20208,Ugy_eCWqK0pRDW7Yq914AaABAg,0,3 years ago,really admire her,真的很佩服她
20162,Ugy2JIei5Rk0MEDBhgF4AaABAg.919L3UszMwJ92ALdC7vogO,0,3 years ago,"@ayumuchorizo4486 well ayumu it is soon to become a reality. all of the ancient prophetic writings point to beautiful bright naturally low stress love based world system after the catastrophic end of the current system.
a lot of people consider it a pipe dream but all the prophecies regarding times gone by have been dead on. so no reason to doubt the rest will turn out also","@Ayumuchorizo​​4486 Ayumu很快就会成为现实。所有古老的预言著作都表明，当前系统的灾难性末端之后，美丽的明亮自然低压力的基于压力的世界系统。
许多人认为这是一个白日梦，但是关于过去时代的所有预言都已经死了。因此，没有理由怀疑其余的也会发现"
5269,Ugw2kfiu0zKZ5sUWjIh4AaABAg,0,2 years ago,really lovely video. i love those bamboo drying racks,真的很可爱的视频。我喜欢那些竹干架
5293,UgxujNJjKitgu9674yJ4AaABAg,0,2 years ago,"i got a sprite ad while seeing her cook the food. get that high fructose concoction out of my sight, really ruined the moment.",看到她煮食物时，我得到了一个精灵广告。从我看来的那一刻，把那个高果糖的混合物从我看来。
5343,UgxUvd1_957Lo_YxaGB4AaABAg,0,2 years ago,a real princess,真正的公主
5367,UgzU8Jr-AS6hkLR5tX54AaABAg,0,2 years ago,start using sea fish really delicious,开始使用海鱼真的很美味
5383,Ugyq6VuL9Qs60ear4DB4AaABAg,0,2 years ago,"i look for hours ... i like to look so much. after work i lie rest and look .. it soothes so, looking at how they work and prepare something very tasty and beautiful. there is no translation, i try to understand so. i find a useful one for myself .. i am also interested in the garden and landing ... i really want to learn something to cook something else .. the girl is very cute and beautiful, hardworking .. it is very nice to look at her labors . everything is very beautiful, and i really like that they love my grandmother so .. i donโ€t even know .. i wonโ€t be young with a young one .. but i would like at least a little, such care in old age .. thank you! your videos let your soul enjoy and rest.",我看几个小时...我喜欢看很多。下班后，我躺在休息和看。没有翻译，我试图理解。我为自己找到了一个有用的。我也对花园和着陆感兴趣...我真的很想学习一些东西来烹饪其他东西。美丽，勤奋..看着她的劳动真是太好了。一切都很漂亮，我真的很喜欢他们爱我的祖母，所以..我什至不知道..我不会和一个年轻的人在一起..但是，我至少想要一点点，这样的照顾。.谢谢！您的视频让您的灵魂享受和休息。
19630,UgxKf__uP919jR2iHrJ4AaABAg,0,3 years ago,luosifen is really delicious l,Luosifen 真的好吃
19629,UgzKyNs-NHFZl7sgCBp4AaABAg,0,3 years ago,"a real moment of tao, beauty , serenity and taste and flavour, mmmmmm thank you",真实的时刻，美丽，宁静，味道和风味，嗯，谢谢你
5550,UgwGmQxHj7JHSNvqHYJ4AaABAg,0,2 years ago,very nice! really it's like a paradise!! your very lucky woman,很不错！真的，这就像一个天堂！你非常幸运的女人
19195,UgyL6OOEVOaJeaH02M94AaABAg,0,3 years ago,does she do the camera angles too ann's editing because that's really good aswell.,她是否也执行摄像头角度的编辑，因为那真的很好。
19187,UgxHajOr0FLvNe6VEZJ4AaABAg,0,3 years ago,i really wanna eat some it looks so dang gooddd,我真的想吃一些看起来很gooddd
19159,UgwZgnxImto6ka4-g2V4AaABAg,0,3 years ago,i really like it. i want to sit and eat too.,我真的很喜欢。我也想坐下来吃饭。
19132,UgzRqph8HRD1OOPR21B4AaABAg.924nNuIUno992Z4QztRA3e,0,3 years ago,"it is the real china, wellcome to travel! most of news you guy see in bbc cnn ect. are very very distorted.",这是真正的中国旅行！您家伙在BBC CNN ECT中看到的大多数新闻。非常非常扭曲。
19098,Ugxx0C0wczLWx2DIaoJ4AaABAg.928Ic4g69m392Y3PgKjGuT,0,3 years ago,"welcome to china! i don’t know how to visit chinese little villages without knowing speaking mandarin( even so , a lot small villages can’t even speak mandarin) but still, it is muuuuch more interesting to visit small villages than big citys. i really hope to accompany you as i see you are such a lovely and positive lady",欢迎来到中国！我不知道如何在不知道讲普通话的情况下访问中国小村庄（即使如此，小村庄甚至无法说普通话），但是，访问小村庄比大城市更有趣。我真的希望陪着你，因为我看到你是一个如此可爱而积极的女士。
19080,Ugxx0C0wczLWx2DIaoJ4AaABAg.928Ic4g69m392GBWbgbGWN,0,3 years ago,"@markorbit4752 i don't know were you ever in tunisia, they look more like arabic but you have a big real black population also there, and she is part of them. while on the other hand i have other two friends ( a married couple) natasha and herman who are born and raised in nigeria but they are white nigerians.",@Markorbit4752我不知道您曾经在突尼斯，它们看起来更像是阿拉伯语，但您也有很大的黑人人口，她是其中的一部分。另一方面，我有其他两个朋友纳塔莎（Natasha）和赫尔曼（Natasha）和赫尔曼（Herman）在尼日利亚出生和长大，但他们是白人尼日利亚人。
19079,Ugxx0C0wczLWx2DIaoJ4AaABAg.928Ic4g69m392G-0G3DAuh,0,3 years ago,"@chicagodaisyflower tunisians aren't really black are they? eitherway, i don't live in the usa, and i don't know many african americans.",@chicagodaisyflower突尼斯人不是真的是黑色的吗？要么，我都不住在美国，而且我不认识很多非洲裔美国人。
6120,UgwEl5tEuNab9Dqoprx4AaABAg,0,2 years ago,really amazing subscription points. essence essence,真是惊人的订阅点阅数。 。 。
6145,UgxnmIqRfACiAwLZxul4AaABAg.9F-9T6Uho309F4m6EtfVg7,0,2 years ago,"looking at li ziyi, you are really boring ๐",来油管看李子柒，你是真的无聊
6146,UgxnmIqRfACiAwLZxul4AaABAg.9F-9T6Uho309F4mTTRy1j_,0,2 years ago,"@user-hf3iy1jk9c is really not as good as you have a task to be on the body, i wish you a little more blade",@user-hf3iy1jk9c 确实是比不了你有任务在身，祝您缺多吃点刀片
6159,UgzO7vcAPfDQZbwfwMB4AaABAg,0,2 years ago,looks really good this is the dish,看起来真的很好，这是菜
6170,UgxsTsdrKpVML7tAC7R4AaABAg,0,2 years ago,is those foods really edible if yes then we are in for a treat bcz they are easily sourced,那些食物真的可以食用，如果是的，那么我们很容易采购bcz
18937,UgxLNsP-0aqASJwOqrN4AaABAg.92Cl3k4IWNV92b3MhqP12t,0,3 years ago (edited),"@user-ly5uo9nk2d may be possible. the longitudinal comparison is changing, but the differences between rural areas in different regions in the horizontal direction are not exaggerated. the place where the mountains and rivers are beautiful are also good. before the poor, now it can be ""green mountains and green mountains."" and the central arid plain area, that is really ... the biggest resource is the output of the dense population ...",@user-ry5uo9nk2d 可能吧，纵向比较是有变化，可横向比较起来不同地区农村之间差异还是用天壤之别来形容并不为过的。山清水秀的地方也还好，以前再穷，现在都能“绿水青山就是金山银山”。而中部干旱平原地区，那真是…最大的资源就是稠密人口的对外输出了…
6192,UgyoEw25NQaoHl6tmwF4AaABAg,0,2 years ago,what i really suits you marry me i am from pakistan my name akmal is my mobile number 03076 647 448,我真正适合你的嫁给我我来自巴基斯坦我的名字Akmal是我的手机号码03076 647 448
6371,Ugzt25Jvd4kL3HqXfll4AaABAg,0,2 years ago,nature is real heaven โค๏ธ,大自然是真正的天堂❤️
6393,UgyqH6V2z55G051Hd5B4AaABAg,0,2 years ago,i really like to watch your video โค๏ธ,我真的很喜欢看你的视频❤️
6039,Ugxg-eDncT6qcJXamUp4AaABAg,0,2 years ago,hello honey. i wrote a letter to you and asked an email. please send us on whatsapp at +48 502 565 446. i am waiting because i really want to better understand you and write a letter to you. i want you to go to poland to live with me and here you will open a vietnamese meat shop. greetings. seabream,亲爱的你好。我给你写了一封信，问了一封电子邮件。请致电+48 502 565 446在WhatsApp上发送给我们。我在等待，因为我真的很想更好地了解您并给您写一封信。我要你去波兰和我住在一起，在这里您将开设一家越南肉店。问候。鲷鱼
5980,Ugzg67ZnTEtled76ETN4AaABAg,0,2 years ago,wow u really are an amazing person,哇，你真的是一个了不起的人
5554,UgxmKFAnyxUzuNn7_854AaABAg,0,2 years ago,i really like this video my dream i have a dreams the future,我真的很喜欢这个视频我的梦想，我的梦想是未来的
19247,UgyZT0LTVqYCvl7QwWd4AaABAg.92-Jo-VZc6E926EHMimAky,0,3 years ago,she is a video blogger. i definitely want to take a good side. i am very close to li ziyi's hometown. many things in her videos are the norm of our rural areas when we were young. i can really live very interesting. rural farmers are busy for a year for a few months. people in the city are as busy as those who think,她是视频博主啊，肯定要拍美好的一面啊，我跟李子柒家乡离的很近，她视频里面很多事情都是我们小时候农村的常态，生活习惯什么的，现在的农村生活好很多，真的可以生活的很有情趣的，农村农忙一年也就几个月，没有城市里的人想的那么忙
5623,UgyDtej4SuR86WUXa_94AaABAg,0,2 years ago,"your pot is really not small, so good appetite,",你的锅，，可真不小，，好胃口啊，
19558,UgwEUDNn8oZXio1p2TZ4AaABAg,0,3 years ago (edited),"to me, it's looking like the chinese government back propaganda videos. not a real youtuber videos.",对我来说，这看起来像中国政府支持宣传视频。不是真正的YouTuber视频。
19532,Ugy4PA1FZkwRamXGmEN4AaABAg.91qpW5dvDZI92EAAO0DtP9,0,3 years ago,nadia klein snail powder is really delicious! intersection intersection,nadia Klein 螺蛳粉真的很好吃！！！
19507,UgyQVZPqKJw-3bpXUWN4AaABAg.91rRPpf3Jh-91wRIEFIsPC,0,3 years ago,"she is working in aoyama, not really willing to live there.",她在青山是工作，不是真愿意在那生活。
5694,UgxAPZxGWB8b5pAxm_t4AaABAg.9G0nqObgQBg9G5q-JIC78H,0,2 years ago,why is it not real life and just a story?,为什么不是现实生活，而只是一个故事？
19494,Ugzfm4tRhzPIEezIZo54AaABAg,0,3 years ago,her food always looks really good!! i’m jealous,她的食物总是看起来很好！我嫉妒
5728,UgxofJmcUWnB6Xngr8l4AaABAg,0,2 years ago,i just found her channel and must say she is really so much hard working while i am complaining about my internet being slow she is working without complaining,我刚刚找到她的频道，必须说她真的很努力地工作，而我抱怨我的互联网很慢，她在不抱怨的情况下工作
19454,UgyF8EAvGHJPxm5217J4AaABAg,0,3 years ago,do some people in china actually live like this or is this really old time kinda stuff that no one has time for anymore? i hate living in the city i wish i could live on a farm like this,中国的某些人实际上是这样生活的吗？还是这么古老的东西，没有人有时间去做？我讨厌住在这座城市，我希望我可以住在这样的农场
5765,UgwxpT789p_NgBLw_6F4AaABAg,0,2 years ago,jiajia ... the beauty of more beautiful people is beautiful and beautiful. let you! eat hard and be the best ... truly make the beauty of chinese culture really made the same way!,佳佳...多美的名呀人美性情也美真是天性使然完全不做作，妳的孝顺、知足、惜福、感恩...一切一切都是良善的演示，温、良、恭、俭、让非妳莫属！吃得苦苦方为人上人...真正的把中华文化之美给实实在在地做出来好样的！
