,cid,votes,含beautiful,含beautiful中文翻译
19781,Ugz8zH91lJEvKY6sGut4AaABAg,0,beautiful,美丽的
19762,Ugw-AlJRFbYtoD-Jfkd4AaABAg,0,"beautiful life, nature, lady",美丽的生活，自然，女士
19724,UgyZo48ocuZtYiKAAXN4AaABAg,0,this beautiful knows how to cook i have mouth watering i want to live there,这个美丽知道如何做饭，我想在那里住在那里
19676,UgxLFP7reXirXPL8Eip4AaABAg,0,it ’s a blessing to marry a few drips that can be married! the virtuous and beautiful young lady.,那锅能娶的几样滴老婆真滴系有福咯!又贤惠又漂亮的小姐姐。
20210,UgyQnpxdurasZMHjuCV4AaABAg,0,beautiful and good,美丽而良好
20214,Ugw1lhjQVYZlWqZQvJN4AaABAg,0,ur soooo beautiful as like ur village,像你村一样美丽
20238,UgybSDwf8FkRNZfyZgV4AaABAg,0,"getting a wife like that could only be a monk for 3 previous lives. small, beautiful cassava, guaranteed.",得到这样的妻子只能是前三个生命的和尚。小型，美丽的木薯，保证。
20478,UgzPBXija3XwaGB-i2h4AaABAg,0,a beautiful and good girl.,一个美丽的好女孩。
20600,UgwK9PB-j7Z5X-FBHM54AaABAg,0,beautiful people are good and half good,美丽的人很好，一半好
20580,Ugx_AIe--C4JivXI6Bx4AaABAg,0,what a beautiful thing to torch at your origins ... life with ancestors or grandparents if you have my ... and you have to make them a beautiful day.,在您的起源上，火炬真是一件美丽的事情……如果您有我的祖先或祖父母的生活……您必须使它们成为美好的一天。
20579,UgwJKo6cwAcwnMwW8eJ4AaABAg,0,beautiful girl,美丽的女孩
20567,Ugwal9h_MLX7miQnIKV4AaABAg,0,"it's so beautiful to shoot sichuan, the locals haven’t found it so beautiful, it's great",把四川拍的真美啊，本地人都没发现这么好看，太棒啦
20564,UgyaP-qKvSVmQM2CSR14AaABAg,0,"beautiful place and lifestyle. i wish i live there too, im fascinated with your nature..",美丽的地方和生活方式。我希望我也住在那儿，我对你的天性着迷。
20555,Ugwcd-UhVj72ltfhIop4AaABAg,0,such a beautiful girl eating directy from cooking pot you are so funny siqi,这样美丽的女孩从烹饪锅里直接吃东西，你真有趣siqi
20542,Ugzj0EJjtlRdwKSdtx94AaABAg,0,"wo bamboo shoots are beautiful, and for high harvest",WO竹芽很漂亮，可用于高收获
20541,UgwSIH5eJWxFh_yg7Gt4AaABAg,0,beautiful girl and cooking,美丽的女孩和烹饪
20485,UgxyK3EohXm2NAAP9vV4AaABAg,0,"very beautiful, in indonesia can be this artist ... hhh",非常美丽，在印度尼西亚可以是这位艺术家... hhh
20469,Ugzs0D8jk0YarGP1pmV4AaABAg,0,"sister fairy, so beautiful and so capable",神仙姐姐呀，这么漂亮还这么能干
20239,UgzQk9mjmw_l2CtNNeJ4AaABAg,0,beautiful life,美丽的生活
20460,UgxHJy9EJAPoepAgSMR4AaABAg,0,"anyone who thinks she is beautiful and cooks just as delicious as me
yes (like) 
no (comment) 
ifpossible.i hope that everyone and international friends will support me 
thanks you people very much","任何认为她很漂亮并且做饭和我一样美味的人
是（喜欢）
没有意见）
如果有可能。我希望每个人和国际朋友都会支持我
非常感谢你们"
20447,UgyhxXVt6QrCHDAW_U94AaABAg,0,that is so beautiful,真漂亮
20422,UgyVSctkXaR9u76RcHx4AaABAg,0,a very beautiful woman,一个非常漂亮的女人
20406,UgyxmsEUoQgFPuYlZZJ4AaABAg,0,"oh!all natural ,really beautiful",哦！一切自然，真的很漂亮
20341,Ugwgf97xXLF0FDEE7k14AaABAg,0,it's too much beautiful.,太漂亮了。
20340,UgzS4WcOpYj-wyESeOZ4AaABAg,0,so beautiful,如此美丽
20298,UgzY6ZvOMMCh8Zjmr4l4AaABAg,0,i would visit her)) i would try what she cooks) interesting and beautiful,我会拜访她））我会尝试她烹饪的东西）有趣而美丽
20260,UgzukMJv_QCuVQ5Gs6V4AaABAg,0,she is so beautiful,她是如此美丽
20248,UgwPQxrmzFw7Kubd1Y54AaABAg,0,i love watching your videos! your way of life is very beautiful. your kitchen is amazing!,我喜欢看你的视频！你的生活方式非常美丽。你的厨房很棒！
19671,UgxrtHNeHG7WXf7ZRVZ4AaABAg,0,too beautiful and cook wonderfully well. i married you! nice to meet you! i love your youtube channel.,太漂亮了，煮得很好。我嫁给了你！很高兴见到你！我爱你的YouTube频道。
19555,UgxO1r7dn_Xdlab35tp4AaABAg,0,so beautiful,好漂亮啊
17909,UgxfmMcczJF6IJMQAXl4AaABAg,0,"zi yan, hello, your movie is so good, especially your plant planting plants, all of which are beautiful, but there is one thing to ask you, you can use lotus root, bamboo shoots, as long as you step out of your home, all kinds of fruits you have picked up , it's all of your family, or it grows naturally. i think i feel that living there is so happy, and i also wish you a good success (from taiwan fans)",子柒妳好，妳的影片好好看，尤其是妳种的植物，都好漂亮，但有一事想请问你，妳采得莲藕，竹笋，只要是踏出妳的家园，妳所采的各种水果，都是妳家种的，还是自然生长的，我看ㄌ觉得住在那里好幸福喔，同时也祝福妳幸福成功，(来自台湾粉丝)
19554,UgxaosA0XsBAxhKkAWF4AaABAg,0,"extraordinary, great, beautiful and smart",非凡，伟大，美丽而聪明
18751,UgwOx7o6FOODxL2oLrx4AaABAg,0,such a beautiful woman,如此美丽的女人
18710,Ugx8hsD_od1bg6dSoqJ4AaABAg,0,she is the woman who is very beautiful and hard work,她是一个非常美丽和辛勤工作的女人
18673,UgynAz_pYtbnTQlauPp4AaABAg,0,beautiful nature,美丽的自然
18575,Ugzei2Z6WoSqL5EP2u54AaABAg,0,this video is so beautiful it make me cry,这个视频是如此美丽，让我哭泣
18530,UgwFsgKBe50sBFkQ9xF4AaABAg.92TZpu48m6092dLZOMNFWP,0,"in short, li ziyi's video is beautiful. everyone likes, is the last word. ""like"" to li ziyi uppercase 给",总之，李子柒的视频很唯美。大家喜欢，就是硬道理。给李子柒大写的“赞”
18517,UgwI13ufZjbDEFs610x4AaABAg.92T_hiH8mdT92Wsxa1mGtP,0,"are you in china? free charging vpns are very big. what are the oil pipes? of course, the purpose of making money for videos is to make money! live in sichuan. just life you see, do you think the life in the video is beautiful? of course, not most people are like that, but you need to look at things too pessimistic. ——plip from chongqing",你是国内的吗？免费的收费的VPN都大把的啊，上个油管算啥啊，拍视频当然赚钱为目的啊！住四川。就你看到的那样的生活，你觉得视频里的生活美好吗？当然不是大部分人都那样但你需要的是看待事物不要过于悲观。——来自重庆的回复
18484,UgyjfLr-Lqkia0PcM0d4AaABAg.92TzF23kYKN92bg7BOC9WX,0,the video is so beautiful and relaxing that you feel sleepy lol,视频是如此美丽而轻松，以至于您感到困倦
18413,UgzLtsCSFJyOmq977454AaABAg.92Veyh0EPxr92oMtYVYcEJ,0,@seefan6616 you should be this beautiful rural life i was infinitely yearning when i was a kid!,@seefan6616 你应该 这才是我小时候无限向往的美好田园生活!
18411,UgzLtsCSFJyOmq977454AaABAg.92Veyh0EPxr92ftZ714SUl,0,this is the life that i longed for a beautiful pastoral when i was a kid!,这才是我小时候对美好田园无限向往的生活啊！
18348,Ugyx6K5-MFt8_NXZsDx4AaABAg.92WmOfrdVfQ92_X9wN5Jvx,0,"​ @valenciabbk lets talk facts and civilized: 
1. i am and will be a chinese whatever in looking or paper. and dissappointly not in any party . i am physically and psychologically intact not blind in anyway. i dont like the word 'blind' u used, which is very offensive and disgrace.
2. hongkong is a beautiful modern and democracy city as many other citys in china and hopefully will be so soon again. all chinese (included inland chinese) had/has the right to go to the street to speak out their different thoughts/demands. you never heard? pls do research or learn history from the books even youtube instead of the official westen medien. 
3. violence was/is/will not be tolerent in any country in this world. 
4. independence of taiwan? oh, big question and frankly i dont really care it happens or not because i have no idea what and how will everything change based on my poor knowledge about politics and financial aspects. you should better ask the people who live there. i hope oneday i could visit my taiwan-friends, only the reason of food is enough. 


suggestions for u to learn more about china and more if u are interested:
https://www.youtube.com/channel/ucaslyjhr4wc7qhyuaivxb6g
https://www.youtube.com/channel/ucvvik8oq2vnzsci4vr9o4dg
https://www.youtube.com/channel/ucgrhgv7atbftqk8dxwidktg


god bless more peace and happiness for this insane world. this talk is ended from my side. bye...","@valenciabbk让我们谈论事实并文明：
1.无论外观或纸张，我都是中国人。并且在任何政党中都不感到失望。无论如何，我在身体和心理上都不是盲目的。我不喜欢您使用的“盲人”一词，这非常令人反感和耻辱。
2.香港是一座美丽的现代和民主城市，就像中国的许多其他城市一样，希望再次如此。所有中国人（包括内陆中国人）都有/有权上街说出他们不同的想法/需求。你从未听说过吗？请在YouTube而不是官方Westen Medien中从书籍中进行研究或学习历史。
3.暴力是/is/is/ins/is in in in in in in in in ins in in is in is in is in is ins in is/is is in is in in th这个国家的任何国家都不会容忍。
4.台湾独立？哦，大问题，坦率地说，我真的不在乎它是否会发生，还是因为我不知道一切都会根据我对政治和财务方面的知识而发生什么变化。您应该最好问住在那里的人。我希望我可以拜访我的台湾朋友，只有食物的原因就足够了。


建议您了解有关中国的更多信息，如果您有兴趣，更多有关中国的信息：
https://www.youtube.com/channel/ucaslyjhr4wc7qhyuaivxb6g
https://www.youtube.com/channel/ucvvik8oq2vnzsci4vr9o4dg
https://www.youtube.com/channel/ucgrhgv7atbftqk8dxwidktg


上帝保佑这个疯狂的世界更多的和平与幸福。这场演讲是从我身边结束的。再见..."
18322,Ugyj6QfYtOakXNmrMKZ4AaABAg,0,"our beautiful place to the point of being almost magical ,,,, a fantastic woman ....... talk more what, i always get at peace when i watch",我们美丽的地方到了几乎神奇的地步，
18261,UgzgAeARfSfQsnr12JB4AaABAg,0,so beautiful that i want to cry,如此美丽，我想哭
18186,Ugzg1C3Y-P8hkp3x3j14AaABAg,0,i'm beautiful and very good at wish,我很漂亮，非常擅长
18181,UgzlpoTRm75fM_J4WPx4AaABAg,0,beautiful and virtuous. essence essence,漂亮又贤惠。。。
18119,UgyBVgBcAoF_nc2ZZUR4AaABAg,0,so beautiful!,如此美丽！
18104,Ugwddk2CHKojp9rVIIJ4AaABAg,0,you are an amazing work of art. as well as your work. and you live in the most beautiful land i have ever seen i live in hawaii thank you for your videos.,您是一件了不起的艺术品。以及您的工作。您住在我见过的最美丽的土地上，我住在夏威夷，谢谢您的视频。
18090,Ugx9MaxR4H19USuJadR4AaABAg,0,beautiful,美
18050,UgzbxISREodwj7l8zIx4AaABAg,0,beautiful place,美丽的地方
18046,UgzAZEttEP8mKMGeyx94AaABAg,0,so clean n beautiful ..,如此清洁n美丽..
18007,UgzWPcqDLT4cGYdpXGB4AaABAg,0,i love your videos. you are both good and beautiful. wish you always happy with her and success in life.,我爱你的视频。你既好又美丽。祝您对她和人生的成功始终感到满意。
17997,UgxHnZWLE8wMm6bnJPt4AaABAg,0,miss zi yan is so beautiful,子柒小姐姐好美啊
18804,Ugx8kD8pyy6qsOq0-SZ4AaABAg,0,01.37 i'm still literate to watch this. how beautiful the grandmother's life is .... is he the grandchild? it would be wonderful when i lived quietly in the village with a blessing of a child or grandchild like this woman,01.37我仍在识字观看。祖母的生活有多美丽。...他是孙子吗？当我以像这个女人这样的孩子或孙子的祝福悄悄地住在村庄时，这将是很棒的。
18882,UgzbZoravYiIgbOH0954AaABAg.92EEre7em9B92YzgRNk-jZ,0,"it's really amazing, the camera is so beautiful",真的好厉害，镜头好美
18898,Ugxh6RzfQ-fzfkIRvOt4AaABAg,0,"hi i am melon islary boro ,so beautiful video",嗨，我是瓜伊斯兰·波罗，如此美丽的视频
19295,UgwCzD8DiUiVzwgY6KJ4AaABAg,0,"liziqi is a beautiful young lady exceptional chef very sweet and kind to her grandmother. i enjoy watching all of her educational and beautiful videos, thank you for sharing your beautiful way of life",利兹奇（Liziqi）是一位美丽的年轻女士，对她的祖母非常友善和友善。我喜欢观看她所有的教育和美丽的视频，谢谢您分享您美丽的生活方式
19549,UgzAy41F5ipj6d3_jfJ4AaABAg,0,wow she's sooooooooo beautiful,哇，她真漂亮
19522,Ugwu5_TXR3LT0J_-Qyl4AaABAg,0,"i fell in love with her !! it's beautiful, there's a girlish way! and still know how to cook super well !! i would marry her!!",我爱上了她！它很美，有一种少女的方式！而且仍然知道如何做得很好！我会嫁给她！
19442,UgzUW-WsnzCM95KCfUp4AaABAg,0,a beautiful person,一个美丽的人
19433,UgzKIGlAcRYkYViITJh4AaABAg,0,she is beautiful and also good in cooking,她很漂亮，也很好做饭
19426,UgzrziLaxGGaYmpvxPZ4AaABAg,0,women are beautiful,女人很美丽
19400,UgyqaEzQB84rTMbraQ14AaABAg,0,everything is very wonderful !! and very beautiful and not usually for our country .. but everything is so appetizing !!,一切都非常美好！！而且非常美丽，通常不适合我们的国家..但是一切都很开胃！！
19361,Ugzynqv1tPjH9g1WSth4AaABAg,0,such a simple and beautiful way to live,如此简单美丽的生活方式
19353,UgyWnAXRxXBOEJQvVbt4AaABAg,0,is it so beautiful to marry me?,好漂亮 嫁我好吗？
19348,UgyP3am_1G0NXsM1KGF4AaABAg,0,the land she lives on and walks on to harvest all her items is so beautiful! where in china is this? i want to go there. i would love to try some of her cooking too! everything she makes looks delicious and truly i thought i'd never say that about snails.,她居住的土地并走动收获她的所有物品是如此美丽！这在中国在哪里？我想去那边。我也很想尝试她的一些烹饪！她使她看起来很美味，而且我认为我从来没有说过关于蜗牛的话。
19278,UgzDESHGbvAxejQ4BiZ4AaABAg,0,such a beautiful girl!,好漂亮的姑娘！
18937,UgxLNsP-0aqASJwOqrN4AaABAg.92Cl3k4IWNV92b3MhqP12t,0,"@user-ly5uo9nk2d may be possible. the longitudinal comparison is changing, but the differences between rural areas in different regions in the horizontal direction are not exaggerated. the place where the mountains and rivers are beautiful are also good. before the poor, now it can be ""green mountains and green mountains."" and the central arid plain area, that is really ... the biggest resource is the output of the dense population ...",@user-ry5uo9nk2d 可能吧，纵向比较是有变化，可横向比较起来不同地区农村之间差异还是用天壤之别来形容并不为过的。山清水秀的地方也还好，以前再穷，现在都能“绿水青山就是金山银山”。而中部干旱平原地区，那真是…最大的资源就是稠密人口的对外输出了…
