,cid,votes,含food,含food中文翻译
21246,UgzEu6shTJG54BBe5954AaABAg.905dSTgaWAw905lV-ss4B_,0,"@watercolourferns first of all i don't know how to cook food, i know how to make omelette and tea but come on that's not enough, and besides you need a good partner who can understand you, and as they say they say one of the ways to get to the heart of a man is through his stomach, and if you who ever you are think because a man can't cook he is 'useless ' then i know many useless man,whom happens to live great. i didn't say my wife should cook in the way that she should become my slave, but simply because i love to eat.",@WaterColourerferns首先，我不知道该如何烹饪食物，我知道如何制作煎蛋和茶，但这还不够，而且您还需要一个可以理解您的好伴侣，正如他们所说的那样，他们说的是其中之一到达男人心脏的方法是通过他的肚子，如果您想到的是，因为一个男人不能做饭，他是“毫无用处的”，那么我知道许多无用的男人，他们恰好过着很棒的人。我不是说我的妻子应该以她应该成为我的奴隶的方式做饭，而只是因为我喜欢吃饭。
21266,UgzUccf3Yo3I--Hq5794AaABAg,0,it looks delicious. someday i want to try your food,看起来很好吃。总有一天，我想尝试你的食物
6005,UgyQtGQIxJJ53txetZ94AaABAg,0,"nature, healthy food, serenity and beauty. ๐๐๐ค—",大自然，健康食品，宁静和美丽。
20371,UgxFh7VimMz3_E35mW94AaABAg,0,"come on, there are so many foods in yunnan, you can also shoot","来啊云南美食那么多,也可以拍拍嘛"
6287,UgxJrt0WX-zLpSvflq94AaABAg,0,very tasty and exquisite food. and an excellent wife for the kitchen.,非常美味和精致的食物。还有一个厨房的好妻子。
16936,UgyguDZp7wEgdERiSs54AaABAg,0,crave. food and lifestyle.,渴望。食物和生活方式。
20196,UgyoNSuBq62atb3kf_14AaABAg,0,very natural and delicious foods,非常自然可口的食物
19518,UgyBCrcWHTpOFo-c0LV4AaABAg,0,who knows the name of the food or cooking,谁知道食物或烹饪的名称
6789,UgzuCfzoSM06VOEikTV4AaABAg,0,"i think it's the food, gx according to the indonesian tongue ... hhhh ... gx is delicious",我认为这是印尼舌头的食物，gx ... hhhh ... gx很美味
19550,UgxoQ-OmJ857Lew86Lt4AaABAg,0,"now this is call fresh cooking, farm to table food. nothing processed, like the american diet. i would love to eat like this everyday. if only i know how to cook like her.",现在，这就是新鲜的烹饪，农场到餐桌食品。没有什么像美国饮食那样处理的。我很想每天都这样吃。如果我知道如何像她一样做饭。
19583,UgySFiLAK7ifocZekB14AaABAg,0,is there a way to cook the food less oil?,有没有办法煮少油？
19589,UgySFiLAK7ifocZekB14AaABAg.91mQ_SGWl3F91qHnHlmVUm,0,"definitely. braising in water (with maybe a tiny bit of oil) will have the same effect of cooking a food item. 

however, many flavor compounds (like those found in spices and herbs) are only fat soluble. which means lessening the amount of oil would also take away from the flavor. of course, you could increase the amounts of these flavorings as well as add more enhancers like salt or sugar to compensate.","确实。在水中炖（也许有一小部分油）将具有烹饪食品的相同作用。

但是，许多风味化合物（例如在香料和草药中发现的）只是脂溶性的。这意味着减少油量也将从味道中消失。当然，您可以增加这些调味料的量，并添加更多的增强剂，例如盐或糖来补偿。"
6709,UgxA7K3nButsYh_zdtl4AaABAg,0,those organic foods me drool,那些有机食品我流口水
19605,Ugx4sH0nD_e0TUGa1h54AaABAg,0,"look at all of the food,none high cholesterol and both are as healthy as an ox",看所有的食物，没有高胆固醇，两者都像牛一样健康
19617,UgzuJ2wWI54JSJU6V0B4AaABAg.91ljJJ9bRNc91pMAsdjxWD,0,it's so delicious that the rot soul and food look at it,腐魂 还有食物 看着真好吃
19633,Ugz1NTHt5ptYT3HLzmJ4AaABAg,0,"ideal life, perfect food.",理想的生活，完美的食物。
19692,UgyCmxslq3IjvQiMmZ94AaABAg.91b9Iwityop92P91U8AdoG,0,sugi surya i just found she had online shop we can buy all the food she made，the source，desert，tea，the noodle，the review said it‘s really tasty，can wait to shop all products：）,Sugi Surya，我刚刚发现她有在线商店，我们可以购买她所做的所有食物，沙漠，茶，面条，评论说真的很美味，可以等待购买所有产品：
6657,UgxfL97iieABf7AnpT54AaABAg,0,wow amazing foods,哇，令人惊叹的食物
19746,UgwOecLa33eooTRe8c94AaABAg,0,this is completely food orgasm. yummy,这完全是食物性高潮。好吃
19756,Ugzfg9JmfkfImNTZQzF4AaABAg,0,in west we throw food and overproduce. we should show respect for each other and nature. thank you for this video! i hope that this will make people wake up soon and fight for the beauty of the nature.,在西部，我们扔了食物和过度生产。我们应该互相尊重和自然。谢谢您的视频！我希望这将使人们尽快醒来并为大自然的美丽而战。
19761,UgxNFZ8qGmAbAW3_hbl4AaABAg,0,pakistani food good,巴基斯坦美食很好
6656,Ugw6M3VqRH_ZSqd1Ibp4AaABAg,0,this kind of food making is simple but it is so hard working,这种食物制作很简单，但是很难工作
19865,UgwdlIjifZ-jCl0RKRR4AaABAg,0,"hello from what i know, life propagated by this charming woman does not look so cute in the chinese countryside. the expansion of cities makes beautiful and peaceful villages turn into stinking and complained gutters, with highly processed food, and people eat it. and about such food that this beautiful lady presents, they can only dream about ... and this is sad. fate has prepared",您好，据我所知，这个迷人的女人在中国乡村看起来并不那么可爱。城市的扩张使美丽且宁静的村庄变成了臭味，并抱怨沟槽，用高度加工的食物和人们食用。关于这位美丽的女士展示的这种食物，他们只能梦想……这很可悲。命运已经准备好了
19868,UgxkWyo_yeeCxuQucGV4AaABAg,0,"very good wife, o.m.g and the food not need restaurant very good",很好的妻子，O.M.G和食物不需要餐厅很好
19892,UgyZfpplGFGkEdV5FVh4AaABAg,0,i will marry you you are so cute and cooking so delicious food i like it love from nepal,我会嫁给你你真可爱，烹饪如此美味的食物，我喜欢尼泊尔的爱
6635,UgwYzsUsrgK7AVzoGGN4AaABAg,0,"eating with satisfaction a bowl of snail and pasta. good food, all fake, but beautiful ... ah, the art of filming ...",一碗蜗牛和面食满意。美味的食物，都是假的，但是美丽...啊，拍摄艺术...
6598,UgwlzFgTnE4aVEFhAG14AaABAg.9EeiP8dl6ry9FBjt6qBjXi,0,#gurukriparasoino1 ๐‘ please subscribe my channel & press th bell icon for delicious food recipe...please support my channel,＃Gurukriparasoino1
6526,UgxeFNB26SMQ4LgSZGR4AaABAg,0,"what a peaceful place, everyday eats healthy foods.. ๐ค—",多么宁静的地方，每天都在吃健康食品。
6396,Ugxf_L60cS9j-G2nfjV4AaABAg,0,"i wonder who would give her videos thumbs down?
were they upset her simplicity is so refreshing and her food is too good?","我想知道谁会给她的视频竖起大拇指？
他们是否使她的简单性感到不安，她的食物太好了？"
20123,UgwbFWrCnbhZMoXfN-N4AaABAg,0,"actually this food smells stinky,but tastes very good!",实际上，这种食物闻起来很臭，但是味道很好！
6369,Ugy82nJHwxum38cSff54AaABAg,0,what a great scene nice view nice food good quality of shots nice angle i wish we all live happy life and simple life like this,多么美好的场景，美好的食物质量好，镜头好，我希望我们所有人都过上幸福的生活和简单的生活
6303,UgyQk-erjFMCDsagGoF4AaABAg,0,ah...all that food looks so good tho...like i can almost smell it through the screen!,啊...所有的食物看起来都很好...就像我几乎可以通过屏幕闻到它的味道！
6000,UgxiqZQJMrU-Gxeu-5F4AaABAg,0,logy chinese food,浪气中国菜
5993,UgydA7zSxbUwaEtSiGV4AaABAg.9F92CQvgM1Y9FBkCB9iolw,0,#gurukriparasoino1 ๐‘please subscribe my channel & press the bell icon for delicious food recipe ...please support my channel,＃Gurukriparasoino1
5991,Ugw8tO_7kI0MBNa7Bdl4AaABAg,0,indonesian food too,印尼食物也是如此
21326,UgxjpQRcB41q4_YfSst4AaABAg,0,her videos are food to the soul...,她的视频是灵魂的食物...
22167,UgwCsTMCmFmhckx-0654AaABAg,0,"a to z food challenge
https://youtu.be/agrhqcj9p20","A到Z食品挑战
https://youtu.be/agrhqcj9p20"
22168,Ugw4UGPiBXHrL52SyYN4AaABAg,0,can i just live with her? i don't have to worry about food.,我可以和她住在一起吗？我不必担心食物。
22170,UgxJYIeLxjOWw9KdOHt4AaABAg,0,"i love all your videos! ❤❤❤ i watch every video few times and i can't stop. you inspire me to do more, to prepare for winter. even if i have to buy some products, i went for farmer market and bought my fav vegetables and fruits and prepared my fav jams and other preserves and i will continue to do that. it's autumn right now in my country, time for pumpkins, apples, pears, nuts, carrots, potatoes and orher delicious food",我喜欢你所有的视频！ ❤❤❤我看了几次视频，我无法停止。您激励我做更多的事情，为冬天做准备。即使我必须购买一些产品，我也去了农贸市场，买了我最喜欢的蔬菜和水果，并准备了我最喜欢的果酱和其他果酱，我将继续这样做。现在是秋天在我的国家，是南瓜，苹果，梨，坚果，胡萝卜，土豆和Orher美味的食物的时间
22207,UgxZ21FysAlStFzTA214AaABAg,0,with all those spices in the food how is she going to feed the dogs,用食物中的所有这些香料，她将如何喂狗
22208,UgxZXrasK2bd9sx1aZp4AaABAg,0,omg i love this show you guys do such a good job! and the food .. looks amazing!,天哪，我喜欢这个节目，你们做得很好！和食物..看起来很棒！
22222,UgwfSCAWIUftKFJ3dDF4AaABAg,0,i love everything is your making food,我爱一切都是你在做食物
22232,UgzHRVFOUJ0HpVwCvOZ4AaABAg,0,"my fav food! i alwys go to jungle to get some bamboo when i back to my vilage
or my family membr get it hehe","我最喜欢的食物！当我回到我的葡萄酒时，我会去丛林丛林
或我的家人膜得到它呵呵"
22241,UgzsV5qTPLFNyzEZzu54AaABAg,0,"she is a beautiful young lady, and the food looked sooo good.",她是一位美丽的小姐，食物看起来很好。
22262,UgysTyDyaKt7NfosbqJ4AaABAg.9-8cRPhyfy79-Yyg894WDH,0,"she has her own food store and sells it online in china, but she rarely publicizes it. but her food is really delicious and popular. most of the time she just shares her daily life.",她拥有自己的食品商店，并在中国在线出售，但很少宣传它。但是她的食物真的很美味，而且很受欢迎。大多数时候，她只是分享自己的日常生活。
22282,Ugyw1ajCfnkSqtb-Ko54AaABAg,0,how come you are so skinny with all the good foods you eat?,您吃的所有美味食物怎么这么瘦？
22307,UgwcdYwWYIr023AWRFh4AaABAg,0,"does anybody know, who is the camera man? and why does he never get a place for food?",有人知道，摄影师是谁？为什么他永远不会得到食物的地方？
10985,UgyWwfF8oHXoUmbcRPR4AaABAg,0,"i can still remember the times when i used to cook the bamboo shoots with sauteed onions and garlic, then seasoned with soysauce and msg due to an abundance. 
great food btw.","我仍然可以记得那些曾经用炒洋葱和大蒜煮竹芽的时代，然后由于丰富而用soysauce和Msg调味。
美食顺便说一句。"
22360,UgxOt7EXXWcVeX2mvhh4AaABAg,0,the garden is very livable. the food is delicious.,花园很宜居。食物很好吃。
22362,Ugyp-ADCR8-qBp0Ac4l4AaABAg,0,"""a miniature world"" is channel about unexpected situations, random and extremely interesting for the children, as well as life around the world through the eyes of children. “ a miniature world ” channel is a real miniature foods cooking channel. tiny foods are being cooked in very tiny, mini earthen or aluminum pots and served for viewers. you can enjoy the real recipes as tiny foods or mini foods. we all love miniature things and we'll enjoy tiny stuffs, its miniature kitchen for cooking real foods in miniature pots.",“一个微型世界”是关于意外情况，随机且对孩子以及通过儿童眼中的生活非常有趣的渠道。 “微型世界”频道是一个真正的微型食品烹饪频道。小食物正在用非常微小，迷你泥土或铝制锅中烹制，并为观众服务。您可以享受真正的食谱，例如小食物或迷你食品。我们都喜欢微型的东西，我们将享受微小的东西，它的微型厨房，用于在微型锅中烹饪真正的食物。
22440,UgxfZKXg7W9MK-Lx99N4AaABAg,0,"hello, can you make vietnamese food?",您好，您可以做越南食物吗？
22442,UgxMn-j-jQPVKxoUcIh4AaABAg,0,"you should marry me . so you can cook for me , i'll be sleeping somewhere in the garden,wake me up when the food is ready hahaha",你应该嫁给我。这样你就可以为我做饭，我会在花园里的某个地方睡觉，食物准备就绪时叫醒我
22472,UgzbCUjTz38lPF2_vGl4AaABAg,0,my god food is all around you.,我的上帝食物在你周围。
22558,UgxghmqHcYEfDegHNiZ4AaABAg,0,congratulations to the family for delicious food,美味的食物祝贺家庭
22597,Ugw5OHgkf0Ll5ErkzeZ4AaABAg,0,foods culture art the new era is coming... i hope. thx for sharing beautiful!,食品文化艺术新时代即将到来...我希望。 THX分享美丽！
5610,UgzIS7AsNIFdAjfTdMh4AaABAg,0,i like your food safety...,我喜欢你的食物安全...
5559,Ugy8v2lgiWfa7De_F7Z4AaABAg,0,she had a very healthy food thats why very slim trim n have good hairs,她吃了一个非常健康的食物，这就是为什么非常苗条的头发的头发很好
5533,UgyDi-FVVpEWTR5W6nN4AaABAg,0,"i am from northeast india(chinese decesdent) and we all look alike and your food habit is like ours and all your ingredients and the stuffs were found in our place northeast india but we are indians from time immemorial 
proud to indian still love you all my mongolian brothers and sisters","我来自印度东北部（中国十二世），我们都看起来都一样，您的食物习惯就像我们的食物，您的所有食材和所有食材都在我们的印度东北部都发现，但我们从远古时代开始都是印第安人
为印度人而自豪地爱你所有我的蒙古兄弟姐妹"
