,cid,votes,含fruit,含fruit中文翻译
36093,UgwCcedF5CjvQIWVjlV4AaABAg,0,i only want to know what fruits did she use? little apples and mangoes? the yellow thing she dried in the oven!,我只想知道她使用了什么水果？小苹果和芒果？她在烤箱里干的黄色东西！
36060,UgwXJ9yewAVM7zKtupN4AaABAg,0,3:09 - what is that big yellow fruit? looks yummy.,3：09-那黄色的大水果是什么？看起来美味。
36033,UgxtYK7jG1csU2f0KMZ4AaABAg,0,what r those giant yellow fruit at the end ?,最终那些巨大的黄色水果是什么？
35906,UgzD1pQRfSk6Lp6xCsR4AaABAg,0,"clementines, mangos and grapefruit are growing/ripening in winter????",静脉，芒果和葡萄柚在冬天正在成长/成熟吗？？？？
18426,Ugxnfa2zBB5UzvMjQhV4AaABAg,0,which place is it. how all the fruits available in one place. its beautiful to see you preparing such items .,它是哪个地方。如何在一个地方可用的所有水果。看到您准备这样的物品真是太好了。
35810,UgzKvwiAHNTUmAClc6B4AaABAg,0,where is this in asia? so much fruit,这在亚洲在哪里？这么多水果
35643,Ugzpsr4gRiYVmbkAFX54AaABAg,0,"biggest mangoes i've ever seen!!! its so funny how your fruit is on such a different schedule than american fruit. this is so cute and sweet and calming. those little animals love her so much, you can tell she's a kind person. i could watch her do random chores all day.",我见过的最大芒果！！！您的水果与美国水果的时间不同，真是太有趣了。这是如此可爱又甜美。那些小动物非常爱她，你可以告诉她她是一个善良的人。我可以看着她整天做家务。
35598,UgwT8NBXExl8GvDytsR4AaABAg,0,must be amazing to live on a fruit plantation,生活在水果种植园上必须很棒
35474,Ugzw7qEDJoI8U4OUS5J4AaABAg,0,"none of those fruits are spring fruits. professionally done video. the chinese government is creating these with beautiful women, perfectly made up, for foreign consumption. they want us to believe.",这些水果都不是春季水果。专业完成视频。中国政府正在与美丽的女性完美地构成外国消费。他们希望我们相信。
35455,Ugwb9QcrOlsRx6XCbaB4AaABAg,0,i've never seen a mango that big in my life. i wish there were fruit trees i could go pick,我一生中从未见过芒果那么大。我希望有我可以选择的果树
35442,Ugw2FUK0ivFWT-TJ-GB4AaABAg,0,i really want to know what those massive fruit are!,我真的很想知道那些巨大的水果是什么！
34989,UgxQr5cdsM4t2Op_VUN4AaABAg,0,just me or do those fruits look waaaay too perfect,只是我或那些水果看起来太完美了
3771,UgxZMZpii1MMpW92ld54AaABAg,0,1:38 what fruit is this?,1:38这是什么水果？
3855,UgyhtZXGfyZh4zcffHt4AaABAg,0,the fruit of labour,劳动的果实
3864,UgzqYu5WXk1X-pSpWo14AaABAg,0,what is the cold fruit that thai people call?,泰国人叫什么冷果？
12301,UgxkUxzh3_Bek2ux_9h4AaABAg,0,how does she grow citrus fruit and mangos in a climate where it has winters with snow ??? it doesn't make sense.,她如何在有雪的气候下种植柑橘类水果和芒果？？？这没有道理。
4069,Ugw7RvRQkVpxndZnZGR4AaABAg,0,i like to see your fruit and vegetable orchards also the viriousness of flowers but i would like you to also do them in spanish greetings,我喜欢看到你的水果和蔬菜果园也有鲜花的奇特性，但我希望您也可以在西班牙问候
34580,UgyEzm7baiPa218NUiR4AaABAg,0,i love your videos and mangoes are my favorite fruit. ๐€,我喜欢您的视频和芒果是我最喜欢的水果。
34518,UgwvMKN16rXCPtKxW5h4AaABAg,0,"god, the fight is crazy and its fruit ๐ฒ๐ข",上帝，战斗是疯狂的，它的果实
34478,UgxYIlQEOqz8euswgtx4AaABAg,0,"the atmosphere is so a cool fruit ""growing vegetables",气氛是一种很酷的水果”种植蔬菜
34425,Ugz7yTYiDORk30NL3oR4AaABAg,0,what fruits at 8:47?,8:47什么水果？
34391,UgwWxUQt2BTY9rUcuZV4AaABAg,0,"glory be to god, the sweet of the victorious and the fruits, yes, my lord, do not count.",荣耀归于上帝，胜利和果实的甜蜜，是的，我的主，不算数。
32275,UgyWAOkBclZqGQzrQPF4AaABAg,0,what is this fruit at 8:52?,8:52的这是什么水果？
13548,UgwzoCudlTWi16WhXqJ4AaABAg,0,i love your videos as always liziqi. you have inspired me to plant fruits and veggies in the backyard.,我一如既往地爱你的视频。您启发了我在后院种植水果和蔬菜。
31842,Ugzjwyda6gju7263UTZ4AaABAg.8w2sqwtVY1G8wAvDHp2e3q,0,they're grapefruit apparently but still!,他们显然是葡萄柚，但仍然如此！
511,UgyiogyXQqAdtRR1ENN4AaABAg,0,this fruit picking tool is very useful!,这个摘果工具很好用呀！
29946,UgzV9cLkoN50U6MOmsV4AaABAg,0,"incredible video (: keep doing it. love from ecuador. question... what is the name of the fruit in 08:54 ? thanks
}","令人难以置信的视频（：继续做。厄瓜多尔的爱。问题... 08:54的水果的名字是什么？谢谢
}"
29938,UgzLQlnNvTnoItwlabd4AaABAg,0,what is name of these fruits,这些水果的名字是什么
29753,UgyopAeUgobZUTQLIDZ4AaABAg,0,"what a huge pamela!
we do not have such fruits.","多么巨大的帕梅拉！
我们没有这样的水果。"
29734,Ugx11sxaHgdkctXgjpd4AaABAg,0,i wanna stay here pls . all nature and fruits and vegetables around me .,我想留在这里。我周围的所有大自然，水果和蔬菜。
29716,Ugww5ndBVhffdCmxneB4AaABAg,0,"interesting, all momma fruit grows",有趣的是，所有妈妈的果实都成长
29693,UgzRIkAwuEWC8aDMNPt4AaABAg.8x_IBQ9yr6f8xf7tA9PWRU,0,"โ€ @hamaniecheenibass5729 hard to tell, the taste very sour mix some sweet and stronger fruitier flavor(that's why she covers with sugar). very health fruit. you should try yourself.",@hamaniecheenibass5729很难说，这种味道非常酸混合一些甜，更浓烈的果实的味道（这就是她用糖覆盖的原因）。非常健康的水果。你应该尝试一下。
29676,UgzRIkAwuEWC8aDMNPt4AaABAg,0,what is that red fruit she put on the stick just before the apples- anybody?,她在苹果面前放在棍子上的那种红色水果是什么？
29615,UgwAeDLzgK9F-YnLigt4AaABAg,0,let's go. many fruit. galing nia. cute,我们走吧。许多水果。 alling nia。可爱的
29262,UgwRAEIxkfZHZ63mU_14AaABAg,0,"let me ask a little bit of candy, what is the fruit. please ask the small red left",让我问一点糖果，什么是水果。请问左红色
29143,UgxUylDO7AGuYhNDTSZ4AaABAg,0,original 1 garden of vegetables and fruits like that feel peaceful when watching this girl's clip,原始的1种蔬菜和水果花园看着这个女孩的剪辑时会感到宁静
29104,UgwtHFwSkGsSB6IVfHF4AaABAg,0,i wonder what these fruits are big yellow,我想知道这些水果是什么大黄色
29077,UgwvqXg8UCtze2InAAR4AaABAg,0,wow making fruit candy,哇制作水果糖果
29036,UgxLFoi8n3k5Px3QDJl4AaABAg,0,"man, can i have those fruits before they fall unto the ground?",伙计，我可以在那些果实掉落在地面之前吗？
28983,UgyQMtIhvfiQ_Sy9vAd4AaABAg,0,what is red fruit ?,什么是红色水果？
28851,UgzM7O0TwGRRAJ6DW5V4AaABAg,0,the fruit is so delicious,水果很美味
28780,UgwbMa5W5F4P49XGJaR4AaABAg,0,"if only life is as simoke as this... land full of fruits and veggies, country people are honest and kind and simple๐๐๐",如果只有生活和这种类似的生活...土地上充满了水果和蔬菜，乡村人是诚实，善良和简单的
28668,UgwYyiOIhWUkiRhMmsJ4AaABAg.8yNBUX6tjtv8yYQKFzxR6F,0,"@elliehsu1643 mangoes r tropical fruit. they starts flowering in the beginning of dry season (about april/may) & u can harvest the fruit about 4 months later (which would be at autumn in 4 season places)
thats natural mangoes.
other than that would be lab-created mangoes or using chemical ๐๐","@Elliehsu1643芒果r热带水果。他们在干旱季节开始开花（大约在4月/5月），大约4个月后可以收获水果（这将在4个季节的秋季）
那就是天然芒果。
除此之外，还将是实验室创建的芒果或使用化学"
28666,UgwYyiOIhWUkiRhMmsJ4AaABAg.8yNBUX6tjtv8yV0zyQ9SfO,0,"love the video. 
about mango, itโ€s autumn in the video. mango is summer fruit, anyone explain how a country girl get fresh mangoes like that???","喜欢视频。
关于芒果，这是视频的秋天。芒果是夏天的水果，任何人都解释了一个乡村女孩如何得到这样的新鲜芒果？？？"
4465,Ugz8-4Gp3NwZoZXE1oh4AaABAg,0,if you live there no need to buy fruits...,如果您住在那儿，无需购买水果...
28485,UgyhE1YjNwVViUul7t94AaABAg,0,"mangos are summer fruit, they are impossible show up in winter, unless they are imported.",芒果是夏天的水果，除非进口，否则它们是不可能在冬天出现的。
28448,UgwEV6-a56K2cXOReXJ4AaABAg,0,i just love how many the fruits and vegetables they have there,我只是喜欢那里有多少水果和蔬菜
28433,UgyR3lBcGQ2kZxtlyj14AaABAg,0,wow very amazing the fruits and vegetables is very fresh ...watching from philippines,哇，很棒的水果和蔬菜非常新鲜...从菲律宾看
28432,Ugz7czQhlv9uFsXKmLF4AaABAg,0,wow very amazing the fruits and vegetables are very fresh ...watching from philippines,哇，非常新鲜的水果和蔬菜很新鲜...从菲律宾观看
29955,UgzV9cLkoN50U6MOmsV4AaABAg.8xQhEEiwfSf8xRJyuVZxlM,0,grapefruit grapefruit,柚子grapefruit
30041,UgxZcgJfbzocKig4rj94AaABAg,0,what fruit is that at 8:50 ???,8:50是什么水果？？？
13688,UgxYGoBQg_ILxNFCXGt4AaABAg,0,"those puppies and the little lamb eat anything,plants,veggies,fruits...etc
they like following liziqi because they know where their snacks are from! hahaha","那些小狗和小羊肉吃了任何东西，植物，蔬菜，水果...等
他们喜欢遵循利兹奇，因为他们知道小吃的来源！哈哈哈"
30052,UgxZcgJfbzocKig4rj94AaABAg.8xKeWQozI9a8xNdks71zfC,0,grapefruit grapefruit,grapefruit 柚子
31632,Ugwj03xeVYe9q3uDvNN4AaABAg,0,what were the large yellow fruits??,什么是大黄色水果？
31618,UgxnydR18o9KRiaoHeB4AaABAg,0,"watching this relaxing me and i wish i could live in the province that full of fruits, vegatable, and more.",看着这让我放松，我希望我可以住在这个充满水果，蔬菜等的省。
31578,Ugx41syrnHPrrtsFiKp4AaABAg,0,"this is my third vid of hers, they're so cool. but what i'm trying to figure out is that the melon seeds looked like sunflower seeds especially when she was removing them. also if it's the spring festival, how were there fruits on the trees? ๐คทโ€โ€๏ธ",这是我的第三个视频，它们是如此酷。但是我想弄清楚的是，瓜子看起来像葵花籽，尤其是当她去除它们时。另外，如果是春节，树上的水果如何？
31301,UgyBWVU6PvSGmjgl6nB4AaABAg,0,4:00 wat type of fruit is that,4:00 wat类型的水果是
6252,UgzRmwTmnkd1p4kRxIJ4AaABAg,0,"hello, i love you, your cooks, greenery, and fruits that you use sweet and salary, and with a delicious way, and the implantation of your life is wonderful and balanced or hammam from iraq, thank you",您好，我爱您，您的厨师，绿色植物和您使用甜蜜和薪水的水果，并以美味的方式，植入您的生活的方式是美好而平衡的，或者来自伊拉克的Hammam，谢谢
13819,UgyWnCwlKiC0F6AVgCt4AaABAg,0,want to be there too many fruits and candy,想在那里太多的水果和糖果
31145,UgwhtwuuIchIwgwlnkN4AaABAg,0,berang fruits of our jeriang,我们杰里安的贝朗果实
31141,UgwURlt4H6eQ0QgOHu94AaABAg.8wUmIt4rKnI8wYmc14Q11u,0,"@christiannugraha1011 what a hulariously epic mistake, since melon and sunflower so so sooo far away, one is a fruit, other is a flower, i am sure the chinese character far different too,,, itslike saying a fruit cake a pepperoni pizza",@christiannugraha1011史诗般的错误，因为瓜和向日葵是如此遥远，一个是水果，另一个是一朵花，我相信汉字也有很大的不同，，像辣椒蛋糕一样，是辣椒蛋糕
31136,Ugw3pXnOUAh6zAL6n914AaABAg,0,"she must be really strong, carrying so much fruits in those big baskets.",她必须非常坚强，在那些大篮子里携带那么多的果实。
31104,Ugw3gAUGl3xAroPVxaR4AaABAg,0,i want to make a fruit with km..liziqi it feels happy if it can be realized,我想用km .. liziqi做一个水果
5665,UgzSsg_bnp9UNG8_l4d4AaABAg,0,1:35 what kind of fruit is the small red place in the string?,1：35 串的小小红红地是什么水果啊
30863,UgzUuTQk8yuJ8cB7z514AaABAg.8whurCrXFJC8xA_Gzj9aoA,0,kendi dope i honestly think there was a seed but it wasnโ€t shown in the clip lol because fruits canโ€t be fruit without seed(s) . seedless mangoes have only existed due to science experiments and such :),肯迪·迪普（Kendi Dope）我诚实地认为有种子，但没有在剪辑中显示出来，因为没有种子，水果就不能成为水果。无籽芒果仅由于科学实验等而存在:)
14256,Ugw9KU9_5qXdYaUNr-14AaABAg,0,"i disliked this video:)
there's a huge team of ppl who make all these snacks and grow the vegetables and fruits for her. which she never mentions in her video.
she makes everyone think this is the life that you can have in the countryside, when the truth is, your probably gonna need 20 slaves if you want the life in the video.(or if your rich enough to afford 20 servants)
anyways, it's the very common way of getting famous on the internet, by making fake videos. she's fooling everyone but hardly anyone can see it. 
hands down to the 28k dislikers","我不喜欢这个视频:)
有一支庞大的PPL团队，为她制作所有这些小吃，并为她种植蔬菜和水果。她从未在视频中提到过。
她让每个人都认为这是您在乡村拥有的生活，当真相是，如果您想要视频中的生活，您可能需要20个奴隶。
无论如何，这是通过制作虚假视频在互联网上闻名的非常普遍的方式。她在欺骗所有人，但几乎没有人看到它。
动手28k的不喜欢人"
