,cid,votes,time,含video,含video中文翻译
13966,Ugz06CTp_zYAIYJQXxh4AaABAg,0,3 years ago,this video cured my acne. thank you.,这段视频治愈了我的痤疮。谢谢。
13931,UgweIV9S7x1pwECzlGJ4AaABAg,0,3 years ago,ilove you videos,我爱你的视频
13641,UgwhXFPayF9M69j5bIl4AaABAg,0,3 years ago,this video shows why we like and respect china.,该视频显示了我们为什么喜欢和尊重中国。
13749,Ugyh0Epl71VrePWajI14AaABAg,0,3 years ago,good video,好视频
13650,Ugy2-vufLA51xNFeYHV4AaABAg,0,3 years ago,"each beautiful dish gets mouth watering, the place is beautiful and the girls in the video are beautiful looks like paradise",每道美丽的菜都会吸水，这个地方很漂亮，视频中的女孩看起来像天堂
13657,UgxgvjPaQNJ2eeVEyS94AaABAg,0,3 years ago,"one day's good time. watch the video, marvel at your busy life. it is cool in your country. and you are cool. want to ask you if you can share some seeds.",一天的美好时光。观看视频，惊叹于您忙碌的生活。在你的国家很酷。而且你很酷。想问你能不能分享一些种子。
13678,Ugwozg4EJ42WwVD7TO54AaABAg,0,3 years ago,"her's is soooo contrived; looks like a movie or tv set. it's not like dianxi xiaoge's whose videos are breathing with happiness; so much soul; with peace; and, life.",她的人为;看起来像电影或电视机。这不像戴安克西小（Dianxi Xiaoge）的视频充满幸福的呼吸。这么多灵魂；和平；和生活。
13720,UgyjVZU42IejLU0Hf2R4AaABAg,0,3 years ago,"organic cooking style. from pot to jar, fire to dish, water to shell, crockaries, spoon everything is natural. ceramic cooking pot, wooden table everything is simply natural. when watching her video i forget myself. her video take into me with her. her villege, nature, garden, yard. this is so deeply related with nature. crystal water even its sound when she washes her foot. i forget myself. i went into the nature and her villege. even her yard. thanks your beautiful video.",有机烹饪风格。从锅到罐子，开火到盘子，水到外壳，crockaries，勺子一切都是自然的。陶瓷烹饪锅，木桌一切都是自然的。观看她的视频时，我忘记了自己。她的视频和她一起吸引了我。她的村庄，自然，花园，院子。这与自然密切相关。当她洗脚时，水晶水甚至声音。我忘了自己。我进入了大自然和她的病人。甚至她的院子。谢谢你美丽的视频。
13729,UgyD8cX4XW7V2mRwdU94AaABAg,0,3 years ago,she works too fast (or i should say the editing). need to slow it down. i don't mind watching a 20 min video instead of 10.,她工作太快（或者我应该说编辑）。需要减慢它。我不介意观看20分钟的视频，而不是10个视频。
13736,UgzQyXy2wFHxHJoqbmF4AaABAg,0,3 years ago,she is so cute. super good video recording,她太可爱了。超级好视频录制
13744,UgwBKj7gJ5LyGQ0UUAF4AaABAg,0,3 years ago,so interesting to see ur videos can u upload new video with new view so relax to watching ur video,看到您的视频很有趣，您可以在新视图上上传新视频，所以放松一下观看您的视频
13750,UgzIRg68xLcfExv_jp14AaABAg,0,3 years ago,the video is the best,视频是最好的
13917,UgzbpVM7F8EYMd4wzup4AaABAg,0,3 years ago,this video is too salty,这个视频太咸了
13803,Ugy0NGSXKfdqxkc83GN4AaABAg,0,3 years ago,these are beautiful videos,这些是美丽的视频
13808,UgyOUQXQ3cqbGO13vV94AaABAg,0,3 years ago,what a joy watching her videos!,观看她的视频多么高兴！
13811,Ugwp5pzP1Ui0to8HK8N4AaABAg,0,3 years ago,"what a beauty around, like in a fairy tale. and the girl is beautiful and kind, and how many talents she has. squeezed on these videos, they calm down, i also want to live far from everyone, surrounded by such a nature, signed up and waiting for new videos.",周围真是美，就像在童话中。女孩是美丽而善良的，她拥有多少才能。挤在这些视频上，他们冷静下来，我也想远离每个人，被这种性质包围，注册并等待新视频。
13833,UgxldieEhf7eRgELn054AaABAg,0,3 years ago (edited),i have never had snails but dang that looks so good... your gardens are amazing... i am enjoying watching your videos and so is my hubby.. thanks so much for the time..,我从来没有蜗牛，但是看起来很不错...您的花园很棒...我很喜欢看您的视频，所以我的丈夫也是如此。。。非常感谢。
13844,UgyJLm_zJiB14IGsApJ4AaABAg,0,3 years ago,"i live in the interior of brazil, here we also eat bamboo sprouts, their eating habits are very similar to ours, great video!",我住在巴西内部，在这里我们也吃竹芽，他们的饮食习惯与我们的饮食习惯非常相似，很棒的视频！
13848,Ugy6-r2T8SgW8xd9Bwp4AaABAg,0,3 years ago,the cinematography is so good. her video and editing skills are good enough to give the surrounding nature it’s justice.,摄影非常好。她的视频和编辑技巧足以使周围的大自然正义。
13897,UgyFYT_uum1ip9N6RoR4AaABAg,0,3 years ago,"i watched the video well
have a healthy day","我很好地看了视频
健康的一天"
15521,UgxNq_y70V8RnVrE9KN4AaABAg,0,3 years ago,i have something to say to the 12k that dislike this video. fuck you.,我对12k不喜欢这段视频有话要说。去你的。
15532,UgyStwQavUqGAER6Ich4AaABAg,0,3 years ago,"beautiful video, lovely food!!",美丽的视频，可爱的食物！
17774,Ugy2sTBo4avqikJjOsN4AaABAg,0,3 years ago,i watched this video in the countryside.,田园生活 看这视频很羡慕 真要是去待一个星期 又有多少人会觉得无聊
15534,Ugx4VVLS3OjaOuj--Z54AaABAg,0,3 years ago,i am feeling every thing is like dream in this video,我觉得这段视频中的每件事都像梦
16932,UgxU1Lr_cOGIimr5POB4AaABAg,0,3 years ago,you have very beautiful videos,你有非常漂亮的视频
16938,UgxOdPaSAq5JjlEJPql4AaABAg,0,3 years ago,i like the video's bgm.it's so soft and peaceful.,我喜欢视频的BGM。
16939,Ugz7W5qupS337wyTnIt4AaABAg,0,3 years ago,i like the video's bgm.it's so soft and peaceful,我喜欢视频的bgmm。
16956,UgypcTMSERhsesivfvt4AaABAg,0,3 years ago,"when i watch her videos, it makes me feel so relaxed. they take me to another place where my problems aren't of importance. i love her videos",当我观看她的视频时，这让我感到非常放松。他们带我去了我的问题并不重要的另一个地方。我爱她的视频
16960,UgzvdLjy_RygdANEGRp4AaABAg,0,3 years ago,my mouth was watering throughout the whole video.,在整个视频中，我的嘴在浇水。
16961,UgyGiAIa3qeQ5zi5JPJ4AaABAg,0,3 years ago,this video is straight up ghibli anime movies turn to life,该视频是直截了当的吉卜力动漫电影变成生活
16963,UgxpNPZyb2QOlwpOL_54AaABAg,0,3 years ago,this video is heart warming,这个视频令人振奋
16968,UgxhVphloq7EXFJZtAh4AaABAg,0,3 years ago,"although some controversy in china, this does not affect the high quality of the video.
from the perspective of the conference farm work, it has actually refuted a lot of criticism.","虽然在国内引起了一些争议，但是这并不影响视频的高质量。
从会做农活这一点来看其实就已经反驳了很多非议了。"
16984,Ugw0wFmlAtai0L8-2fl4AaABAg,0,3 years ago,"i have a question if you don't mind?
if ever you would get this comment though, which i am hoping.
did you get assistance with your videography or you did it yourself?
very curious because this takes so much time your taking a film and then doing process of your work!
i love your video's hahaha very satisfying.","如果您不介意，我有一个问题？
如果您会收到这个评论，我希望这是我希望的。
您是否在摄影方面得到了帮助，还是自己做了？
非常好奇，因为这需要您拍摄电影然后进行工作的过程需要很多时间！
我爱你的视频的哈哈哈非常令人满意。"
17009,UgzlvLAuMcOxzT1nN5R4AaABAg,0,3 years ago,"what does it mean to be curious about this 11,000 -point person? do you want to step on food videos? or is it to step on? it can only be said that the person who click on is either stupid or bad",真好奇这1.1万点踩的人是什么意思？美食的视频也要踩？还是说为了踩而踩？只能说，点踩的人，不是蠢就是坏
17043,UgzXKyxo6-PDTpHTHOJ4AaABAg.92oN4Rgb48S92pITRYc1of,0,3 years ago,"you are right, just make a instant noodle or order a takeaway chase play game, just make a meal, what kind of video, what kind of video, idle. → _ →",你说的对哦，泡个方便面或点个外卖追剧打游戏哈啤就行了，做什么饭拍什么视频哦，闲的。→_→
17056,UgwNTjCzzALSwmOO_sF4AaABAg,0,3 years ago,who is taking the video and do edit. it is damn good,谁正在拍摄视频并进行编辑。该死的好
17079,Ugzzp6gjWvHqEYVmoWx4AaABAg,0,3 years ago,incredible! i didn't know this channel and now i'm 2 hours ago watching several videos. it is hypnotic. hahahaha,极好的！我不知道这个频道，现在我两个小时前观看了几个视频。它是催眠的。哈哈哈哈
17080,UgxTYCChlABc-rsQ0XF4AaABAg,0,3 years ago,l like video because video very good,我喜欢视频，因为视频很好
17104,UgzZ0rmyErfa_oLN1_t4AaABAg,0,3 years ago,i actually watched the stir -fried video on youtube?,我居然翻墙在youtube上看炒菜视频？
17111,UgwSuv1ncXtExNMui0l4AaABAg.92nrwEmNnxg92pJCFqt3ob,0,3 years ago,there are also people in vietnam to make this kind of video,越南也有人做这种视频
17152,UgxNuJ4xdgUvUJMy-Ml4AaABAg,0,3 years ago,"obviously it is fake video, it is not real life of chinese farmer. it only shows the gains without pains.",显然是假录像带，不是中国农民的现实生活。它只显示出无痛苦的收益。
16927,UgwrDuMXb8EXAKI8czN4AaABAg,0,3 years ago,who is filming her in professional style. who has equipment to edit video. where is wifi internet? i think it is half truth,谁在专业风格拍摄她。谁有编辑视频的设备。 wifi互联网在哪里？我认为这是一半真相
16914,UgyTxb4ErvgQcNNfW8t4AaABAg,0,3 years ago,"lol i wanna know how she films and edits her videos,",大声笑我想知道她如何拍摄和编辑视频，
16907,UgxeJDJQWEY2mTrJSqR4AaABAg,0,3 years ago,duo xie made this video.,多榭制作此影片.
16752,Ugyvxbt-trccShpJTr94AaABAg,0,3 years ago (edited),"she is my dream wife just plain and simple woman no drama just only about family. i feel so at peace watching these videos
my god i wish i lived their","她是我梦dream以求的妻子，只是简单而简单的女人，没有关于家庭的戏剧。我感到和平观看这些视频
我的上帝，我希望我活着"
16578,UgwfSEk8KWJ1Rg2KNBV4AaABAg,0,3 years ago,i cant stand the smell of luosifen but this video still enjoyable for me,我无法忍受luosifen的气味，但是这个视频仍然很有趣
16616,UgwG6EGI9KhD1FkfuKZ4AaABAg.92t3bTvXZ7H933ZbPe_YTb,0,3 years ago,"this too perfectly edited and focus, 100% he has team or company to produce this video.",这太完美地编辑和专注了，他有100％拥有团队或公司来制作此视频。
16644,Ugy4_LCOoZITbxJDb-l4AaABAg,0,3 years ago,"fake views, fake comments, even fake video content, how fake is ur life",假景色，假评论，甚至是假视频内容，您的生活如何假
16663,UgxPW_WUK0AlHuf8sq54AaABAg.92skuhESkYR92vUoG1HRcI,0,3 years ago,why?chinese never like others chinese video?,为什么？中国从不喜欢其他中文视频？
16717,UgxTWRC_Yhfjh3unYkN4AaABAg,0,3 years ago,https://youtu.be/ib7sbnizttw follow me m baby painter i made relax + painting videos,https://youtu.be/ib7sbnizttw跟随我m婴儿画家我放松 +绘画视频
