,cid,votes,time,含thank,含thank中文翻译
8598,UgyT54eRMqai4lKkbv94AaABAg,0,2 years ago,"john 3:16 ~ for god so loved the world that he gave his only begotten son, that whoever believes in him should not perish but have everlasting life. god is loving and literally true love; god loves us and wants us not to perish but have everlasting (eternal) life! you don't have to go to hell it was created only for the devil and the fallen angels, but when you don't choose god you automatically (even if you don't realize or mean it) choose the opposite, which is the devi and eternal death, that's just how it is, and the devil and his minions fates are sealed which is why he wants to bring as many people down with him before he enters his eternal punishment/torture in the lake of fire and brimstone (with his minions/followers). but there's hope for us(the way to god)! and that way and hope is jesus! | john 14:6 jesus said to him, “i am the way, the truth, and the life. no one comes to the father except through me. | heaven is open for all through, and only through jesus christ! jesus is the doorway to the father (who house is heaven !) god gave us instructions in how to accept him which is accepting jesus, so again you do not want to miss out on this free gift from god then accept jesus in your heart today! we are not promised tomorrow! 

q: what must i do to be saved?

a: if you’re asking this question, you’re not far from salvation. getting saved is a blessed gift from god!

first of all, it is important to realize that there is only one way to god, and that is through jesus christ, the lord and savior of the world (john 14:6). the word of god says if you believe with your heart that god raised jesus from the dead, and confess jesus as your lord, you will be saved (romans 10:9-10).

( romans 3:23-24 )
for all have sinned and fall short of the glory of god, and all are justified freely by his grace through the redemption that came by christ jesus. 

there is a heaven to gain, and a hell to shun!

salvation is a free gift that god offers us because of his unconditional love through the sacrifice jesus made in our behalf: “but god showed his great love for us by sending christ to die for us while we were still sinners” (romans 5:8).

that should remove any doubts about you being worthy to be saved. salvation is not something we deserve, nor is it something we can earn. it is a gift that was purchased and paid for by the blood of jesus. through the cross, god laid the punishment for our sin on jesus so that we might have right-standing with god through faith in him (2 corinthians 5:21).

jesus was our substitute. he took the pain, penalty and punishment for our sin so that god could freely offer us salvation from our sin (isaiah 53:3-5). “for god so loved the world that he gave his only begotten son, that whoever believes in him should not perish but have everlasting life” (john 3:16). 

that if you confess with your mouth the lord jesus and believe in your heart that god has raised him from the dead, you will be saved (romans 10:9)

god does not hold the wrong things you’ve done in the past against you when you recieve salvation. you only need jesus to be saved and set free! right now, you can make a decision to receive jesus into your life by following these steps:

1. believe that jesus is the son of god and that he was raised from the dead.

2. accept jesus as your savior and proclaim him lord of your life.

if you desire to do this right now, pray the following prayer out loud and mean it with all of your heart and live out your new life in christ:

“heavenly father, i come to you in the name of jesus. your word says, 'everyone who calls on the name of the lord will be saved' (acts 2:21). i am calling on you.

“i pray and ask jesus to come into my heart and be lord over my life according to romans 10:9-10: ‘if you confess with your mouth that jesus is lord and believe in your heart that god raised him from the dead, you will be saved. for it is by believing in your heart that you are made right with god, and it is by confessing with your mouth that you are saved.' 'i do that now. i confess that jesus is lord, and i believe in my heart that god raised him from the dead.

i give you full control of my life. let only your will be done in my life, thank you for saving me. i receive the holy spirit, come live in me, seal me, in the name of jesus! 

“i am now reborn! i am a christian—a child of almighty god! jesus is the lord and savior of my life, i am saved, amen!”
.
you need to grow in relationship with jesus! don't just pray a prayer and live as you used to, get baptised, read the bible starting in john, and follow jesus not the world! heaven and earth will pass away but the word will never pass, follow jesus through it all! he is coming very soon so live like he will come tomorrow, because he might!","约翰福音3:16〜因为上帝如此爱世界，以至于他赐给了他独生子的儿子，以至于相信他的人不应该灭亡，而应该永生。上帝是爱，字面上的真爱。上帝爱我们，希望我们不要灭亡，而是拥有永恒的（永恒）生命！您不必去地狱，它仅是为魔鬼和堕落的天使创建的，但是当您不选择上帝时，您会自动（即使您没有意识到或刻薄）选择相反的事物，这就是Devi和永恒的死亡，就是这样，魔鬼和他的奴才命运被封印了，这就是为什么他想在他进入火湖和硫磺湖之前将他带到他永恒的惩罚/酷刑之前（与他一起他的奴才/追随者）。但是我们有希望（通往上帝的道路）！那样，希望就是耶稣！ |约翰福音14：6耶稣对他说：“我就是道路，真理和生活。除了通过我，没有人来找父亲。 |天堂可以通过耶稣基督开放，只能通过耶稣基督开放！耶稣是父亲的门口（上帝是天堂！）上帝给了我们关于如何接受他接受耶稣的指示，所以您再次不想错过上帝的免费礼物，然后今天接受耶稣呢明天我们不承诺！

问：我该怎么做才能保存？

答：如果您要问这个问题，那么您距离得救不远。得救是上帝的祝福礼物！

首先，重要的是要意识到只有一种向上帝的方式，也就是通过耶稣基督，世界的主和救主（约翰福音14：6）。上帝的话说，如果你内心相信上帝从死里复活了耶稣，并承认耶稣为你的主，你就会得救（罗马书10：9-10）。

（罗马书3：23-24）
因为所有人都犯了罪，而没有上帝的荣耀，并且通过基督耶稣所产生的救赎，他的恩典自由地证明了这一点。

有一个天堂可以获得避开的地狱！

救恩是上帝给我们提供的免费礼物，因为他通过代表我们做出的牺牲的牺牲而献出了无条件的爱：“但是上帝在我们仍然是罪人的同时为我们而死，向我们展示了他对我们的伟大爱”（罗马书5：8 ）。

这应该消除对您值得保存的任何疑问。救赎不是我们应得的，也不是我们可以赚取的东西。这是由耶稣的宝血购买和支付的礼物。在十字架上，上帝对我们对耶稣的罪进行了惩罚，以便我们可以通过对上帝的信仰与上帝直立（哥林多前书5:21）。

耶稣是我们的替代品。他为我们的罪恶接受了痛苦，处罚和惩罚，以便上帝可以自由地从我们的罪恶中拯救我们（以赛亚书53：3-5）。 “因为上帝如此爱世界，以至于他赐给了他独生子，以至于谁相信他的人不应该灭亡，而应该永生”（约翰福音3:16）。

如果您用嘴巴承认主耶稣，并相信您的内心将上帝从死里复活，您将被拯救（罗马书10：9）

当您获得救赎时，上帝并没有将您过去所做的错误。您只需要拯救耶稣并自由！现在，您可以通过遵循以下步骤来决定接受耶稣的生活：

1.相信耶稣是上帝的儿子，他是从死里复活的。

2.接受耶稣为您的救主，并宣告他的生命之主。

如果您想现在就这样做，请大声祈祷以下祈祷，并全心全意地祈祷，并在基督里过着新的生活：

“天父，我以耶稣的名来找你。您的话说：“每个呼唤主名的人都将被拯救”（使徒行传2:21）。我在呼唤你。

“我祈祷并要求耶稣进入我的内心，按照罗马书10：9-10成为我的一生：'如果您用嘴巴承认耶稣是主，并相信上帝将上帝从死里复活，您将被保存。因为它是通过相信自己的心，就是与上帝合作，而是通过嘴巴坦言被保存了。 '我现在这样做。我承认耶稣是主，我相信我的心，上帝将他从死里复活。

我给你完全控制我的生活。让我一生中只能完成您的工作，谢谢您救了我。我收到圣灵，以耶稣的名义生活在我里面，密封我！

“我现在是重生！我是基督徒 - 全能神的孩子！耶稣是我生命的主和救主，我被拯救了，阿们！”
。
您需要与耶稣建立关系！不要只是祈祷并像以前那样祈祷并生活，受洗，从约翰开始阅读圣经，并跟随耶稣而不是世界！天地会过去，但这个词永远不会过去，跟随耶稣通过这一切！他很快就来了，所以他的生活就像明天会来的那样，因为他可能会！"
19121,UgzDl9CegwH_3fMIAcV4AaABAg,0,3 years ago,wow!! thank you so much for sharing that pop-corn experience!!!,哇！！非常感谢您分享那种流行乐的经历！！！
19171,UgyIS0_3zoMp8hE0opt4AaABAg,0,3 years ago,man i am glad she didn't started cooking the puppies. thank god,伙计，我很高兴她没有开始煮幼犬。感谢上帝
35761,Ugzbr4kHHxYSu96wx6F4AaABAg,0,4 years ago,"thank you very much for your video. hello, from russia",非常感谢你的视频。你好，来自俄罗斯
29526,UgxBbZekku3jx0dFKjJ4AaABAg.8xgbuz6Vgiz8xiYQgTgiEx,0,3 years ago,@user-nm6ic4fq7l understand. thanks for answering. but it's too short,@user-nm6ic4fq7l 了解。感谢回答。不过也太短了
29578,Ugwhna7rZiY2BTKQuux4AaABAg,0,3 years ago,thank you for sharing this awesome lifestyle โฅ๏ธ,感谢您分享这种很棒的生活方式♥️
29609,UgxJl3FOJDDr0-sCFcV4AaABAg,0,3 years ago,"i followed u a year. it's a real. a heaven ,i love the nature.the music is so unique,surrounding are so green. i miss my place, i miss philippines. thanks to ur video.",我跟随你一年。这是真实的。天堂，我爱大自然。音乐是如此独特，周围是如此绿色。我想念我的地方，我想念菲​​律宾。感谢您的视频。
29674,Ugwhsn4RrA3F9CwSJTJ4AaABAg,0,3 years ago,i love these videos ... thank you,我喜欢这些视频...谢谢
29692,UgzRIkAwuEWC8aDMNPt4AaABAg.8x_IBQ9yr6f8xbHF7Wfjwx,0,3 years ago,@seall83 thank you - what does it taste like i am curious,@seall83谢谢你 - 它的味道我很好奇
29694,UgzRIkAwuEWC8aDMNPt4AaABAg.8x_IBQ9yr6f8xfGz30V7ZA,0,3 years ago,@seall83 thank you for the response but its not available in the tropics where i am from,@seall83感谢您的回复，但在我来自的热带地区无法使用。
29851,UgzwLAANTk5m3qE9Vcp4AaABAg.8xSycDswmB_8xbFfEkQ_Aq,0,3 years ago,thanks,谢谢
29861,UgzwLAANTk5m3qE9Vcp4AaABAg.8xSycDswmB_8xeI_UyLpNU,0,3 years ago,"ahmed yahya thank you,as a chinese,the egyptian i admire most is saladin(:",艾哈迈德·雅亚（Ahmed Yahya
29862,UgzwLAANTk5m3qE9Vcp4AaABAg.8xSycDswmB_8xeKDeDrva0,0,3 years ago,@user-ui5gq3hw2l thank you. l am egyptian. i live in egypt.,@user-ui5gq3hw2l谢谢。我的埃及人。我在埃及生活。
29873,UgzwLAANTk5m3qE9Vcp4AaABAg.8xSycDswmB_8xqfyaYOeWZ,0,3 years ago,@user-bp5vi4hx3p thank you.,@user-bp5vi4hx3p谢谢。
29875,UgzwLAANTk5m3qE9Vcp4AaABAg.8xSycDswmB_8xt-GD508Tq,0,3 years ago,thanks,谢谢
29876,UgzwLAANTk5m3qE9Vcp4AaABAg.8xSycDswmB_8xxiMJg9iEg,0,3 years ago,"thanks, our egypt friend",谢谢，我们的埃及朋友
29885,UgzwLAANTk5m3qE9Vcp4AaABAg.8xSycDswmB_8y7kp3XMX9J,0,3 years ago,"@abcb0210cag only one china thanks, taiwan is a part of china, welcome to the mainland to visit.",@abcb0210 cag只有一个中国，台湾是中国的一部分，欢迎来到大陆。
29902,UgzwLAANTk5m3qE9Vcp4AaABAg.8xSycDswmB_8yMS7nuU24B,0,3 years ago,thank you,谢谢
29904,UgzwLAANTk5m3qE9Vcp4AaABAg.8xSycDswmB_8yzipayfcgP,0,3 years ago,ahmed yahya thank you! intersection ~,Ahmed Yahya 谢谢！！~
29946,UgzV9cLkoN50U6MOmsV4AaABAg,0,3 years ago,"incredible video (: keep doing it. love from ecuador. question... what is the name of the fruit in 08:54 ? thanks
}","令人难以置信的视频（：继续做。厄瓜多尔的爱。问题... 08:54的水果的名字是什么？谢谢
}"
30000,Ugx7h0MT_ktfDODu7994AaABAg.8xOZEibVm7U8xTpJBOL1oV,0,3 years ago,@thisiskevin1000 thanks for the info. is there anything else?,@thisiskevin1000感谢您提供的信息。还有别的事吗？
30002,UgxLKNDjuwVh6g5Xfl54AaABAg.8xNg8b2gUp78xOxaBJoz9x,0,3 years ago,@luxy9428 thank you! very informative,@luxy9428谢谢！非常有益
30133,UgwuZpYWUJmsZqmhdLh4AaABAg.8xJbLxxntd79Omu0j2LjF4,0,1 year ago,"@avcbtumblr thanks jisoo, tzuyu here says thank you",@avcbtumblr谢谢jisoo，tzuyu在这里说谢谢
30171,UgzjqQ_y4w4q-y_yHel4AaABAg,0,3 years ago,the way you live is the way we all should be living. the world would be a better place for all mankind. thank you so much for all you do. love makes the world go around amen. your friend zigzag.,您的生活方式是我们所有人都应该生活的方式。对于全人类来说，世界将是一个更好的地方。非常感谢您所做的一切。爱使世界四处走动。您的朋友曲折。
30213,Ugw6T6S0F6gNq2BG6pV4AaABAg,0,3 years ago,awesome... thanks for providing us such beautiful content ๐,太棒了...感谢您为我们提供如此美丽的内容
30266,UgyWs975FvYAX8FxDrR4AaABAg,0,3 years ago,there is just something about these videos and the peaceful skill of this beautiful lady that speaks to my spirit. thank you ๐๐ผ,这些视频和这位美丽的女士的和平技巧只是对我的精神说话。谢谢
30427,UgwKEQDVT2SyUsdXhOB4AaABAg,0,3 years ago,thank you for your video it makes me happy calm and work more harder to make healthy wood for my family,谢谢您的视频，这使我感到高兴，并更加努力地为我的家人制作健康的木材
30623,UgzScntpDuQERMM5pKp4AaABAg,0,3 years ago,in the winter of artistic art. thank you for your ordinary and comfortable.,在手心成艺术的岁月冬天。多谢你的平凡自在。
30673,UgxCgJUQtagJPSVTOBJ4AaABAg.8wtH5vY3m-Q8wx73w2i5Kj,0,3 years ago,@vaishi6286 thanks๐,@vaishi6286感谢
30801,UgxeqIcbo9_LKZ-4-5V4AaABAg.8wkHiHftbbh8wqi0EN_6Z3,0,3 years ago,"wow, i hope i have the opportunity to go to sichuan, thank you",哇，希望有机会去四川，谢谢你
30829,UgwhA2P5prig6oMOXmJ4AaABAg.8wiRFFlXViy8widftwSV8Q,0,3 years ago,"jay jay oh my gosh,thank you๐",杰伊·杰伊（Jay Jay）哦，天哪，谢谢你
30966,Ugw3DbcmidI7VjxUmDB4AaABAg,0,3 years ago,hai guyz.. please subscribe my channel thank u..,hai Guyz ..请订阅我的频道谢谢你..
31116,UgyUHKtns_sLEyOODCd4AaABAg.8wWe0ln8hPP8waIMCPVXuL,0,3 years ago,@skydive1807 hello.. thank you.. but where exactly.,@skydive1807你好..谢谢..但是到底在哪里。
31209,UgxBPmGw0xIG1aIl6ZF4AaABAg.8wR1zKZ8whC8x3s9L3X0XQ,0,3 years ago,"@kawkchiang75 ah..no wonder...the chili pepper in every dishes. ...i love sishuan food, esp... the hotpot. thanks!",@kawkchiang75啊。 ...我喜欢西肖恩的食物，特别是...热锅。谢谢！
