,cid,votes,含cook,含cook中文翻译
18221,UgwR5QIQaHY_xV2hq1t4AaABAg,0,"enjoy watching this on a big tv. really like the country style simple cooking with fresh ingredients of morning dew bamboo shoots, wood ears, long string beans, ... nice!",喜欢在大型电视上观看。真的很像乡村风格的简单烹饪，新鲜的露水竹芽，木耳朵，长丁豆，...很好！
7545,UgxyCndtAjSqBe7kkNF4AaABAg,0,very nice home i like cooking,我喜欢做饭的好家
18241,UgzsHZsR0J2sPs3rcJV4AaABAg.92Z2Qf802hp92o_9SX0UEz,0,not really ramsey also does badass cooks now,现在不是Ramsey现在也做坏蛋厨师
7530,Ugx2uxh7XmS0UQy7MFx4AaABAg,0,very intaligent cooking,烹饪非常无聊
7493,UgzuwHVrLV52jK6XJZ14AaABAg,0,that's why she cooks in the forest and she saw foods for the ingredients,这就是为什么她在森林里做饭，看到食物的食物
18309,Ugw9xNBCZKBwyuo6EOh4AaABAg,0,"after watching the sister’s video
think of some clips when you were a kid
cook
also use the stone grind beans
the health you grow vegetables
sister is great
take care of yourself. bleak
20191214","看了姐妹的视频之后
想起小时候的一些片段
用材炒菜
还有用那石磨磨豆
自家种菜吃的健康
姐妹好棒
多照顾好自己。
20191214"
7416,UgzZZlPZfjSniEL_Q094AaABAg,0,it's pretty smart cooking again ๐ฅฐ,又是非常聪明的烹饪
18464,UgywU1_2vfu0jJ8ueT14AaABAg,0,"if that field snail is not cooked at high temperature, there are many parasites",那个田螺 不经过高温煮熟的话 寄生虫很多的
18479,UgywU1_2vfu0jJ8ueT14AaABAg.92U8LY-xtyx92WKVJKCNv3,0,"， 蛳 snail powder, field snails are only used to cook soup, and they will not eat it ~",두한 螺蛳粉，田螺只是用来煮汤的，不会吃～
18555,UgxScn8iSxTuE8w2jvR4AaABAg,0,"my dad used to live in the same rural area in sichuan china, and he told me many ways to cook like several staffs in this video, and i am able to make sour beans and sour bamboo root myself, learned from my dad. there are still many chinese ppl living in that way, instead of nice, peace, organic, deliciousness shown in this video, that's really hard working and way too difficult in real life.",我父亲曾经住在中国四川的同一个农村地区，他告诉我多种方式像这段视频中的几个员工一样做饭，我能够自己制作酸豆和酸竹根，从我父亲那里学到。这种视频中仍然有许多中国人的生活，而不是善良，和平，有机，美味，这在现实生活中确实很难工作，而且非常困难。
7397,Ugw9iBqPxAsNNEj-UX94AaABAg,0,"https://youtu.be/7qebtymromm
relaxing music when you watched on cooked !","https://youtu.be/7qebtymromm
当您看着煮熟时，放松音乐！"
18594,UgxV_6x8LOYL_slnoot4AaABAg.92Qs_yWJFx692n-04QKkVq,0,"yicheng lu's cooking dish is not ordinary, and the firepower is not a level.",Yicheng LU 她那个灶头烧出来的菜就不一般，火力也不是一个级别
17794,UgwCVPhiRrO5lcEsCPF4AaABAg,0,every dishes she cooked looks declicious.,她煮过的每道菜看起来都很洁净。
17763,Ugx9Q2tr8-wCzJJinfZ4AaABAg.92gw10MKfvC92uc_V3XFbA,0,"@homji4723 enjoy it while it lasts, as the country modernises there are less and less females that actually cook. plus this is a actor. notice how white/clear her skin is. she looks like she doesn't see the sun at all.",@homji4723在持续的过程中享受它，因为这个国家现代化的女性实际上越来越少。再加上这是一个演员。请注意，她的皮肤有多白/清除。她看起来根本看不到阳光。
18689,UgySH-KJUzmieL_m5c54AaABAg.92OSktSJ7um92RYD2YuSSd,0,"to be honest, northern chinese don't know how to cook.",老实说，北方中国人不知道该怎么做。
17328,UgxbsUBHiGMUxfl6u8R4AaABAg,0,"i'm from indonesia,me like your cooking.smart,beautiful& inspairing",我来自印度尼西亚，我喜欢你的烹饪。
16962,UgwSUYTPLzxZIXyOd6d4AaABAg,0,i don't even know what she's cooking but.... i wanna eat it :),我什至不知道她在做什么，但是....我想吃它:)
7938,Ugx4pH8RJzLNFMH4kQ54AaABAg,0,"while i watching all her videos,i always seem to be hungry...haha!!! i love her cooking method",当我观看她所有的视频时，我似乎总是饿了...哈哈！我喜欢她的烹饪方法
16997,UgyWuDY5MnLIMa1QLO54AaABAg,0,"i would never cook these things yet it's i m watching ,it's beautiful!!",我永远不会做这些东西，但我看着，它很漂亮！
7909,Ugw2OMB8mWtm60pNFKF4AaABAg,0,wow..location... cooking . like in doraemon...sounds๐๐๐๐๐๐โญโญ๐‘๐‘๐‘๐๐๐๐๐,哇..解放...烹饪。就像在doraemon中...
17061,Ugzgp4qv8RRuCrZC3I94AaABAg,0,have any of your fans have been invited to cook with you!,有没有邀请您的任何粉丝和您一起做饭！
17095,UgwSuv1ncXtExNMui0l4AaABAg,0,why are foreigners watching it? do foreigners like this kind of cooking style?,怎么都是外国人在看啊？外国人喜欢这种做饭风格吗？
17099,UgwmcYwn5LmleN-BmWV4AaABAg,0,last week my friend cooked “luosifen螺蛳粉” in her apartment. and her italian roommate thought she's cooking shit.......it's delicious.the only defect is that it smells like shit,上周，我的朋友在她的公寓里煮了“ Luosifen螺蛳粉”。她的意大利室友认为她在做饭。..
17109,Ugz-E_ilbLeJcTGxGDd4AaABAg,0,"i'd totally go to her village, have her cook for me, then have 10 babies with her",我会完全去她的村庄，让她为我做饭，然后和她有10个婴儿
17197,UgxXXXbHaQfFlDGrcWF4AaABAg,0,i want to eat that cooked foods....,我想吃煮熟的食物。
7908,UgzwMdb_bGUWyLfukhB4AaABAg,0,amazing her cooking .... with fruts and vegetables,她的烹饪很棒。
7782,UgxVc_iZpXIzyoTiQ2R4AaABAg.9CQ4frg_oz-9CSt9dHoqTJ,0,she is a good cook. not cooker ๐,她是一个好厨师。不是炊具
17270,UgwslrtLnkSo5SdHhHV4AaABAg,0,it is important to find like this woman who likes to cook.,找到喜欢做饭的女人很重要。
17302,UgzjhXzNr1uk57_XA0R4AaABAg,0,robung when cooked chili fire sodap laie sodap,Robung煮熟的辣椒消防sodap laie sodap
17376,UgxE4Xyv2x7GF9orXHZ4AaABAg,0,"nice video. dear friends, if you want to remove the commercial kitchen cooking smoke, pls contact with me , email : sales01@ruixili.com",不错的视频。亲爱的朋友，如果您想删除商业厨房烹饪烟，请与我联系，电子邮件：sales01@ruixili.com
7701,Ugzk2TwDQ69AK_NopuR4AaABAg,0,"like watching chinese people cook

causing the food to become more valuable","喜欢看中国人做饭

使食物变得更有价值"
17379,UgwL_hEmG3NJFSRN-rR4AaABAg,0,"i am also a child who grew up in the countryside. looking at ziyi's skilled cooking and life skills, i really lamented that i have only seen it on my grandmother. my mother has no technology, so whether it is made from professional groups or not, it is made by professional groups. nothing can deny that she should have lived like this since she was a child and slowly accumulated. her happiness can always be felt from her grandmother and her laughter.",我也是农村长大的孩子，看着子柒熟练的做饭和生活技巧，真心感叹，这我只有在我外婆身上看到过，我的妈妈都没这技术，所以无论是不是专业团体制作的，都不能否认她应该从小就是这么生活，慢慢积累起来的，她的幸福感从外婆和她的笑声总就能感受到，这真的装不出来
17381,UgyyuyE0_LiVQbCJnCF4AaABAg,0,are you into a 90 day fiancé type situation or is your husband the cameraman? you are awesome and if you have a husband he is lucky. i love your cooking speed and aggression.,您是否陷入了90天的未婚夫型情况，还是您的丈夫是摄影师？你很棒，如果你有丈夫，他很幸运。我喜欢你的烹饪速度和侵略性。
17404,Ugw_DK9c6q6oE8-GTrF4AaABAg,0,"how much spent to eat like this every day, and the stomach is hungry. if you can, please help me cook. eat every day in the restaurant and want to vomit.",要花多少钱才能每天 吃得像这样，肚子都饿了，如果可以的话，请帮我做饭，每天在餐馆吃都吃的想吐了
17474,UgzgxlneSPaQ6qpNGdB4AaABAg,0,"i just love everything i see on her video, from garden to cooking its all amazing! keep it up!",我只是喜欢我在她的视频中看到的一切，从花园到烹饪都很棒！继续努力吧！
17504,UgyBMc2zcV1VhSjtbJV4AaABAg,0,"wow. i have no idea what most of this stuff is, but it looks delicious . . . including the cook. the music, the flora and fauna, the sensual sounds, all give a sense of peace and tranquility. except now i'm hungry!",哇。我不知道这些东西是什么，但是看起来很美味。 。 。包括厨师。音乐，动植物，感性的声音都给人一种和平与安宁的感觉。除了现在我饿了！
17508,Ugzg7IpvRvZvocqkJzR4AaABAg,0,"once with this beauty and his experience in cooking and cooking, and god loved her, is it a forbidden man without a man",有一次美丽和他在烹饪和烹饪方面的经历，上帝爱她，是一个没有男人的被禁止的人
17530,Ugwo9Nzu7LuYcxkyl3h4AaABAg,0,"the pot of cooking vegetables is getting bigger and bigger, and grandma is getting bigger and bigger, but i find it from nan huaijin's ""the analects of confucius"" to the soul-this is the other half of the traditional and gentleman's virtue",煮菜的锅越来越大，奶奶越来越大，唯从南怀瑾《论语别裁》中寻到直入心灵-这是另外一半传统与君子美德
17532,Ugxa7e63kVZ7evqzVM14AaABAg,0,sara din cooking mei hi nikal gya .... but i lvd her devotion toward it ....,萨拉·迪（Sara Din）做梅·尼卡尔·吉亚（Nikal Gya）。
17560,Ugy6_vIHnOI0jsKcogt4AaABAg,0,"this is really a person who can really cook and really live in the countryside
i can choose the hills that are impossible to appear with those who pretend to be rural people.
i prefer this simple one than those who fake","这才是真的会做菜 也是真的在乡村生活的人 
跟那些装逼的 装成自己是乡村人 结果食材都挑选山里不可能出现而且极度昂贵的好上不知道千百倍
比起那些造假的更喜欢这种朴实的"
17570,UgxvS-HG5WLl5afXDBR4AaABAg,0,"the environment for cooking is almost the same as when i was a kid, but at that time, it was short of food and water, so it was dirty. this picture is still like an illusion that even rural people who really live in china now ...",做饭的环境跟我小时候几乎一样，只是那时候既缺食物也缺水，所以很脏。这个画面对于即使是现在真正生活在中国的农村人依然像个幻觉…
7739,UgxZmxho0HN9-Z8gtt54AaABAg,0,complicated so cooking too,复杂，所以做饭也很复杂
17724,UgziGthfCKNE6GvJBsN4AaABAg,0,this daughter -in -law is about to cook diligent! intersection intersection,这媳妇勤快有会做菜！！！
7726,Ugypd2BJi56ZwkLV2JJ4AaABAg,0,"anjirr is beautiful, pinter cooks, well with parents.",Anjirr很漂亮，Pinter厨师厨师，与父母在一起。
18681,UgxF7haUpkugZcWTwcV4AaABAg,0,"she is that everything that cooks, only for herself and grandmother ??? it is not clear who lives with them in such a good house, with such an exquisite menu for every day, i wonder even? :-)",她就是做饭的一切，只为自己和祖母？？？我想知道，谁在这么好的房子里和他们住在一起，每天都有如此精美的菜单，我想知道吗？ :-)
18703,Ugya-aAMjvLvKEoLWOl4AaABAg,0,"from the first like watching this channel 
like the way he cooks 
tough woman","从第一个开始，就像看这个频道
就像他做饭的方式
坚强的女人"
20298,UgzY6ZvOMMCh8Zjmr4l4AaABAg,0,i would visit her)) i would try what she cooks) interesting and beautiful,我会拜访她））我会尝试她烹饪的东西）有趣而美丽
19856,Ugy2AkWmwuTt9NyBWsR4AaABAg,0,good to cook. cool,很好做饭。凉爽的
7180,UgwRwM_oNXzPP1_hwxd4AaABAg,0,cooking with rice is delicious.,用大米烹饪很美味。
19550,UgxoQ-OmJ857Lew86Lt4AaABAg,0,"now this is call fresh cooking, farm to table food. nothing processed, like the american diet. i would love to eat like this everyday. if only i know how to cook like her.",现在，这就是新鲜的烹饪，农场到餐桌食品。没有什么像美国饮食那样处理的。我很想每天都这样吃。如果我知道如何像她一样做饭。
19583,UgySFiLAK7ifocZekB14AaABAg,0,is there a way to cook the food less oil?,有没有办法煮少油？
19589,UgySFiLAK7ifocZekB14AaABAg.91mQ_SGWl3F91qHnHlmVUm,0,"definitely. braising in water (with maybe a tiny bit of oil) will have the same effect of cooking a food item. 

however, many flavor compounds (like those found in spices and herbs) are only fat soluble. which means lessening the amount of oil would also take away from the flavor. of course, you could increase the amounts of these flavorings as well as add more enhancers like salt or sugar to compensate.","确实。在水中炖（也许有一小部分油）将具有烹饪食品的相同作用。

但是，许多风味化合物（例如在香料和草药中发现的）只是脂溶性的。这意味着减少油量也将从味道中消失。当然，您可以增加这些调味料的量，并添加更多的增强剂，例如盐或糖来补偿。"
