,cid,votes,time,含hope,含hope中文翻译
14364,UgxwKhLTrxOPstD_wQR4AaABAg,0,3 years ago (edited),"i discovered your videos two days ago-i have been doing a marathon. i celebrated chinese new year today and went to find some authentic chinese food that was nothing like your meals. i went outside and tried to fix my failing garden. you gave me hope i can try again and make it happen. all of it. i’ve made big furniture pieces myself w wood and twine, and i have some farm experience...but you tied it all together. i tip my hat to you sister. i have my own youtube show i just started about my fashion line and i am so re-inspired. i can watch you for hours. from so. california i want to say thank you being bold, in charge and making the simple life contemporary and very well desired.",我两天前发现了您的视频 - 我一直在参加马拉松比赛。我今天庆祝农历新年，去寻找一些正宗的中国菜，这些菜与您的饭菜不一样。我出去试图修复失败的花园。您给我希望我可以再次尝试并实现它。所有的。我自己制作了大家具，木材和麻线，我有一些农场经验……但是你把它们都绑在一起了。我给你的妹妹给我帽子。我有自己的YouTube节目，我刚刚开始关于我的时尚系列，我是如此重新启发。我可以看你几个小时。来自这样。加利福尼亚，我想说的是，感谢您大胆，负责人，并使简单的生活当代和非常渴望。
13439,UgxqmrgdM5mesp7b43B4AaABAg,0,3 years ago,"girl .. i'm very beautiful 
hope you and her are healthy","女孩..我很漂亮
希望您和她健康"
14350,Ugyza3koYxQ2q7djaUl4AaABAg,0,3 years ago,"i hope if she ever have grandkids they will do the same for her. this is the first time i have watched her video, and i dont know it's life changing",我希望如果她有孙子孙女，他们会为她做同样的事情。这是我第一次看她的视频，我不知道这是改变生活的
14270,Ugx9scXIVeGR00l-hFN4AaABAg.94KdLZ7CMpN95XgS7Psw-R,0,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
14210,UgybDy-Ws1p9G9TTpAx4AaABAg,0,3 years ago,observe your behavior and your behavior. i hope i have a subscriber like you on the channel),观察您和您的行为很愉快。 希望我的频道上有像您这样的订阅者）
14182,UgzwaqV6_W6bALH097V4AaABAg,0,3 years ago,"the food you cooked is delicious, but i really hope that wuhan people can spend this popular https://www.ntdtv.com/b5/2020/01/29/a 102763883.html?fbclid=iwar1bvrpducvsdzeiuq4jcghghgisgzauqz -84bagnpox24qpgod7g",您煮的食物很好吃，但我真的希望武汉人能度过这场大流行 https://www.ntdtv.com/b5/2020/01/29/a102763883.html?fbclid=IwAR1BvRpDUcvSDzEiUq4JCCgHHGY3xERKISGZAuqz-84bagnpox24qPGod7g
14172,UgxhOUXbZAJ0PtM19IF4AaABAg.94REYyKeZb095XgO7kQJ_D,0,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
14078,UgwMMchXSHiNr6Dp4714AaABAg.94X-OXeU5p89657ydT8mMa,0,3 years ago,"i dont understand how racism is still even a thing. maybe i'm not as stupid as i thought i was. cause it takes a special kind of stupid to be racist. i was just wondering if anyone else found her to be stunningly beautiful. her sense of humor, family values, and work ethic make her a shining star amongst the darkest nights. i hope that if she ever marries her heart and soul never get harm.",我不明白种族主义仍然是一件事情。也许我不像我想象的那么愚蠢。因为成为种族主义者需要一种特殊的愚蠢。我只是想知道是否有人发现她很漂亮。她的幽默感，家庭价值观和职业道德的感觉使她成为最黑暗的夜晚中的光辉之星。我希望，如果她嫁给自己的心灵，永远不会受到伤害。
14067,UgwMMchXSHiNr6Dp4714AaABAg.94X-OXeU5p895XgLZnm8Ov,0,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
13190,UgwduxD1MrN6NKSM27Z4AaABAg,0,3 years ago,"i am vietnamese who do not know chinese but admire her. she is so beautiful and good.
hope you can translate these lines and respond to home","我是越南人，他不认识中国人，但钦佩她。她是如此美丽和好。
希望您可以翻译这些台词并回应家庭"
12590,UgwX8SUxQPcJZsD1j2t4AaABAg,0,3 years ago,i hope that these traditions are handed down to life,我希望这些传统被传给了生活
13184,UgzOpEhj1IUqoEbggNF4AaABAg,0,3 years ago,"ống kính tây bắc subscribers
guys, i hope that you can see my comment. i'm here to tell you something about her childhood and now. as far as i'm concerned, her mother passed away when she was little. soon after, her father married another woman. her stepmother was mean, she was like every stepmother you've read about in the fairy tales. ziqi was forced to do all the housework, she didn't even get to go to school usually. her grandparents were very supportive to her and protected her, they are the most important people to her. her father passed away then, and idk what happened to her stepmother after that. she then quit school and came to the cities to work as much as she could to help her grandparents. she has been a waitress, a dj and all the other stuffs. but then, her granddad passed away, and her grandmother as you all see in the videos was sick. so she quit everything and came back to her hometown to take care of her grandmother although she knew that the finance would be a burden. she then figured out how to make a video. she made the video how to dye cloth by grapes' skin and people love it. she did all the work by herself and try again countless times. one video that is making chinese noodles, everytime she has set the camera angle, the dough got dry and she cannot use it anymore. so she had to make the dough by scratch again and again to record. the dough that was dry, she then baked them into bread for her and her mother to eat. she then said that she was scared just looking at the bread for a while. when she had some money earned from the videos, she hired some camera men, just 2 or 3, to support her. but the fame and popularity have led to her lack of privacy. papparazi, fly cams are all over her house, she feels really sorry and somehow guilty to her grandmother because of that. she suggested moving to another house but her grandmother told that she had lived in the house for her entire life, so she wouldn't want to move. some people may say that the videos are fake, that she didn't actually do what was shown in the videos, she just shows her hardworking hands. she really has had an unfortunate childhood, so she deserves what she has today. please, if you find my comment interesting, leave a like. this is based on my own knowledge so if i'm wrong, let me know. you can support her by clicking the ads or watching it till the end. thank you ❤","ốngkínhtâybắc订户
伙计们，希望您能看到我的评论。我在这里告诉您有关她的童年和现在的信息。就我而言，她的母亲小时候去世了。不久之后，她的父亲嫁给了另一个女人。她的继母是卑鄙的，她就像您在童话故事中读过的每个继母一样。 Ziqi被迫进行所有家务劳动，她通常甚至都没有上学。她的祖父母对她非常支持并保护她，他们是她最重要的人。她父亲那时去世了，在那之后她的继母发生了什么事。然后，她退出学校，来到城市尽可能多地工作以帮助她的祖父母。她一直是女服务员，DJ和所有其他东西。但是随后，她的爷爷去世了，当你在视频中看到的那样，她的祖母病了。因此，她辞去一切，然后回到家乡照顾祖母，尽管她知道财务将是一个负担。然后，她想出了如何制作视频。她制作了视频如何用葡萄的皮肤染色布，人们喜欢它。她自己做所有的工作，然后无数次重试。一个正在制作中国面条的视频，每次设置相机角度时，面团都会干燥，她再也无法使用它了。因此，她不得不一次又一次地划痕才能记录下来。干燥的面团，然后将它们烤成面包供她和她的母亲吃。然后，她说她只是害怕看面包一段时间。当她从视频中赚钱时，她雇用了一些只有2或3个相机的人来支持她。但是，名望和受欢迎程度导致她缺乏隐私。帕帕拉西（Papparazi），苍蝇凸轮都在她的房子上，因此，她对祖母感到非常抱歉，并以某种方式感到内gui。她建议搬到另一所房子，但她的祖母告诉她一生都住在房子里，所以她不想搬家。有些人可能会说这些视频是假的，她实际上没有做视频中显示的事情，她只是展示了勤奋的手。她确实有一个不幸的童年，所以她应该得到今天的一切。请，如果您觉得我的评论很有趣，请留下类似。这是基于我自己的知识，所以如果我错了，请告诉我。您可以通过单击广告或观看直到最后来支持她。谢谢"
13039,Ugwl6sRonzHw35234nV4AaABAg.963I9wQO_pk9EugZXHUlZb,0,2 years ago,"https://youtu.be/mrg92zrwkeg


i hope you guys enjoy this video","https://youtu.be/mrg92zrwkeg


我希望你们喜欢这个视频"
13005,Ugyg8SczgvIr8SWaDxh4AaABAg,0,3 years ago,"another great yt video from liziqi that leaves me thinking, wanting to delve further into the subject matter and makes me want to go foraging and living off the land like she does!! would greatly appreciate if you can show my channel hakka moi some support as well 'm producing content that hopefully carry a certain appeal and would encourage thought processes of different cultures and traditions that exist.",Liziqi的另一个很棒的YT视频让我思考，想进一步深入研究主题，让我想像她一样觅食和生活在土地上！如果您可以向我的频道Hakka Moi展示一些支持，也将非常感谢。我正在制作希望具有一定吸引力的内容，并鼓励存在的不同文化和传统的思维过程。
12992,Ugxk-SDrRhg3uWNmeht4AaABAg,0,3 years ago,we miss you...i hope you're okay.,我们想念你...希望你还好。
12983,UgyrRS8rDhxTudk30ZV4AaABAg,0,3 years ago,"never heard of her untell to day i hope it's not a social propaganda technique to forget where the coronavirus came from. on that exception nature's very beautiful but with this epidemic we cant appreciate the attribute what really living has to offer . china need help with your disease control , point blank.",从来没有听说过她对一天的揭露，我希望这不是一种社会宣传技术，可以忘记冠状病毒的来源。在这种例外，大自然非常美丽，但是由于这种流行病，我们无法欣赏真正的生活所提供的属性。中国需要帮助您的疾病控制，指向空白。
12939,UgytWROnurt7fOcPZJp4AaABAg.968AXRHyf1Z96u8grHViZ3,0,3 years ago,"@aaaaaaaa5916 yes this is what they have been telling us all those years! we were all born to this lie. check my comment and links above, please watch the videos. i was like you most of my life. i hope you can see the truth.",@aaaaaaaa5916是的，这就是他们这些年来一直在告诉我们的！我们都出生于这个谎言。检查我的评论和上面的链接，请观看视频。我一生都像你。我希望你能看到真相。
12757,UgzNWddjvqrYFynJAEx4AaABAg.96MYiTdIvDF96pidCYEq1y,0,3 years ago,"i am so sorry to hear that ,what about the color ? i hope it hasnt turned grey",我很遗憾听到这个颜色呢？我希望它没有变成灰色
35365,Ugz1sIYY5K8sxHEOe7d4AaABAg.8yURijziNDU95XglQJLFWh,0,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
