,cid,votes,time,含amazing,含amazing中文翻译
10847,UgznC8bUdDVly7k8gYB4AaABAg,0,3 years ago,"you are amazing. i want to,learn how to do what you do but in my own country. i have one friend who is doing this in canada.",你很棒。我想，学习如何做自己的事，但在我自己的国家。我有一个在加拿大这样做的朋友。
10878,Ugx84PfdjncjTutB5wN4AaABAg,0,3 years ago,that soup looks amazing,汤看起来很棒
11071,UgxOMZ65xo8sMIXAQ-94AaABAg,0,3 years ago,you are so amazing,你真是太神奇了
11095,Ugz53wicr_vPJgM7XDV4AaABAg,0,3 years ago,amazing lady,神奇的女士
11100,UgzUQCIeie8HPcNI-114AaABAg,0,3 years ago,its an amazing video i like her grandma so much,这是一个了不起的视频，我非常喜欢她的祖母
11139,UgzhfmvXUO89kwJUEm54AaABAg,0,3 years ago,amazing..,惊人的..
11233,UgyL3DQaUFqbMcidElF4AaABAg,0,3 years ago,amazing,惊人的
11693,Ugz7HfEsuX-qhnRz1JV4AaABAg,0,3 years ago,i like it!! it seems that she can do everything!! amazing!!!,我喜欢！！看来她可以做一切！惊人的！！！
11265,Ugzfxs1Lq-FitikIqPZ4AaABAg,0,3 years ago,this woman is amazing! need to more.,这个女人很棒！需要更多。
11311,UgzH_5QjuJ6zsBUHqGZ4AaABAg,0,3 years ago,"wow, it's a real drama or a movie. it's so amazing that there's a person like that. it's really amazing",哇，有一个人是一部真正的戏剧或电影真是太神奇了。
11325,UgxzgcqW7sYpzRPbgch4AaABAg.97f9g7hAMLj97kAYeLJMkL,0,3 years ago,"@ragnarsilverthorne4465 i've eaten all those things before, escargot in butter/garlic sauce was amazing. you do realize i was making a joke right? well, hope someone laughed",@ragnarsilverthorne4465我以前吃过所有这些东西，黄油/大蒜酱中的escargot真是太神奇了。您确实意识到我在开玩笑吗？好吧，希望有人笑
11418,UgznVBiCF6lEzTLSbuh4AaABAg,0,3 years ago,amazing girl,惊人的女孩
11469,Ugx6tHyYE2iw--ywpqB4AaABAg,0,3 years ago,"u r amazing liziqi
but i jst wondered -wht u do with ur left over food??
as u r only two persons to eat,as in the videos..","u r很棒的liziqi
但是我想知道 - 当你对你的食物剩下吗？
就像你只吃两个人一样，就像视频中一样。"
11537,UgyoxEy16-rWeEVY_jV4AaABAg,0,3 years ago,she didnt have refrigerator to save the food keep fresh. how amazing,她没有冰箱来节省食物。多么惊人
13243,Ugw47_bOSgx63D6_glp4AaABAg,0,3 years ago,amazing,惊人的
13399,Ugw-LrU1M0GOOjMjGg54AaABAg,0,3 years ago,amazing video!!,令人惊叹的视频！！
15665,UgwTkBUx2eTKfgduEm54AaABAg,0,3 years ago,these are amazing!!,这些很棒！
14953,UgxFBHbTEaODD7ZBghN4AaABAg,0,3 years ago,amazing!,惊人的！
14388,UgwMYK2v1DG9CDRCMTp4AaABAg,0,3 years ago,"perfect beauty, harmony in everything, amazing !!!",完美的美丽，和谐，令人惊叹！！！
14534,UgyaFBNsUcTL5_ahN8B4AaABAg,0,3 years ago,an amazing individual...greetings from california,一个了不起的人...来自加利福尼亚的问候
14542,UgzcVZ16_nUq8At7xut4AaABAg,0,3 years ago,i want to visit her house n garden .....it's just amazing,我想去她的房子n花园.....真是太神奇了
14607,UgzaV1Y5fsX65JUXPyV4AaABAg,0,3 years ago,i am very amazing for camera,我对相机非常了不起
14727,Ugyx5aUIcfFsl6F7tAt4AaABAg,0,3 years ago,she’s pretty amazing,她很棒
14874,Ugxnw7bsq_PputRWGtB4AaABAg,0,3 years ago,she is so amazing and beautiful girl,她是如此的神奇和美丽的女孩
15234,UgzxULeR6BnXWVJNURt4AaABAg,0,3 years ago,she's amazing,她太赞了
14232,Ugyq9a1kCBZmDzNgLFV4AaABAg,0,3 years ago,"u work is amazing u r a talented girl
keep going on","你的工作真是太神奇了你一个才华横溢的女孩
继续进行下去"
15262,UgyK-IqlwoPvF3mksid4AaABAg,0,3 years ago,wow i'm the only mexican watching these amazing videos,哇，我是唯一看这些令人惊叹的视频的墨西哥人
15314,Ugyn1aIrXfsap6gBTr14AaABAg,0,3 years ago,you are amazing ☺,你很棒☺
15338,UgwBHDDIOldy1DqCGY14AaABAg,0,3 years ago,how do you happen to dislike such beautiful video?! amazingly inspirational and tasty,您如何不喜欢如此美丽的视频？令人惊讶的鼓舞人心和美味
15487,UgwXOaZVvr4IyKKdFd14AaABAg,0,3 years ago,we can know she doing everything real or not just look at her hand !!! she didn’t have beutiful hand like her face !! n i’m so respect her n proud with her life she so amazing n beutiful,我们可以知道她做的一切真实，而不仅仅是看着她的手！！！她没有像脸那样美丽的手！我非常尊重她的生活，她为她的生活感到骄傲，她真是太神奇了。
15608,Ugzkm0tVEq8X2RZGNKF4AaABAg,0,3 years ago (edited),"she's amazing! its obvious this show is done by professionals.i bet if the cameraman panned off of her we'd see idk a rural estate? she's a chef and those are big portions she's cooking,so she's not just cooking for her and granny. even if it is only a simple village i wanna go move there, live like that.",她太赞了！我敢打赌，如果摄影师摆脱了她，我们会看到IDK是农村庄园吗？她是厨师，那是她正在做饭的大部分，所以她不仅为她和奶奶做饭。即使只是一个简单的村庄，我也想去那样搬到那里。
15635,UgyfNDirihSbsA0Pp7R4AaABAg,0,3 years ago,what kind of girl she is a amazing girl,她是一个了不起的女孩
14335,UgweI4lENirYu5USYYJ4AaABAg.94G4Lji73LH94PoMlGW0EO,0,3 years ago,"she clearly has someone helping behind with the camera, but yeah everything else is amazing.",显然，她在相机后面有帮助，但是是的，其他一切都很棒。
14164,UgzFD0haB6LInid_uzF4AaABAg,0,3 years ago,such an amazing woman! so talented!!! ❤️,真是个了不起的女人！如此有才华！！！ ❤️
13411,Ugw5sTOfTaavgeaQORZ4AaABAg,0,3 years ago,you are so young to be to so mature and talented .. amazing,您还很年轻，以至于如此成熟和才华。
13805,UgxWyZQascH9AcHoKbR4AaABAg,0,3 years ago,"it's really amazing, it's the best youtube i've seen. i want to see you from a young age, but how are you doing that well? when did you see how to use the ingredients?",这真是太神奇了，这是我见过的最好的YouTube。我想从小就见到您，但是您怎么做得很好？什么时候看到如何使用成分？
13540,Ugy4a5o7pt8TqhYHU3d4AaABAg,0,3 years ago,woow amazing,哇惊人
13561,UgxVGrFV7rNm7zt3gcN4AaABAg,0,3 years ago,"this girl is amazing,no wonder she's got such a following.",这个女孩很棒，难怪她有如此追随者。
13574,Ugx3-Xmo2rp5xXpHVCh4AaABAg,0,3 years ago,i am in love with you.. though it might sound weird but i really wanna help you so much everytime i see you..haha you're amazing,我爱上了你..虽然听起来很奇怪，但是每次见到你时，我真的很想帮助你..哈哈你很棒
13711,UgzddyNQxL3jdHwn4fZ4AaABAg,0,3 years ago,who wants to go with me to give a visit this amazing girl?,谁想和我一起去拜访这个了不起的女孩？
13721,Ugw5xKsAVqJZVcXeGpx4AaABAg,0,3 years ago,she’s so amazing...,她真了不起...
13795,UgyYc-Qr7K8daILKm2d4AaABAg,0,3 years ago,your an amazing woman! woman are so powerful!,你是一个了不起的女人！女人是如此强大！
13833,UgxldieEhf7eRgELn054AaABAg,0,3 years ago (edited),i have never had snails but dang that looks so good... your gardens are amazing... i am enjoying watching your videos and so is my hubby.. thanks so much for the time..,我从来没有蜗牛，但是看起来很不错...您的花园很棒...我很喜欢看您的视频，所以我的丈夫也是如此。。。非常感谢。
14161,UgyYKlahoH8eq_s0dvd4AaABAg,0,3 years ago,thank u for ur hard work i feel guilty watching ur videos for a long time on some of my many accounts but now i'll make it up by subscribing 's not easy work what u do so u can count on me i have ur back i'll support this channel and i big gud luck to u and thanks again for the amazing contends,谢谢您的辛勤工作，我很长一段时间以我的一些帐户中的某些帐户感到内gui，但是现在我会通过订阅
13852,UgzVKvBCLeYippYVYPN4AaABAg,0,3 years ago,she's amazing grl,她很棒
13863,UgwtUIWGzgLnNmNQw7V4AaABAg,0,3 years ago,"i do not believe that ths is an impoverished unfortunate soul. ths woman is of noble means, which is why she able to find & harvest fresh original bamboo shoots ages old for their size & able too harvest fresh river shellfish . but i am not a hater. i appreciate & admire her fortune to be able to share with the global community her blessings and happenstance. it's a relief to those of us less fortunate fighters of presence & human being. i have subscribed to this channel. i am an african-american blk male taking pleasure in viewing this asian woman sharing her story to the world. i know she is much more than she appears...but she holds to her legacy of tradition & privilege by sharing her views to the world. a most beautiful & amazing view from her post. i pray she honors and give respect to the lives of the souls who sustain her privileges that we do not see on you tube!",我不相信Ths是一个贫穷的不幸灵魂。这位女人是高尚的手段，这就是为什么她能够找到并收获新鲜的原始竹芽，因为她们的尺寸是老化的，并且能够收获新鲜的河贝类。但是我不是仇恨者。我感谢并钦佩她的命运，能够与全球社区分享她的祝福和偶然性。这让我们中的那些人不幸的战斗机和人类感到欣慰。我已经订阅了这个频道。我是一名非裔美国人的男性男性，很高兴观看这位亚洲妇女向世界分享她的故事。我知道她比她看起来更重要……但是她通过向世界分享自己的观点来掌握自己的传统和特权。她的帖子中最美丽，最神奇的景色。我祈祷她的荣誉，并尊重灵魂的生活，这些灵魂维持她在你看来没有看到的特权！
13977,Ugx7AYBPQNeaimkUkPZ4AaABAg,0,3 years ago (edited),encourage us to..have a simple life ..she's amazing,鼓励我们去..她的生活很简单。
13986,Ugzz6KI8QYdAiVgpXL14AaABAg,0,3 years ago,wowwww she is so amazing,哇，她真是太神奇了
14000,UgwANfWrcc2gqel1FLd4AaABAg.94ba92Tel8V94hTiZ7Qrft,0,3 years ago,but the food amazing..but food look amazing and delicius: p,但是食物很棒。
14031,UgyKy1Talg7kMKyjzbx4AaABAg,0,3 years ago (edited),"such a beautiful women, inside and out, nature and hardwork has done here well. and healthy and i believe loving and truly being present, and appreciating what's around here, and peaceful, and an amazing cook, cooking with love",如此美丽的女人在内外，自然和努力在这里做得很好。健康，我相信爱心和真正的在场，并欣赏周围周围的事物，和平，以及一个了不起的厨师，用爱做饭
35308,UgxJguKg61E7sxb2GMx4AaABAg,0,3 years ago,beautiful and amazing as always <3,一如既往的美丽而令人惊奇<3
