,cid,votes,含like,含like中文翻译
16649,Ugy0yEC3UXfBqb1TjXJ4AaABAg,0,now i wanna be like her,现在我想像她
16698,UgwL7olMGPJTHMAkYId4AaABAg.98WDNW2-zKp99YDSnTFG7n,0,mel hawk i'm imagining hearing that in a grandma's irish gaelic accent or from like that witch from the movie brave lol,梅尔·霍克（Mel Hawk
16702,UgysmGQq_rTJoOVqqxZ4AaABAg,0,"my grandfather has lived like this for over 70 years. i am grateful that my parents have longed for the city and have not forgotten to educate me to cultivate life. before i came to germany, we went through such a spring festival every year, as well as chopping wood and playing fish, many of which are now impossible to experience. although there are program effects, every picture in the video is like a memory, even more beautiful in the memory.",我的祖父生活了70多年。我很感激我的父母渴望这座城市，并没有忘记教育我培养生活。在我来德国之前，我们每年都会参加这样的春节，并切碎木头和玩鱼，其中许多现在是不可能体验的。尽管存在程序效果，但视频中的每张图片都像记忆，甚至在内存中更加美丽。
16730,UgxKTlCAdOs4VwXmy414AaABAg.98ULgDRBjBw98a00mcnZFN,0,"santi sautu my boyfriend is actually wealthy, he hates when people mention that he has money, or mostly when people at school say, “oh you’re parents aren’t bad or mean to you because you’re rich” or “you have no problems because you have a lot of money.” most rich 
people are not like this and most of them don’t say stupid shit like this.","我的男朋友桑蒂·索图（Santi Sautu没问题，因为你有很多钱。”最富有
人们不是这样，他们中的大多数人都不会这样愚蠢。"
16157,UgxWhcHgsK8d-hV5fRp4AaABAg,0,not tryna be sad but i really liked your videos without the music but its your choice and i love your videos so much,不是Tryna感到难过，但是我真的很喜欢您的视频，而没有音乐，但它是您的选择，我非常喜欢您的视频
16153,Ugw4htwSwUb_Nia4vp94AaABAg,0,bruh those dogs looks like they havent eaten,那些狗看起来好像他们还没有吃过
16142,Ugwaf5HeuxMOTMGFaip4AaABAg,0,"it's great, i am a cambodian, i like to watch the video of li ziyi very much. the rural weather is natural and the scenery is beautiful. vegetable meat is not particularly healthy to the body with chemistry. born in a poor family, and a future mother bullied, but she was brave to face difficulties, so she was so successful, so rich, and very filial piety to the benefactor.",好棒棒，我是柬埔寨人，很喜欢看李子柒视频，农村天气自然，风景很美，蔬菜肉没有用化学对身体特别健康，证明不是只有生活在城市才算是牛逼，还有一个小姑娘出生在一个平穷的家庭，还有后妈妈欺负但是她勇敢面对困难，才有现在的李子那么成功，那么有钱，而且还很孝顺对恩人，
15937,UgypeJ3NP-ZQxytiRNN4AaABAg,0,"you are so desirable
you always seem to be correct to my stomach. i really want to have a woman like you, not a woman like you, i would rather be exactly","你是如此可取
你似乎总是对我的胃是正确的，我确实希望有一个像你这样的女人，而不是像你这样的女人，我宁愿你完全"
15810,UgytZ9mCDasChR2kIJp4AaABAg.99DUgaM0Tri99SaYzxiiio,0,@bhy4694 lol she shook the hand that didn't touch the heat. 'such an actress' does not mean that she is but that she acts like one.,@bhy4694大声笑，她握着没有触及热量的手。 “这样的女演员”并不意味着她是，而是她的举止。
15811,UgwgOcWN8agPdd7diAJ4AaABAg.99CwfMsceLH99NcCzngET_,0,"in china many people live like this in the village, just like my grandparents. they work very very hard and do all the things without help. the life is beautiful but it's tiring too.",在中国，许多人像我的祖父母一样在村庄里生活。他们非常努力地工作，并在没有帮助的情况下做所有事情。生活很美，但也很累。
15814,Ugyh8ONs4KVkEScWIGh4AaABAg,0,"lizqi is a modern princess with a touch of simplicity, very smart on what she do. she can whipped up of things like it is her life. i would love to be her neighbor her place and sorroundings are spectacular... nature as its finest!! who is with me and make our lizqi a disney modern chinese princess",利兹奇（Lizqi）是一位现代公主，对她的工作非常聪明，非常聪明。她可以像她的生活那样鞭打。我很想成为她的邻居，她的住所和梦round奇非常壮观……自然是最好的！谁和我在一起，让我们的利兹成为迪斯尼现代中国公主
15816,UgzOd7NubKpib0sYRaN4AaABAg,0,"is this a movie? i like the cinematography, the clean and crisp esthetics. so much fun to watch. she makes hard work inviting and pleasurable looking experience. i want to try all the treats.",这是电影吗？我喜欢摄影，干净清脆的美学。观看这么有趣。她在努力和愉悦的经历中努力工作。我想尝试所有零食。
15818,UgwUxPc1W4Zligfc59N4AaABAg,0,cute like kanna hashimoto,像Kanna Hashimoto一样可爱
15846,UgzYIPZGmmEr5TyLvSV4AaABAg,0,"oh i like video too ., where is this ? where are they from?",哦，我也喜欢视频。这在哪里？他们从哪里来？
15871,UgwvvxHNepndznanJUt4AaABAg,0,very nice ur life im watching ur fb program very very nice i like it,非常美好的生活，我正在看您的FB程序，非常好我喜欢它
15884,UgxaCbKBRVIYUCEcySp4AaABAg,0,"what was that popcorn machine??? xd no really, i've never seen anything like it before",那台爆米花的机器是什么？？？ XD不，真的，我从未见过类似的东西
15895,UgyT6e3xrfpsVI4-fQt4AaABAg,0,it's looks like tibet place which china has stolen cuz it looks exactly like what i use to hear from my grandmother and my dad,看起来像西藏的地方，中国被盗了，它看起来完全像我从祖母和爸爸那里听到的
15902,UgyFbXTwHBdXfoZXO_l4AaABAg,0,"everyone want to live like this, right?",每个人都想这样生活，对吗？
15906,Ugz6e_WCe1N0ltzhAWR4AaABAg,0,please show more about the cooking vessels looks so unique i want to build one like yours,请显示更多有关烹饪船的更多信息，我想建造像你一样的烹饪容器
15918,Ugw5tpBwUnY38ouX-EZ4AaABAg,0,probably i learned girls and women can do equal to men's work and sometimes they are good enough like this girl hats off to this girl,大概我学会了女孩和女人可以做的与男人的工作相等，有时她们足够好，就像这个女孩帽子那个女孩
15938,UgwqGd_3OGQUQji9sqV4AaABAg,0,i wish i can live like this,我希望我能这样生活
16128,UgyUvZam6ANFaNymuSh4AaABAg,0,i think she prepares all this variety of items and sell it. how many agree with this hit a like,我认为她准备了所有这些物品并出售。有多少人同意这个命中
15960,Ugy8Uw6Od4_Wr7nvFkR4AaABAg.9937OJigGY59A7D9mcq9aD,0,"the count is 3%, and it is normal. why can't anyone like it? (i like it)",计一计就是3%，满正常，为何不可以有人不喜欢？ （我是喜欢的）
15964,Ugy8Uw6Od4_Wr7nvFkR4AaABAg.9937OJigGY59AI3Bi2v95H,0,"it is very interesting that the people who like and step on are about 40 ~ 50: 1, which is very regular.",很有趣的是，点赞和踩的人大约是40~50：1，很有规律。
15967,UgypeJ3NP-ZQxytiRNN4AaABAg.9937LdsJDUY99OpQ5PKVsG,0,@bhy4694 so sorry i don't like english speakers to know my secret words,@bhy4694，对不起，我不喜欢说英语的人知道我的秘密单词
16002,Ugzk6jOuFzhlBU7JeFB4AaABAg,0,does anyone know the breed of the cute little dog with the shorter coat? he looks like a puppy but never seems to get bigger as her videos go on :p,有人知道带有较短外套的可爱小狗的品种吗？他看起来像一只小狗，但随着视频的进行似乎从来没有变大：P
16022,UgxQrgavCagJR5I0W8N4AaABAg,0,like if you weigh the puppies,就像你称重幼犬
16040,UgxprLiP-OlLhO8O6dt4AaABAg,0,"oh god, this is the structure, i love him, i feel myself, you will rest from following him, i want to live like him, so i will come and god",哦，天哪，这是结构，我爱他，我感觉到自己，你会从跟随他那里休息，我想像他一样生活，所以我会来和上帝
16064,UgzkPyRgZvhiEsrBHw54AaABAg.98xWFKjWP4y9A6QxS7kfn-,0,"if you look at the beginning, i think that there are many fixed cameras. it seems that he studied the camera after the number of registrants increased, and had a shooting staff or assistant. if it is intentional, i think that there is no intention at all because i am shooting.
however, if you look at her hand, you can see that she really lives like this.","如果您看开头，我认为有许多固定的摄像机。在注册人数增加后，他研究了相机，并有射击人员或助手。如果是故意的，我认为根本没有意图，因为我正在拍摄。
但是，如果您看着她的手，您会发现她真的这样生活。"
16066,UgyRrJGIc09pBJgG8v14AaABAg,0,holy shittttt this is almost a 1m likes... wow i’m so happy.,神圣的shitttt这几乎是100万的喜欢...哇，我很高兴。
16083,UgzNfwTRIUAWe2VBZ7x4AaABAg,0,it's like heaven. it has everything,就像天堂。它有一切
16088,UgzjrertVLuJMWHR_9p4AaABAg,0,why would anyone dislike this video??,为什么有人不喜欢这个视频？
16098,Ugx75sRpXZWizPNnbwB4AaABAg,0,i wish my life like you,我希望我的生活像你一样
16103,UgzIp_7stS-vRNTeiEN4AaABAg,0,i think to chinese food is dog and bat cat but now ilike the chinese food,我认为中国菜是狗和蝙蝠猫，但现在ilkike the中国菜
10708,Ugx7T3uePCfHckJfK0t4AaABAg,0,i am speechless!!! like good this girl !!!! day d today impossible to find a young woman as beautiful as the sun and so humble and laborious. he knows how to do a thousand things. and a treasure!,我无语！！！喜欢这个女孩！今天D今天无法找到一个像太阳和谦虚和费力的年轻女子。他知道如何做一千件事。和宝藏！
10685,UgxVhVwgpfdkaIBUXmB4AaABAg,0,"i dont like living in countryside cause its so durty and hard and borinn...
this girl : you finished?","我不喜欢住在乡村，这使它如此腐烂，坚硬和鲍林（Borinn）...
这个女孩：你完成了吗？"
33350,UgyES_Fg6CLeHE9TsUR4AaABAg,0,i want to live like her,我想像她一样生活
3891,Ugz1q7XeMdu78XfeDg14AaABAg,0,"our country and party faction have always been not optimistic, nor do they need anyone. because this country has never belonged to those who see, they are only people who work hard to build. it doesn't matter if you don't look at it. it doesn't matter if you don't look at it. i just do my business down and complete the five -year plan. the five -year plan is like a relay stick. it took over and passed it over. everyone worked hard to pass it until today, a powerful china is still growing.
as for why it is not optimistic, the reason is actually very simple, because there are always some people who always want to be the kneeling people in other countries and the nobles of their own country. these people have no backbone. they are born to kneel and lick their dogs. unfortunately, they died early in the morning, and it became difficult. this incident has become more difficult since chairman mao said on september 21, 1949 that ""the chinese people have stood up"". but today there are still some people who have no shame on their knees. they are confused and angry about the chinese people standing around them, so they roar at the chinese people standing up. master yang stands up! you still don't come back and kneel! you can't do it! you can't stand up! ""when they found that the chinese people stood indifferently about it, they said it's not okay, or that, it's not optimistic or optimistic. they forgot that slaves were slaves. the natural knees could not become nobles. they forgot that the slave's face is used to fight. whoever is optimistic or not, it doesn't matter. don't delay us. it can be tolerated or not.","我们这个国家、这个党派，从来就有人不看好，也不需要谁都看好。因为这个国家从来不属于那些看的人，只属于踏踏实实去努力建设的人。你看不看好没关系，你看不看也没关系，我只踏踏实实的去做我的事，完成一个一个的五年计划。五年计划就像一个接力棒，接过来传下去，大家努力的传递着，一直到了今天，一个强大的中国还在成长着。
至于为什么不看好，其实原因很简单，因为总 有那么一些人，老想着当别的国家的跪族、自己国家的贵族。这些人是没有脊梁的，天生的会跪会舔狗仗人势的奴才相，可惜啊，大清早亡了，这事变得困难了。从1949年9月21日毛主席说过「中国人民站起来了」以后，这事变得更加困难了。但是时至今日还是有那么一些人，跪的踏踏实实丝毫不觉羞耻，对他们身边站起来的中国人民有着困惑与愤怒，于是冲着站起来的中国人民吼叫着「你们怎么敢在洋大人洋老爷们跟前站起来!你们还不回来跪着!你 们是不行的!你们是不能站起来的!」 当他们发现中国人民对此无动于衷的站着的时候，他们又说站不长久的，数落着这也不行那也不行，这也不看好那也不看好。他们忘了，奴才就是奴才，天生的跪族，成不了贵族。他们忘了，奴才的脸就是用来打的，谁看不看好、看不看，都不重要，别耽误我们做事就行。是可忍孰不可忍，前车之鉴，勿谓言之不预也"
