,cid,votes,含bamboo,含bamboo中文翻译
10876,UgzGoJLdOGYY2d1PCMl4AaABAg,0,i went to chinese market before i got instant snail noodle soup there was like 6 packages of pickle include the bamboo shot the noodle was sour and spicy very yummy.,我去了中国市场，然后才能获得蜗牛面条汤，大约有6包腌菜，包括竹子射击，面条酸和辣非常好吃。
10875,UgxosQdg7VU_X7q3f_J4AaABAg,0,have you made bamboo fire feet meat rice?,有没有制作竹子火脚肉饭
10859,Ugzrlpx-jeYr0ZTeVlt4AaABAg,0,it turns out that it's not just padang people who eat bamboo children / rabuang wkwkw,事实证明，不仅是帕登（Padang）的人吃竹子 / rabuang wkwkw
10858,UgwR0AyxuI6xMp5zGaF4AaABAg,0,she did not know how to peel the bamboo shoots,她不知道如何剥
12749,Ugw3W7nbA11tUViJqXl4AaABAg,0,"there are a lot of burrs on the bamboo shoots, we need to wear gloves",竹笋上有很多毛刺，要戴手套
12785,UgxaFEXrv8GPthA5R614AaABAg,0,"hello...
which province is this? ...
i am a vietnamese, i really like chinese bamboo ..
is this bamboo easy to grow? bleak","你好...
这是哪个省？..
我是越南人，我真的很喜欢中国竹..
这竹子容易长出来吗？"
12800,UgwO7P1W8U3I6pKkyzt4AaABAg,0,"in indonesia, coconut shoots are called bamboo shoots",在印度尼西亚，椰子芽称为竹芽
14418,UgymthWb26UVOzFRtvZ4AaABAg,0,"do you eat the bamboo shoots that are out in china!
in japan, i still bury and eat soft ones!","你吃在中国出来的竹芽吗？
在日本，我仍然埋葬并吃柔软的东西！"
14648,Ugx2UvW2_fzXarmFsEh4AaABAg,0,"these food are similar with my country, indonesia. in my country, pickled bamboo shoots called 'rebung' usually cooked as soup. and green bean, called 'buncis' cooked as 'tumis buncis'.",这些食物与我的国家印度尼西亚相似。在我的国家，腌竹芽称为“ rebung”，通常用作汤。和绿豆，被称为“ buncis”煮熟为“ tumis buncis”。
14641,UgyOGMAzQ8nHZwj5BA94AaABAg,0,"in the amount of time i spent today looking for my remote control (lost in the pillows of my own bed,) 李子柒 liziqi has harvested, fermented, hunted, gathered, and cooked to prepare this meal, then chopped down bamboo trees that she used to make a couch, tray, and coffee table.",在我今天度过的时间里，我寻找遥控器（在自己的床的枕头中迷失了）。Liziqi已收获，发酵，狩猎，聚集，煮熟，准备这顿饭，然后切碎她的竹树用于制作沙发，托盘和咖啡桌。
14608,UgyAdCzM2xC7QdJkkaV4AaABAg,0,"in indonesia, sweet bamboo is called rebung",在印度尼西亚，甜竹被称为rebung
14576,Ugz38y4zqPtsWJjYM9F4AaABAg,0,"looking at me, i know i don't know how to peel the bamboo shoots",看着我，我知道我不知道如何剥
14551,Ugyq4W9FOL8a_YHMPnd4AaABAg,0,"wow, look at it. it's also the continent. this is the bamboo shoot.",哇，看看。这也是大陆。这是竹芽。
14526,Ugz2r8asfn7L3leDMDh4AaABAg,0,i wonder what they call those mushrooms that where growing on the side of the bamboo shoot we have them in america and i have heard some pretty interesting names for it ( at least i think they are the same thing lol),我想知道他们称这些蘑菇是什么，在竹芽侧面生长，我们在美国拥有它们，我听到了一些非常有趣的名字（至少我认为它们是同一件事，大声笑）
14516,UgwhH2sfusdUiNSoEtR4AaABAg,0,pilipino province love this bamboo vegies,皮里比诺省喜欢这个竹蔬菜
14357,UgxTl1RgG3HwTcOBNrh4AaABAg,0,too bad it's illegal to cut bamboo sprouts in our place!,太糟糕了，在我们的地方切竹芽是非法的！
14012,Ugw-EXaq8P4-AU6DiMt4AaABAg,0,until now i didn't know bamboo r eaten.,直到现在，我还不知道竹子r吃了。
14333,UgzLhJ5WkJ-7T6Ey8mJ4AaABAg,0,it's bamboo shoots,这是竹芽
14326,UgyCNeBby-KIYM7quMt4AaABAg,0,so big bamboo forest,好大一片竹林
14261,UgxSU3ny7mHepDgrTxd4AaABAg,0,"the bamboo shoots are very big, in my country it is small as hell and quite expensive",竹芽非常大，在我的国家，它很小，地狱很贵
14258,Ugyagx6z3IFvQySoP114AaABAg,0,i did not know you can eat bamboo. im guessing the cones are bamboo sprouts?,我不知道你可以吃竹子。我猜这些锥是竹芽吗？
14180,UgyyyDPhcFX3ZbahGCd4AaABAg,0,my most favorite food ingredient is bamboo shoots......,我最喜欢的食物成分是竹芽……
14154,UgwONMQtQAjBuc0cfDl4AaABAg,0,if in indo the name is bamboo shoots ... it feels really good,如果在印第安
14137,UgziYUAxpp7GCLGeKTV4AaABAg,0,"the bamboo shoots are delicious and the screw powder is delicious.
not long ago, i still returned to taiwan with screw powder on the mainland, but super spicy! it's super spicy, it's so spicy while running nose!","笋子好吃，螺丝粉好吃。
前不久我还在大陆带螺丝粉回来台湾，可是超辣的！超辣，一边好辣一边好吃一边流鼻涕！"
14656,UgziE32BYhnhIkTnvGd4AaABAg.944_s_Efv5594C-9Y8lW52,0,young bamboo shoots,年轻的竹芽
14686,UgxUmVE7ltTgRCrm-vF4AaABAg,0,so thats how bamboo shoots look irl.i only them through harvest moon game,那就是竹芽如何看起来。我只能通过收获月亮游戏
14762,Ugz-WOkXrfOhA0Ggl1l4AaABAg,0,that tender part of the bamboo is panda's favourite,竹子的那部分是熊猫的最爱
14781,Ugww3xr3V2qRxqznKWV4AaABAg,0,"if you compare it with a japanese bamboo shoot ... it's pretty big, but it's too hard or there is no ex -flavor ...

a beautiful woman ... i work a lot

i guess i'm good at cooking.

tsukutsukuboushi ...? the sound is the same, isn't it?","如果您将其与日本竹芽进行比较……它很大，但是太难了，或者没有前味...

一个美丽的女人...我工作很多

我想我擅长做饭。

tsukutsukuboushi ...？声音是一样的，不是吗？"
15357,UgzWmn-uA3v7pjwVXrt4AaABAg,0,bamboo shoots my favor dishes! i want food in my hometown.,Bamboo shoots my favor dishes! 想家乡的食品了。
15345,UgxnrGXbB957EUtOGhV4AaABAg,0,daymnn i have so much respect for a woman who hugs bamboo shoots,Daymnn我非常尊重一个拥抱竹芽的女人。他们是非常痒的人
15337,UgwGYEv0kv41zJwLksl4AaABAg,0,love from nagaland....we love bamboo too,纳加兰的爱....我们也爱竹子
15294,UgzXWBxwd8QRSTR3p9d4AaABAg,0,"in cebu city, we call the bamboo shoot as ""dabong""",在宿雾市，我们将竹芽称为“ Dabong”
15194,UgzIRS9X6WfZqz6exRx4AaABAg,0,don't cheat us. your hands and the way you cutting bamboo shoot show you are an actor other than a rural country woman,不要欺骗我们。您的手和剪裁的方式表明您是一个乡村妇女以外的演员
15090,UgxAwp0vO-wrS1Bx8YV4AaABAg,0,"if you don't pick bamboo shoots, it's hard after",如果您不选择竹芽，那么很难
15087,Ugy4a4MIfGxT3_vjc-B4AaABAg,0,that's some huge bamboo shoots,那是一些巨大的竹芽
15067,UgzUyoQflwNVkf9gTYx4AaABAg,0,reminds me of harvest moon. sellling and cooking bamboo shoots.,让我想起了收获月亮。出售和烹饪竹芽。
15056,UgzVu8ZoFprTcpI8oaF4AaABAg,0,"it's delicious. in korea, bamboo shoots come only in spring, but i have to make it this spring.",这很美味。在韩国，竹芽仅在春季才出现，但我必须今年春天做。
15042,UgwW5-yfDTi3N8iiTkV4AaABAg,0,this is a bamboo shoot in indonesia ... great,这是印度尼西亚的竹拍摄...太好了
15036,Ugyog24GEF9SBEa0ygB4AaABAg,0,i played harvest moon and always thought the bamboo shoots there are weird looking. turns out they look exactly like the real ones only rounder in the game lol i feel bad for my ignorance :'),我打了收获月亮，总是认为那里的竹芽看起来很奇怪。事实证明，它们看起来完全像是真正的游戏中的真正圆形大声笑，我对我的无知感到难过：'）
15021,Ugy_EJZ7z6F3hFuatk54AaABAg,0,so delicious bamboo shoots,如此美味的竹芽
15015,Ugy_lzwrKRELltIjqeZ4AaABAg,0,what are you soaking a bamboo? what kind of brine?,你在浸泡什么？什么样的盐水？
15010,UgxKLQNNRCPRqlqazJl4AaABAg,0,"a small red powder, shooting these chicken soup videos every day flicker! can your bamboo shoots be dug casually?",一个小红粉，天天拍这些鸡汤视频忽悠傻子！你那竹笋可以随便挖吗？
14929,UgzwIIXFWeuNdfTN4TB4AaABAg,0,"this is ground bamboo and pea n pork curry. we eat in northeast too. lots of bamboo here.
edit: n we also eat mollusc too. wow so much similar.","这是地面竹子和豌豆N猪肉咖喱。我们也在东北吃饭。这里有很多竹子。
编辑：n我们也吃软体动物。哇，非常相似。"
14025,UgzDfpu7YBPoKhukaBh4AaABAg,0,the bamboo shoots in wonderland are so big,仙境的竹笋都这么大阿＠＠
13982,UgzPgiJk2W6opKJgyLN4AaABAg,0,"bamboo shoot are very delicious when u stir fried it with anchovies, garlic and dried chillies. that's my fav",当您用凤尾鱼，大蒜和干辣椒炒时，竹头会非常美味。那是我最喜欢的
12816,Ugz8ghZd-QzBzdkB4w14AaABAg,0,cook the bamboo shoots auntie,煮竹芽阿姨
13289,UgwxeALqPQhMPwYdP5J4AaABAg,0,"wow, it's a bamboo shoot ...",哇，这是竹拍...
13387,Ugx7SVuWjNpOLmljsyd4AaABAg,0,i really like this bamboo wood. what is the house growing? gosaw. i like it.,我真的很喜欢这种竹子。房子在生长什么？Gosaw。我喜欢它。
13361,Ugw65wu7RzetFJJuMNl4AaABAg.95f6Xd2hqtx95mOJn0r1HL,0,some bamboo will give birth to worms 有,有些竹子里会生虫欸
13360,UgwNWmyjM69XGl7iDZ94AaABAg.95f8fkLxL4595tCAVPHyml,0,"forehead! sure enough, people in the city, bamboo shoots buried in the soil called winter bamboo shoots, and spring bamboo shoots were sprung up after the spring. there are also many bamboo forests in hunan, my hometown. generally, there are no dewdrops on the bamboo shoots that are not long bamboo shoots [not long] [the principle of plants can also breathe]. this kind of bamboo shoots! besides, the bamboo breeding ability of the bamboo is no1, and it can grow into a tree for a year.",额！果然城里人，竹笋埋在土里时叫冬笋，开春出土后叫春笋。我老家湖南也有很多竹林，去挖过，一般竹笋上没有结露珠的就是活不长的竹笋【长不大】【植物也会呼吸的原理吧】，农村人也有爱护生态的本能，基本都会挖这种竹笋的！再说竹子繁殖能力树木中No1，并且一年可以长成树，笋笋砍了就没了，怎可能还会长成树？
13351,UgwNWmyjM69XGl7iDZ94AaABAg,0,can the bamboo shoots be chopped like this?,竹笋这么砍是还能接着长吗？
13311,UgzjDgUL8LHJ5J_hNAp4AaABAg,0,"it is often said that large bamboo shoots are hard, but isn't china hard?",经常说，大竹芽很难，但是中国难道不是很难吗？
13299,Ugyq5h0SNf5Dz6hnWAJ4AaABAg,0,"the bamboo is so tall, where can i eat where can i eat?",长得那么高的就是竹子了，哪里还能吃
13298,UgxbPGBo4qM-xDyel794AaABAg,0,"bamboo shoot is also a traditional food in my hometown, bamboo shoot can make many dishes, my parents used to wander the forest to find bamboo shoots to sell and raise my brothers and sisters.",竹芽也是我家乡的传统食物，竹芽可以做很多菜，我的父母曾经在森林里徘徊，寻找竹芽，以卖出和抚养我的兄弟姐妹。
13287,UgxTxqPfqurUX5noOUJ4AaABAg,0,in the beginning i thought he wanted to cook curry bamboo shoots with long beans,一开始，我以为他想用长豆烹饪咖喱竹芽
13974,UgzaPjI9DxTsRZA_5CN4AaABAg,0,i love bamboo shoot too,我也喜欢竹芽
13259,Ugzvebqu6VjsMTRkiEV4AaABAg,0,fyi do not eat any mushrooms which came out from bamboo it's poisonous,仅供参考，不要吃任何从竹子出来的蘑菇。
13134,UgzpSoMIslu__yPP0TN4AaABAg,0,i'll bet shes sweeter than that bamboo. she looks delicious,我敢打赌她比那个竹子甜。她看起来很美味
13131,Ugwabkv6ztpwKqoTxyt4AaABAg,0,it's a big bamboo shoot.,这是一个大竹芽。
13111,UgypZ-eRKOUXg3v80i94AaABAg,0,i love fermented bamboo shoot,我喜欢发酵竹芽
13055,UgxurNH-_JOIlQc9G5J4AaABAg,0,that bamboo place is so picturesque,那个竹子是如此风景如画
13049,UgzFVmbqa9WORMyWzPJ4AaABAg,0,hiya ~ i admired it ~ ^^ it's really great ~ cooking genius ~ bamboo and wood craft ~,hiya〜我很欣赏它〜^^真的很棒〜烹饪天才〜竹和木工〜
12840,UgzfubxLpKTF_vzWGJR4AaABAg,0,"i don’t know how fried, but pickled bamboo, cool thing !!",我不知道有多炸，但是腌制的竹子，很酷的东西！
13443,Ugyq1IJaLm7y5RFRZt14AaABAg,0,thats why in the harvest moon bamboo shoots can be eaten i get it now,那就是为什么在收获的月亮竹芽中可以吃掉我现在得到的
13447,Ugz5jop67-BuPdTYpV54AaABAg,0,bamboo shoots are too big.,竹芽太大了。
13493,UgzI4pmvzc8A5-gv8h94AaABAg,0,those are huge bamboo!,那些是巨大的竹子！
13562,UgwpaUgI4XuNDkp19F14AaABAg,0,this huge chinese bamboo sprout. and the largest in the world i believe that bamboo consumption is good for the body for strength but i still believe it is not very good for the brain. example.,这个巨大的中国竹芽。我认为竹子消耗对身体有好处，但我仍然相信这对大脑来说不是很好。例如。
13937,UgzjpBadLY6nntnAWbl4AaABAg,0,these are bamboo shoots my favorite,这些是竹芽，我最喜欢的
13926,UgxLIKZnR_etc2a8zlV4AaABAg,0,"we can eat them, we can build with them, heck we can even make socks and shoes out of them. they grow 3x faster than trees and produce 35% more oxygen. save the world. plant bamboo.",我们可以吃它们，我们可以与他们一起建造，哎呀，我们甚至可以用它们制作袜子和鞋子。它们比树木快3倍，产生35％的氧气。拯救世界。竹子。
13922,Ugw6PCtHp1hl6qQTCCN4AaABAg,0,"bamboo is really a good plant !!!!
you can eat it ~~
i don't know how spicy this is ...","竹子真是好植物!!!!
可以用可以吃~~
不知道这辣度如何...."
13898,UgzQWcEsDB0_JsKkao14AaABAg,0,the musie of bamboo flute is beautiful,竹笛的念珠很漂亮
13882,UgzVD9Xo4sDzztFcjZV4AaABAg,0,bamboo shoot is so yummy!!!,竹拍好好吃！！！
13863,UgwtUIWGzgLnNmNQw7V4AaABAg,0,"i do not believe that ths is an impoverished unfortunate soul. ths woman is of noble means, which is why she able to find & harvest fresh original bamboo shoots ages old for their size & able too harvest fresh river shellfish . but i am not a hater. i appreciate & admire her fortune to be able to share with the global community her blessings and happenstance. it's a relief to those of us less fortunate fighters of presence & human being. i have subscribed to this channel. i am an african-american blk male taking pleasure in viewing this asian woman sharing her story to the world. i know she is much more than she appears...but she holds to her legacy of tradition & privilege by sharing her views to the world. a most beautiful & amazing view from her post. i pray she honors and give respect to the lives of the souls who sustain her privileges that we do not see on you tube!",我不相信Ths是一个贫穷的不幸灵魂。这位女人是高尚的手段，这就是为什么她能够找到并收获新鲜的原始竹芽，因为她们的尺寸是老化的，并且能够收获新鲜的河贝类。但是我不是仇恨者。我感谢并钦佩她的命运，能够与全球社区分享她的祝福和偶然性。这让我们中的那些人不幸的战斗机和人类感到欣慰。我已经订阅了这个频道。我是一名非裔美国人的男性男性，很高兴观看这位亚洲妇女向世界分享她的故事。我知道她比她看起来更重要……但是她通过向世界分享自己的观点来掌握自己的传统和特权。她的帖子中最美丽，最神奇的景色。我祈祷她的荣誉，并尊重灵魂的生活，这些灵魂维持她在你看来没有看到的特权！
