,cid,votes,含china,含china中文翻译
18407,UgzCB_PORgzg3qapZMp4AaABAg.92VfxrpYhlk92d4tDgGeO5,0,"it's an arbitrary large number to reflect a lifestyle that the typical viewer cannot afford. she's living in china on a mountain with a river and enough land to grow and harvest all of those ingredients. she has a farm with enough field land to grow rice, prawns, corn, and uses oxen.",这是一个任意的大量数量，可以反映典型观众负担不起的生活方式。她住在中国，山上有一条河流和足够的土地，可以生长和收获所有这些成分。她有一个农场，有足够的田间土地，可以种植大米，虾，玉米和使用牛。
18410,UgzCB_PORgzg3qapZMp4AaABAg.92VfxrpYhlk92pv9L-XMRL,0,guy core you don't know enough about china. what you just said is the daily life of chinese farmers. almost all farmers live like this.,伙计，您对中国还不够了解。您刚才说的是中国农民的日常生活。几乎所有农民都这样生活。
10040,UgyCNXGXP4dej5yGjeB4AaABAg,0,i don't like videos china 1 like only because of bamboo forest,我不喜欢中国1的视频1，就像竹林一样
9908,UgwALNHvPc18zBgpcil4AaABAg,0,hey mate china ainโ€t that bad,嘿，伴侣中国还不错
9901,Ugxhd76Uif3HfLtio3l4AaABAg.99ObePYf7Ds99_bvFC2s35,0,"china is very calm now, i hope that traveling abroad can protect themselves, try to go out as little as possible, come on, come on",中国现在很平静，希望身在国外的游子能保护好自己，尽量少出门，加油
9794,UgxP_Eioj9QzekW_LAZ4AaABAg,0,nice she does good and madam how is corona virus in your china,很好，她做得很好，夫人在您的中国电晕病毒如何
18517,UgwI13ufZjbDEFs610x4AaABAg.92T_hiH8mdT92Wsxa1mGtP,0,"are you in china? free charging vpns are very big. what are the oil pipes? of course, the purpose of making money for videos is to make money! live in sichuan. just life you see, do you think the life in the video is beautiful? of course, not most people are like that, but you need to look at things too pessimistic. ——plip from chongqing",你是国内的吗？免费的收费的VPN都大把的啊，上个油管算啥啊，拍视频当然赚钱为目的啊！住四川。就你看到的那样的生活，你觉得视频里的生活美好吗？当然不是大部分人都那样但你需要的是看待事物不要过于悲观。——来自重庆的回复
9746,UgwlxftS2WvMNopBSAl4AaABAg.99cvwIYYmy-9Ah9COkfZCj,0,"in fact, you can buy this kind of noodles from taobao in china. and li ziqi opened his own shop there. you can get a set of noodles, seasonings and vegetables.",实际上，您可以从中国的淘宝购买这种面条。李齐（Li Ziqi）在那里开了自己的商店。您可以得到一套面条，调味料和蔬菜。
18543,UgzshfSVoxjgBDkAHJF4AaABAg,0,"great china culture, meals, fascinating women",伟大的中国文化，餐点，迷人的妇女
18555,UgxScn8iSxTuE8w2jvR4AaABAg,0,"my dad used to live in the same rural area in sichuan china, and he told me many ways to cook like several staffs in this video, and i am able to make sour beans and sour bamboo root myself, learned from my dad. there are still many chinese ppl living in that way, instead of nice, peace, organic, deliciousness shown in this video, that's really hard working and way too difficult in real life.",我父亲曾经住在中国四川的同一个农村地区，他告诉我多种方式像这段视频中的几个员工一样做饭，我能够自己制作酸豆和酸竹根，从我父亲那里学到。这种视频中仍然有许多中国人的生活，而不是善良，和平，有机，美味，这在现实生活中确实很难工作，而且非常困难。
18588,Ugx1J7BZmsruAw30A394AaABAg.92RG1FsI7Ck92VrLJH1Agi,0,"@user-gu5eb5ow5ow6l, can you take some chicken feces on the ground? intersection intersection is there a problem in the brain? intersection there is also a lot of rural china. how backward you will think so, you can think so. now rural people are even richer than city people.",@user-gu5eb5ow6l 难不成要专门给你拍些地上的鸡屎？？？脑子有毛病吧？？还有中国农村已经好很多了，你这是多落后的脑子才会这么想，现在农村人甚至比城市人还要富有
9718,Ugykwy9PbJp8bj2AutJ4AaABAg,0,"ya allah there welcome (bamboo young), congratulations in china ge china",Ya Allah在那里欢迎（Bamboo Young），中国的恭喜中国
18606,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92c6jf4JDJM,0,pedro c well any social movement in china would have impacted more civilian affected simply cause of the population,佩德罗（Pedro C
18610,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92cFOdzjCul,0,"pedro c you are wrong on this one ...it wasn't mao who was tearing china's culture apart, it was teared by some of the ignorant people who were so weak and they thought they could take advantages during the time of the cultural revolution...china is the only country in the world still hold onto its culture and civilization, thanks to mao...obviously, you have got your infos from the wrong source ,the anti china channel.",佩德罗·C（Pedro c）你错了这个……不是毛泽东撕裂了中国的文化，它被一些无知的人撕裂了...中国是世界上唯一仍然坚持其文化和文明的国家，这要归功于毛泽东...显然，您已经从错误的来源（反中国频道）中获得了信息。
9636,UgwsFV9cxgvP5uRBXmZ4AaABAg.99mkur8G6R69ANOHR63slo,0,"@titavaughns7698 not exactly, there are countless homonyms in chinese but not this one. ๅคฉๅบtianfu (means heaven in english) is just another way we call ๅๅทsichuan (a province in china), because people tend to live their lives with ease since ancient time.",@titavaughns7698并非完全，中文有无数的谐调。 tianfu（英语中的天堂）只是我们称之为四川（中国省的一个省）的另一种方式，因为人们自从远古时代以来倾向于轻松生活。
18615,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92g70KlFRvD,0,"pedro c mao's revolution gave china chance to make a success industrialization.just look indian,if the conservative aspects of old history can not reformed,how can a country modernization?",佩德罗·毛（Pedro C Mao）的革命使中国有机会取得成功的工业化。如果旧历史的保守方面无法改革，一个国家如何现代化，就可以看着印度人？
35285,Ugz1saQYG9C0SUUi5BZ4AaABAg.8yURoPrINdo90O8za0eHGU,0,"@franzpeters3824 emm, strongly recommend u to log onto bilibili. com which is a chinese 'youtube', it's one of the channel for people to well know about china nowadays. because chinese don't always use youtube, which make people outside of china can't really have a chance to know about chinese. u are welcome to take a trip here.",@franzpeters3824 emm，强烈建议您登录比利比利。 com是中国的“ YouTube”，这是人们当今人们对中国有充分了解的渠道之一。因为中国人并不总是使用YouTube，这使中国以外的人真的没有机会了解中国人。欢迎您在这里旅行。
