,cid,votes,time,含china,含china中文翻译
17241,UgxTttH8_DhF7EexGr14AaABAg,0,3 years ago,"li ziqi was born 6 july 1990. she is a chinese food and country-life blogger, entrepreneur, and internet celebrity. she is known for creating food and handicraft preparation videos in her hometown of rural pingwu, mianyang, sichuan, often from basic ingredients and tools using traditional chinese techniques. 
li lives with her grandmother, who occasionally appears in videos, in the countryside of mianyang in southwest china's sichuan. as a young adult, she lived in the city, working various jobs such as a waitress, a music dj, and a singer. when her grandfather died, she moved back to take care of her grandmother. initially doing all photography and editing by herself, as she gained popularity and experience, her recent online videos are produced using a personal assistant and a videographer.

li started posting her videos on meipai in 2015. as of 2020, she has over 9 million subscribers on youtube, over 22 million followers on sina weibo, over 3 million followers on facebook, and has inspired many bloggers to post similar content.

she was awarded the people's choice award by the people's daily newspaper in september 2019. cctv praised her and stated ""without a word commending china, li promotes chinese culture in a good way and tells a good china story"".

❤i was born in sri lanka and five years ago i migrated to australia. after very challenging years, i could buy my very first home last month, on the beautiful sunshine coast. now i can see a new cdb from my home and i have very limited space. however, i really want to be a minimalist and have a sustainable life.

i came across li's videos when i am trying to find videos of sustainable gardens. thank you very much, li for the inspiration ❤❤ ❤❤❤ ❤

i studied so many of her videos in the last couple of days. i could learn a lot from her. even though i was not very active in my channel last few months i will make new style videos using my sri lankan cultural background and my urben but sustainable life. i will make some videos about urben gardening, traditional sri lankan cooking and i will share how i saved for my first home. at the moment most of my videos in english but soon i will do the videos from englis

❤if you guys have any ideas to improve my channel please let me know. 
https://www.youtube.com/watch?v=mo8egbwhscc&t=64s","李Ziqi出生于1990年7月6日。她以在她的家乡Pingwu，Mianyang，Sichuan的乡村制作食物和手工艺品准备视频而闻名，通常是使用传统的中国技术的基本成分和工具。
李与她的祖母一起生活，祖母偶尔出现在中国西南四川山的乡村中。作为一个年轻的成年人，她住在这座城市，从事各种工作，例如女服务员，音乐DJ和歌手。当她的祖父去世时，她回去照顾祖母。最初，随着她的流行和经验，她的最新在线视频是用个人助理和摄像师制作的。

李从2015年开始在Meipai上发布她的视频。截至2020年，她在YouTube上拥有超过900万订阅者，在Sina Weibo上有超过2200万关注者，在Facebook上有超过300万关注者，并激发了许多博客作者发布类似内容。

她在2019年9月获得了《人民日报》的《人民选择奖》。CCTV称赞她，并表示：“李没有一个单词来宣传中国文化，并讲述了一个好的中国故事”。

我出生于斯里兰卡，五年前我移民到澳大利亚。经过非常挑战的岁月，我可以上个月在美丽的阳光海岸购买我的第一个房屋。现在，我可以从家里看到一个新的CDB，并且空间非常有限。但是，我真的很想成为极简主义者并拥有可持续的生活。

当我试图找到可持续花园的视频时，我遇到了李的视频。非常感谢您，李的灵感❤❤❤❤❤❤

在过去的几天里，我研究了她的许多视频。我可以从她那里学到很多东西。即使最近几个月我在频道上并不活跃，我还是会使用我的斯里兰卡文化背景和我的乌尔本，但可持续的生活来制作新的风格视频。我将制作一些有关Urben园艺，传统的斯里兰卡烹饪的视频，我将分享我为自己的第一个家节省的方式。目前，我的大多数英文视频

❤如果你们有任何改善我的频道的想法，请告诉我。
https://www.youtube.com/watch?v=mo8egbwhscc&t=64S"
17240,UgyQCfSHkZrhi_53ApR4AaABAg,0,3 years ago,"li ziqi was born 6 july 1990. she is a chinese food and country-life blogger, entrepreneur, and internet celebrity. she is known for creating food and handicraft preparation videos in her hometown of rural pingwu, mianyang, sichuan, often from basic ingredients and tools using traditional chinese techniques. 
li lives with her grandmother, who occasionally appears in videos, in the countryside of mianyang in southwest china's sichuan. as a young adult, she lived in the city, working various jobs such as a waitress, a music dj, and a singer. when her grandfather died, she moved back to take care of her grandmother. initially doing all photography and editing by herself, as she gained popularity and experience, her recent online videos are produced using a personal assistant and a videographer. 

li started posting her videos on meipai in 2015. as of 2020, she has over 9 million subscribers on youtube, over 22 million followers on sina weibo, over 3 million followers on facebook, and has inspired many bloggers to post similar content. 

she was awarded the people's choice award by the people's daily newspaper in september 2019. cctv praised her and stated ""without a word commending china, li promotes chinese culture in a good way and tells a good china story"". 

❤i was born in sri lanka and five years ago i migrated to australia. after very challenging years, i could buy my very first home last month, on the beautiful sunshine coast. now i can see a new cdb from my home and i have very limited space. however, i really want to be a minimalist and have a sustainable life. 

i came across li's videos when i am trying to find videos of sustainable gardens. thank you very much, li for the inspiration ❤❤ ❤❤❤ ❤ 

i studied so many of her videos in the last couple of days. i could learn a lot from her. even though i was not very active in my channel last few months i will make new style videos using my sri lankan cultural background and my urben but sustainable life. i will make some videos about urben gardening, traditional sri lankan cooking and i will share how i saved for my first home. at the moment most of my videos in english but soon i will do the videos from englis 

❤if you guys have any ideas to improve my channel please let me know. 
https://www.youtube.com/watch?v=mo8egbwhscc&t=64s","李Ziqi出生于1990年7月6日。她以在她的家乡Pingwu，Mianyang，Sichuan的乡村制作食物和手工艺品准备视频而闻名，通常是使用传统的中国技术的基本成分和工具。
李与她的祖母一起生活，祖母偶尔出现在中国西南四川山的乡村中。作为一个年轻的成年人，她住在这座城市，从事各种工作，例如女服务员，音乐DJ和歌手。当她的祖父去世时，她回去照顾祖母。最初，随着她的流行和经验，她的最新在线视频是用个人助理和摄像师制作的。

李从2015年开始在Meipai上发布她的视频。截至2020年，她在YouTube上拥有超过900万订阅者，在Sina Weibo上有超过2200万关注者，在Facebook上有超过300万关注者，并激发了许多博客作者发布类似内容。

她在2019年9月获得了《人民日报》的《人民选择奖》。CCTV称赞她，并表示：“李没有一个单词来宣传中国文化，并讲述了一个好的中国故事”。

我出生于斯里兰卡，五年前我移民到澳大利亚。经过非常挑战的岁月，我可以上个月在美丽的阳光海岸购买我的第一个房屋。现在，我可以从家里看到一个新的CDB，并且空间非常有限。但是，我真的很想成为极简主义者并拥有可持续的生活。

当我试图找到可持续花园的视频时，我遇到了李的视频。非常感谢您，李的灵感❤❤❤❤❤❤

在过去的几天里，我研究了她的许多视频。我可以从她那里学到很多东西。即使最近几个月我在频道上并不活跃，我还是会使用我的斯里兰卡文化背景和我的乌尔本，但可持续的生活来制作新的风格视频。我将制作一些有关Urben园艺，传统的斯里兰卡烹饪的视频，我将分享我为自己的第一个家节省的方式。目前，我的大多数英文视频

❤如果你们有任何改善我的频道的想法，请告诉我。
https://www.youtube.com/watch?v=mo8egbwhscc&t=64S"
17229,UgzzCvt4Vt5qhx-Vgfx4AaABAg,0,3 years ago,i haven't eaten it once in china,我在中国都没吃过一次
17177,UgyI8QWLVsnwr6VG71l4AaABAg,0,3 years ago,china can live without us...we can't live without china,中国可以没有我们的生活...我们不能没有中国
17174,Ugy0eelmI9pzks9Dkcd4AaABAg,0,3 years ago,"this is the one you call wonder woman. the woman who can cook n make delicious dish, food decoration, know about technology, simple and strong. i wan to to visit her, when i go to china",这是你称之为《神力女超人》的人。可以做饭的女人做美味的菜肴，食物装饰，了解技术，简单而强壮。当我去中国时，我想去拜访她
22894,UgxLAxeHllbax44ApkF4AaABAg,0,3 years ago,"a wonderful country, china ... ใ€",一个美好的国家，中国... 。
17168,Ugx151yPWN5VplP_Bgt4AaABAg,0,3 years ago,in china to make a popcorn you really need a pop!!,在中国制造爆米花，您真的需要流行音乐！！
21909,Ugz_0xsYngt7nON70Cl4AaABAg,0,3 years ago,"remember, she's chinese. in china, youtube and other things are banned. either she is on a good side of china where there is no dictatorship or she is just living her best life. both are good outcomes so don't get angry at me this is not a hate comment. this is simply a good comment from a horrible english speaker.",记住，她是中国人。在中国，YouTube和其他事物被禁止。她要么在没有独裁统治的中国良好的一面，要么只是过着最好的生活。两者都是不错的结果，所以不要对我生气，这不是仇恨评论。这只是一个可怕的英语说话者的好评论。
21892,UgxGQ9vWbRNqD4d6pSt4AaABAg,0,3 years ago,"you guys do realise all those videos has a big production team behind? as fiction as any other movies stories. this is not of denying that she is a talented girl or any skills shown arenโ€t real, if you believe china rural life is like this or could be, cinderella is more real.",你们确实意识到所有这些视频都有大型制作团队？就像其他任何电影故事一样小说。这并不是否认她是一个才华横溢的女孩，或者表现出的任何技能不是真实的，如果您认为中国农村生活就是这样或可能是真实的，那么灰姑娘是更真实的。
21882,UgzxUoUINHl3ke9pxFh4AaABAg,0,3 years ago,"through her own efforts, a girl from rural china became a world influencer",通过自己的努力，一个来自中国农村的女孩成为世界影响者
17410,UgywzhvScxYGpeyYVxV4AaABAg.97wpskGlIEv985E3BoS7wy,0,3 years ago,"koreans eat dogs too,vietnamese eat cats.most people in china don't eat dog meat because it's not cheap.",韩国人也吃狗，越南人吃猫。中国的大多数人都不吃狗肉，因为它并不便宜。
17516,UgybvmHXwqL1kKlAtCl4AaABAg.97qB4lN0koo97y_WojGKRt,0,3 years ago,she has her own brand of snacks that can be bought in china.,她拥有自己的品牌零食，可以在中国购买。
17513,UgwjwUJ64AMEJt0Mruh4AaABAg.97qWS9tSYQa98fHNqk-kf2,0,3 years ago,"@shaikhzamir5455 you know that china had only been open up to the world for 42 years right? our soxiety is still maturing, growing slowly... i guess its quite hard to abolish a tradition that hv existed for so long in such short time. we still got loads to learn n i hope we r getting better(´∀｀)♡. i know my parents and my grandparents used to live in an age of chaos, with little humanity and hope - when they described it to me it was atotal mess. but after the open up we improved quite a lot in these 42 years♡＾▽＾♡",@shaikhzamir5455您知道中国只向世界开放了42年，对吗？我们的毒冷仍在成熟，慢慢发展……我想很难废除HV在这么短的时间内存在这么长时间的传统。我们仍然有负载来学习n我希望我们会变得更好（'∀∀）。我知道我的父母和我的祖父母曾经生活在一个混乱的时代，几乎没有人性和希望 - 当他们向我描述这是一团糟。但是在开放之后，我们在这42年中取得了很大的进步。
21378,Ugziw4P53fkV9oSZjUZ4AaABAg,0,3 years ago,"if she loves so much her mother land china why put video to youtube,china the best,so post this in china!",如果她非常喜欢她的母亲兰德中国，为什么将视频放到YouTube，中国最好的，所以将其发布在中国！
21443,UgxM5TiWbUF5_LxQvsp4AaABAg.93dspg0OCIt93hM6dMcsNr,0,3 years ago,that's what i thought too. wouldn't be surprised if she is a paid actress backed up by the china propaganda machine,那也是我的想法。如果她是由中国宣传机器支持的有偿女演员，不会感到惊讶
17510,UgwjwUJ64AMEJt0Mruh4AaABAg.97qWS9tSYQa98YmHjI8SbM,0,3 years ago,"@shaikhzamir5455 you think in the west people kill animals humanely? i'm literally vegan and stopped eating meat and dairy because of how the industry treat animals. there's no way west is in some way better than china or asian countries, you just haven't read enough or heard enough because the media doesn't want you to, since milk, meat, egg industry makes so much money. these western comments calling out china is the pot calling the kettle black，you guys just wanna stroke your ego and convince yourself we in the west are somehow in some way better. guess what, we aren't.",@shaikhzamir5455您认为西方人人道杀死动物吗？我实际上是素食主义者，由于行业如何对待动物，因此停止吃肉和乳制品。西部绝不比中国或亚洲国家更好，因为媒体不希望您阅读或听到足够的声音，因为牛奶，肉类，鸡蛋行业赚了很多钱。这些呼唤中国的西方评论是称呼水壶的锅，你们只是想抚摸自己的自我，并说服自己在西方的某种程度上更好。猜猜我们不是。
17509,UgwjwUJ64AMEJt0Mruh4AaABAg.97qWS9tSYQa98Ykk-rp4PM,0,3 years ago,@chautungchow25 china is the one and only country that doesn't have any animal welfare laws or whatsoever,@chautungchow25中国是唯一一个没有任何动物福利法或任何东西的国家
21602,Ugxl04psn6EJIlonuWN4AaABAg,0,3 years ago,when i lived in china my wife told me to never eat popcorn from that. she said it had lead in it,当我住在中国时，我的妻子告诉我永远不要从中吃爆米花。她说它有领先
21606,Ugy_pw0PVl5GfAZ-0kd4AaABAg,0,3 years ago,"if i ever go to china, i have to go meet this lady.",如果我去中国，我必须去见这位女士。
21610,UgyqNQ2Zf2lNEgBxmxR4AaABAg.93V8OKBgzoo93dJbkKCPiv,0,3 years ago,coolmusictomyears china has basically done this before peanuts and melon seeds,CoolMusicToMyEars 中国以前基本就是这样做花生和瓜子的
21613,Ugxl04psn6EJIlonuWN4AaABAg.93Turk74VEU93VWsadRYkO,0,3 years ago,"@sofiamidkiff7644 well seeing as my wife was born and raised in china and i met her in china, i will believe her more",@sofiamidkiff7644在我的妻子在中国出生和长大时，我会在中国遇到她，我会相信她更多
21614,Ugxl04psn6EJIlonuWN4AaABAg.93Turk74VEU93VaXZ7HtEr,0,3 years ago,"ethan i was born and raised in china, growing up eating those pop corns and i trust myself.",伊桑（Ethan I）在中国出生和长大，长大了，吃了那些流行的玉米，我相信自己。
