,cid,votes,time,含chinese,含chinese中文翻译
18702,UgwIaGhldVCO9nGGZ3V4AaABAg,0,3 years ago,"as chinese, i have to live like them. but i would like to tell you that the real pastoral life has not shown much film in the film that idylle is not depressed in the film. there are many difficulties in the long -term, the long -term, which is brought into interference in the idol work of the inability to have adverse effects such as hump and lumbar effectiveness.",作为中国人，我必须像他们一样生活。但是我想告诉你，在电影中，真正的田园生活并没有在电影中显示太多电影中没有沮丧。从长远来看，长期存在许多困难，这会受到对无法产生诸如驼峰和腰部效力等不利影响的偶像工作的干扰。
18718,UgzBSvUyxfo5pPiMFdZ4AaABAg,0,3 years ago,chinese people to help,国人来助力
18837,Ugws-cr34RVZokUlHr14AaABAg.92H4R5iQDP792e9SFXkPwm,0,3 years ago,"@oriolopocholo chinese propaganda ,about what ? living in peace and harmony ??? dude gtfo ........i taugh you were joking tbh",@oriolopocholo中国宣传，关于什么？生活在和平与和谐中？？？花花公子GTFO ........我taugh你在开玩笑tbh
18839,Ugws-cr34RVZokUlHr14AaABAg.92H4R5iQDP792haLpoIfVw,0,3 years ago,@oriolopocholo i wonder is it a common phenomenon that the west is filled with ppl like u who gets easily triggered by any kinds of materials that contain the word chinese? why and what are u ppl so afraid of? one of the facts that the west is losing its world dominance is because there are so many ppl like u who's still holding opinions in coldwar while the chinese are embracing the world. pathetic.,@orioleopocholo我想知道，西方充满了像u这样的ppl是一个普遍的现象，他们很容易被包含中文一词的任何种类的材料触发吗？为什么和你如此害怕什么？西方失去世界统治地位的事实之一是因为有很多像你这样的人，他们在中国人拥抱世界时仍在冷战中持有意见。可怜的。
18840,Ugws-cr34RVZokUlHr14AaABAg.92H4R5iQDP792l2VoXAOqL,0,3 years ago,"this actually shows the complexity with this huge country. i’m sure most of those who gave thumbs down are chinese. unfortunately, fewer chinese people can tell the difference between nation, people , government and the party. some group of them defy anything that goes in or with china unless it is against this country. they hate ccp, and so they hate everything of china.",这实际上表明了这个庞大的国家的复杂性。我敢肯定，大多数给予大拇指的人都是中国人。不幸的是，较少的中国人能说出国家，人民，政府和党之间的区别。他们中的一些人反对在中国或与中国发生的任何事物无视。他们讨厌CCP，因此他们讨厌中国的一切。
18863,UgyMpsTIv7LsAzPwJLx4AaABAg,0,3 years ago,"come to watch li ziqi's videos on youtube cuz recently there's a heated debate about her on chinese internet. actually i heard of her long time ago, but this is my first time to watch her videos.",快来观看李齐（Li Ziqi）在YouTube Cuz上的视频，最近在中国互联网上进行了激烈的辩论。实际上，我很久以前听说过她，但这是我第一次观看她的视频。
19032,UgxNGQ8zAuZhB6xXhzx4AaABAg,0,3 years ago,"der hard -working and kind chinese, we will enter the new era together!",勤劳善良的中国人，我们一起走进新时代！
19083,Ugxx0C0wczLWx2DIaoJ4AaABAg.928Ic4g69m392Gy47HE484,0,3 years ago,"well if you're born asian and have chinese parents...

other than that though, asia's pretty chill.","好吧，如果您出生的亚洲人并有中国父母...

除此之外，亚洲还很寒意。"
19091,Ugxx0C0wczLWx2DIaoJ4AaABAg.928Ic4g69m392PCVLatTQA,0,3 years ago,"asian food is not chinese food, and even chinese food has many different types. that liziqi cooked is sichuan food.",亚洲食品不是中国食品，甚至中国食品也有许多不同的类型。 liziqi煮熟的是四川食品。
19098,Ugxx0C0wczLWx2DIaoJ4AaABAg.928Ic4g69m392Y3PgKjGuT,0,3 years ago,"welcome to china! i don’t know how to visit chinese little villages without knowing speaking mandarin( even so , a lot small villages can’t even speak mandarin) but still, it is muuuuch more interesting to visit small villages than big citys. i really hope to accompany you as i see you are such a lovely and positive lady",欢迎来到中国！我不知道如何在不知道讲普通话的情况下访问中国小村庄（即使如此，小村庄甚至无法说普通话），但是，访问小村庄比大城市更有趣。我真的希望陪着你，因为我看到你是一个如此可爱而积极的女士。
19130,UgzRqph8HRD1OOPR21B4AaABAg.924nNuIUno992EKmR-EAvT,0,3 years ago,"she also uploaded to chinese social media,and she has more than 50000000fans",她还上传到了中国社交媒体，她拥有50000000多人
19154,UgyL36VAr3xFKNwipyt4AaABAg.923E6ue2Tl292Embn4P1LN,0,3 years ago,michael sterlingcorrect in chinese,迈克尔·斯特林（Michael Sterlingcorrect）
19155,UgyL36VAr3xFKNwipyt4AaABAg.923E6ue2Tl292Xn3-q3odd,0,3 years ago,"@yuesun6645 nope, i know some chinese.",@yuesun6645不，我知道一些中文。
19276,Ugy91SG5l-BW3Hx762J4AaABAg,0,3 years ago,"for those who doesn't know luosifen actually smells pretty bad for a lot of people, basically because of the bamboo shoots. i like it tho, just bought a few from the chinese grocery store",对于那些不知道Luosifen的人实际上对很多人来说闻起来很难，基本上是因为竹芽。我喜欢它，刚从中国杂货店买了一些
19558,UgwEUDNn8oZXio1p2TZ4AaABAg,0,3 years ago (edited),"to me, it's looking like the chinese government back propaganda videos. not a real youtuber videos.",对我来说，这看起来像中国政府支持宣传视频。不是真正的YouTuber视频。
19565,UgwWWMB39Cw9O-eCNYt4AaABAg.91p8KnF9nnr91q-FiIN4Cg,0,3 years ago,"what's wrong with you, mate? chinese government does have some issues, but which government is perfect? please do not say that, we are open like you today.",你怎么了，伴侣？中国政府确实有一些问题，但是哪个政府是完美的？请不要说，我们像今天一样开放。
19683,UgzO_WGl1UvOTQle80d4AaABAg,0,3 years ago (edited),"zhi chi, a young woman who is kind, cooks, telling recipes and methods. for the general public good luck and happiness. today, stir -fried bamboo shoots, long beans, donated with the remaining grandmother to eat the next day or sell to earn money. the future is hoping to be rich, the little girl this is a genuine chinese, fruit plant. dry, pickled, pickled, branches, weeds, as fuel, raising animals for self -use, self -use, sell, sell, make it to see as well. do only do not talk people in and abroad like therefore have ten million fans to follow really awesome, the little and pathetic little girl her history is very attractive. right now, the little girl beside the bridge that she used to be famous is her life. history is in the clip that she spoke alone, answering with the fan club who was with two grandmother. near the bridge there are village headmen to help parents and grandfather at a young age. looks very difficult. wish you good health and good luck, both grandchildren, talented people 写给 泰国 看 看",智奇（Zhi Chi）是一个善良的年轻女子，烹饪，讲食谱和方法。对于公众祝你好运和幸福。今天，搅拌竹芽，长豆，与剩下的祖母捐赠第二天或卖钱。未来希望有钱，小女孩这是一个真正的中国水果植物。干燥，腌制，腌制，树枝，杂草作为燃料，饲养动物以自我使用，自我使用，出售，出售，也可以看到。只能不说话国外的人喜欢因此有一千万的粉丝要跟随真的很棒，小而可悲的小女孩她的历史非常吸引人。现在，她曾经出名的桥旁边的小女孩是她的生活。她独自讲话的历史是在剪辑中，与两个祖母的粉丝俱乐部回答。在桥附近有村长在很小的时候帮助父母和祖父。看起来很困难。祝您身体健康，祝您好运，两个孙子，才华横溢的人写写看看
19865,UgwdlIjifZ-jCl0RKRR4AaABAg,0,3 years ago,"hello from what i know, life propagated by this charming woman does not look so cute in the chinese countryside. the expansion of cities makes beautiful and peaceful villages turn into stinking and complained gutters, with highly processed food, and people eat it. and about such food that this beautiful lady presents, they can only dream about ... and this is sad. fate has prepared",您好，据我所知，这个迷人的女人在中国乡村看起来并不那么可爱。城市的扩张使美丽且宁静的村庄变成了臭味，并抱怨沟槽，用高度加工的食物和人们食用。关于这位美丽的女士展示的这种食物，他们只能梦想……这很可悲。命运已经准备好了
19897,UgyAqfUJabxGYpXi8TN4AaABAg,0,3 years ago,why does chinese people subtitles vietnamese but not english?,中国人为什么副标题副标题越南语而不是英语？
18663,UgzDXRxKIxcAL_rDG8R4AaABAg.92PmbB_LOwl92Z1tlqidDX,0,3 years ago,you are chinese also?,你也是中国人吗？
18628,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92ipmqOidIo,0,3 years ago,"@alexandernorrie said that if you can't use vpn, the criminal is really laughing. lao tzu suspects that you are only 16. lao tzu tells you that i will work in a state -owned military industry enterprise. when she is an official, her mother uses vpn to work. you can tell me that it is a criminal based on law. you fucking is afraid that he has never even been to the network? the chinese communist party has given me a moisturizing life now. i am too grateful to be too late. only the abandoned waste and the dead mother will hate the chinese communist party so much. you are one of them.",@alexandernorrie 还说什么不能用VPN用了就是罪犯真是笑死老子了，老子怀疑你年龄不过16。老子告诉你，我就在国营军工企业上班，当官的都她妈用VPN办公你搁这跟我说依据法律就是罪犯，你他妈怕是连网吧都没去过吧？中共给了我现在中产滋润的生活我感激还来不及，也就只有被生活抛弃的废物和死妈轮子会这么恨中共，你也就是他们的一员
18619,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92gQROcDYRy,0,3 years ago,"@alexandernorrie keep hating, but thanks to mao, you guys have no way to stop china from growing and steal china from chinese people.",@alexandernorrie一直讨厌，但是感谢毛泽东，你们无法阻止中国从中国人民身上偷走中国。
18347,Ugyx6K5-MFt8_NXZsDx4AaABAg.92WmOfrdVfQ92_RKe3WYAh,0,3 years ago,"ashley yu i think you are chinese nationalist who blinded agree with chinese communist party. probably you don’t support hong kong protest and independence of taiwan. if you don’t agree, you are communist.",阿什利·尤（Ashley Yu），我认为你是中国民族主义者，与中国共产党同意。您可能不支持台湾的香港抗议和独立。如果您不同意，您就是共产主义者。
18136,UgwFFHbGBnpCqZxUaYx4AaABAg.92_4c6Udh6k92jNRtAkacX,0,3 years ago,"@brightcheng9321 is difficult to eat, there are many chinese food, but this cannot be on the table at all ..",@brightcheng9321 很难吃的，中国美食很多，但这根本上不了台面..
18202,Ugxu60tajHiRXoTKGPx4AaABAg,0,3 years ago (edited),"this is not chinese life and her real life, kind of drama play actually, people in china have different attitudes towards this channel because these are all ""fake"" drama play. the reality of chinese rural area is poor, out of electricity/fresh water and no health care. no one really does these cooking, she has a team to plan all these for her we hate her videos because it makes people from other countries thought chinese lives in rural are easy, simple and fun. but actually it is totally opposite!",这不是中国的生活和她的现实生活，实际上是戏剧，中国的人们对这个频道有不同的态度，因为这些都是“假”戏剧。中国农村地区的现实很差，出于电力/淡水而没有医疗保健。没有人真正做这些烹饪，她有一个团队来为她计划所有这些，我们讨厌她的视频，因为这使来自其他国家的人们认为中国人在农村生活很容易，简单和有趣。但是实际上是完全相反的！
