,cid,votes,含chinese,含chinese中文翻译
22534,UgxH0bPNfsTNK0AlDvp4AaABAg.92uRnYSGkTO92vWXYpp7QU,0,"brian richards the communist party is not as bad as you think, it is just a party, can not represent the chinese people, also cannot represent the chinese culture๐",共产党布莱恩·理查兹（Brian Richards）并不像您想象的那样糟糕，它只是一个政党，不能代表中国人民，也不能代表中国文化
22514,UgxH0bPNfsTNK0AlDvp4AaABAg,0,"i don't know who in the communist party thought up this series of daily life in the chinese countryside, but it was brilliant. they are a great amalgam of fantasy and idyll. i daresay less than 10 people in china have this kind of lifestyle. i am looking forward to more fantastic scenery and i hope we can one day see the young lady participate in the harvesting of organs from live political prisoners, possibly underneath a magnificent mango tree and accompanied by the chanting of tibetan monks, live streamed from india.",我不知道在共产党中谁想到了中国乡村的这一系列日常生活，但这真是太好了。它们是幻想和田园诗的巨大汞合金。我敢说在中国不到10人的生活方式。我期待着更美好的风景，希望我们有一天能看到这位年轻女士参与现场政治犯的器官收获，这可能是在宏伟的芒果树下，并伴随着藏族僧侣的高呼，并从印度播放。
22513,Ugw93MiOcqW02pI7bJx4AaABAg.92v2O1F4NaK93ap7gO9Fm3,0,"tian as a chinese i want say what are you talking about?i don't think her is work for chinese government.actually she is working for herself.our country still want to promote urbanization.we think her video is beautiful just because she lives a healthy and lively life that we can't experience.after all,a primitive life is some city people's dream",田作为中国人，我想说你在说什么？我不认为她对中国政府工作。我们无法体验的健康和活泼的生活。
22393,UgyU_ip-evtiZ9BAptF4AaABAg,0,"i always think that beauty is common. the videos of ziyi reflect the nature. humanities can be supported by the world. it is enough to see that chinese culture is a treasure in the world. make a vulgar and inferior movie and tv series, and eat the culture of the country. their works have no art, no humanistic care, and revealing false, pleasure, and vulgar. this group of garbage has a group of fans to make tigers! if we do not resist, chinese culture will decline, and it will be difficult for the morals to promote.",我总认为美是共通的，子柒的视频体现出的自然，人文能在世界范围获得支持，足以见中国的文化是世界上的瑰宝，但现如今的中国，一群毫无美可言的明星拍着低俗劣质的电影电视剧，蚕食国家的文化，他们的作品没有艺术，没有人文关怀，透露着虚假，享乐，低俗，这群垃圾竟然还有一群粉丝为虎作伥！我们倘若不抵制，中国的文化将衰落下去，道义难以弘扬，中国人民联合起来，打到劣质明星，打到劣质公司！
22065,UgxNG3n_xxdO6362iad4AaABAg.935swTrFovz93TZUcKMdPK,0,no๏ผshe's chinese princess,不，她是中国公主
22387,Ugx6Hh-qJUP_62Zha4x4AaABAg.92xOheZN1I0931OaYvfUWB,0,"esse blue good impression to chinese government policy,i just guess",我猜是对中国政府政策的好印象
22286,UgxPyd_CqpMm0-EXNfh4AaABAg.93-_XWG6w_b932OMD4JrMa,0,"chinese people stabilize money and new tricks, shoot apples",中国人稳钱新招，拍视苹
22220,Ugxzs63nNgmP_whvlyt4AaABAg,0,is he chinese? intersection intersection intersection,他是中国人吗？！？！
22215,Ugyd5r-O0-F_kLTIYRV4AaABAg.931iEouhDTv935AUSkaKC4,0,why chinese?,为什么中文？
22203,Ugyis4EHBVeLQgnuD5t4AaABAg,0,chinese new year should not be said to be spring festival,Chinese new year 不应该说成 spring festival
22087,UgxccEi521BqFaEg0Ox4AaABAg,0,chinese is good,中国人很好
22072,Ugxlko-aCv8bm3F_QJp4AaABAg.935khYmvJJB938PoMRn4jX,0,"to be honest! thumbs up. it is false who said that li ziyi's video is fake. those who act in acting are either who did not fully understand or watched her complete video, or it is certain fecal chinese and foreign chinese and foreign chinese and china.",说地都是大实话！顶一个。说李子柒的视频是假的，是演戏的那些人要么就是没有完全了解或看过她的完整视频的人，要么就是极端仇视中国凡中必反的中外某些粪子。
22067,UgxNG3n_xxdO6362iad4AaABAg.935swTrFovz947ufSQyz9N,0,nini pa still need volunteers. i can speak chinese,nini Pa still need volunteers.我可以讲华语
23680,UgyjieguoxUFGm8Jkfp4AaABAg.92FLn-kq4ft92pir9ZvjnA,0,"chinese comments holding the group to warm, really too little, sad",中文评论抱团取暖，真的太少了，悲痛
23781,UgzYTAizxbexNyp6Gel4AaABAg,0,this is not usual chinese countryside. this girl is actually very well to do and her family own several hectares of land,这不是平常的中国乡村。这个女孩实际上做得很好，她的家人拥有几公顷土地
28995,UgwYWw2pJ_K4gKNojxR4AaABAg,0,very chinese style,非常中国风格
26149,UgwQdehRp_7a7Gz3Xz94AaABAg.8zoNNAQmde-9-TOMF7SYno,0,"่ฐขๆ— ่จ€ i've subscribed to this channel two months ago, and i was randomly scrolling through my feed and decided to rewatch couple of her videos in her channel.
before this, i watched two long video documentaries about how chinese life in rural areas are. most of them are about children living alone, taking care of their siblings and managing livestock/farm while parents work in the city to earn money since opportunities are not enough in the countryside.
i do get your point about the whole production/business part and that there's a so-called ugliness behind the camera. though i admit, her videos about cooking inspire me and gives me comfort.
i grew up and live alone in an apartment in the city, i have always desired to live someplace like what she's showing us in her videos. i guess my whole point is yes, it may be ugly as you say behind the scenes, (hardships and all) but then again, living is full of challenges. still, i respect your opinion.","谢无言我两个月前订阅了此频道，我正在随机滚动我的供稿，并决定在她的频道中重新观看她的视频。
在此之前，我观看了两张有关中国在农村地区生活的漫长视频纪录片。他们中的大多数是关于一个独自生活的孩子，照顾兄弟姐妹和管理牲畜/农场，而父母在城市工作以赚钱，因为在农村的机会还不够。
我确实明白了您对整个生产/业务部分的观点，并且相机背后有一个所谓的丑陋。尽管我承认，她的烹饪视频激发了我的灵感，并给了我安慰。
我长大，独自生活在城市的公寓里，我一直希望住在某个地方，就像她在视频中向我们展示的那样。我想我的全部要点是，正如您在幕后所说的那样，这可能很丑陋（艰辛和所有），但再说一次，生活充满了挑战。不过，我尊重您的意见。"
27596,UgwmIZZss0YDUqwt9DR4AaABAg,0,i feel really connected with chinese cultural things because some things that she make; we also make at our home and that's are our culture's main dish.,我觉得与中国文化的事物真正联系在一起，因为她做了一些事情。我们还在家里做，这就是我们文化的主菜。
27425,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB9Br7pbCqu7k,0,"@leezaranipradhan686 bro, i like it as an bangladeshi and chinese lover i always see indian people hate china but frist time i see people like u ..โค",@leezaranipradhan686兄弟，我喜欢它作为孟加拉国和中国情人，我总是看到印度人讨厌中国，但我看到像你这样的人。
27403,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB96SFg0Dgc9m,0,@oshadiamarak0on237 almost true im chinese i watched the interview about her,@oshadiamarak0on237几乎是真正的中国人，我看了关于她的采访
27395,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB96CUX593erx,0,"@gdolphinz7486 she can just use a vpn to access any site she wants. lots of chinese use that to access youtube, facebook, etc.",@gdolphinz7486她可以使用VPN访问所需的任何网站。许多中国人用来访问YouTube，Facebook等。
27388,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB95sCit93X9M,0,omigosh. her life's like from chinese novels. hope her life gets better from now on. praying for her grandma's health from the philippines. jiayou!!! ๐,Omigosh。她的生活就像中国小说。希望她的生活从现在开始变得更好。从菲律宾为祖母的健康祈祷。 jiAyou ！！！
27384,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB95fKo6zlEd5,0,"็พๅธ็็ธ็ธ 

well how would i know that! ....lol


the thing is with many chinese people you take everything way to seriously, you really do need to chill out, relax more.

if it was her boyfriend who write in english, then maybe he will translate the comments for her.

itโ€s no big deal!","美帝的

好吧，我怎么知道！ ....哈哈


事情是与许多中国人一起以认真对待的一切方式，您确实需要放松，放松更多。

如果是她的男朋友用英语写的，那么也许他会为她翻译评论。

没什么大不了的！"
27382,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB95f9fiA1i6p,0,"@yanksbrits1459 i mean that understanding chinese is easier than english for her, she out of school when she was 14, so she know little about english. i think if you want her see your comments better, maybe translate them into chinese is a good idea.",@yanksbrits1459我的意思是，对她来说，理解中文比英语容易，她14岁时就辍学，所以她对英语一无所知。我认为，如果您希望她更好地看待您的评论，也许将它们转化为中文是一个好主意。
27379,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB95el-AalaeN,0,"ๆๅญๆ’don't speak english, if you don't comment in chinese, it's diffcult to let her know what you meaning",李子柒不要说英语，如果您不用中文发表评论，那很难让她知道您的意思
27374,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB95HVNx9s4qk,0,i'm also cooking chinese food๏ผwelcome to watch,我也在烹饪中国菜，欢迎观看
27337,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB93xS_oDiO6h,0,hๆต็พๅญ she has been on chinese tv shows before and idk how this info got out there but maybe she has said it before on some interview or show,H恵美子她以前曾在中国电视节目中参加过中国电视节目，并且此信息是如何出现的，但也许她以前在采访或演出中说过
27316,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB93-p5cARZbV,0,@jeieldavid6347 in china..50% youngers use vpn.. ๐’ฏ% chinese use wifi..so even though in deep mountains..our signals are still pretty good..,@jeieldavid6347在中国..50％的年轻人使用VPN ..
27301,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB92nrRaFhkYU,0,@jeieldavid6347 she shared this information on wiebo (chinese twitter) and her website.,@jeieldavid6347她在Wiebo（中文Twitter）和她的网站上分享了此信息。
27300,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB92npHL2NiVE,0,i herad from my chinese teacher she say to me that her is a real chef. it just a cooking video not her real life.๐’—โบ๏ธ,我从我的汉语老师那里说，她对我说她是一个真正的厨师。它只是一个烹饪视频，而不是她的现实生活。
27293,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB92bodjvu9PJ,0,she is a chinese๏ผi am chinese๏ผyou are foolother people,她是中国人，我是中国人，你是傻瓜
26920,Ugzv3AnwH3J3Wsb96DN4AaABAg,0,"chinese fans support it, comment below.",中国的粉丝支持一下，在下方评论吧。
