,cid,votes,含feel,含feel中文翻译
8461,UgwPoTpWMAaTT5If8QB4AaABAg,0,"@(now china) 10 civilizations.
let's understand the culture that began in the country on the mainland when there was a country in china and the culture that started in china.
in summary, it can be said that it is the top 10 civilizations of the mainland.
that is the plague (pest), foot binding, burning books, confucianism, mao zedong, cultural revolution, tiananmen revolution, sars (sars), huangsha, wuhan pneumonia (covid-19), fake imitation row.

the four major inventions advocated by modern china or most of the culture of china called the originator of their originator are false, or the culture of other countries, and advocate that china is the originator.
regardless of the past mainland countries and modern china, people's minds are empty.
in particular, the recent chinese people have been cross -wisdom by the communist party, and they have lost their wisdom of independent judgment.
therefore, they really believe that the communist party's false institutional is shouting the communist party every day, and china is the world's highest country.
the chinese who lived with the slavery of the communist party felt very desolate.
however, there is no need to feel pitiful or regretful, because the chinese are very happy because they do not realize their own situation.
so outsiders have no reason to destroy their happiness.

there are very few chinese people who know the heroes of chinese heroes mao zedong, and even those who know they dare not say.

mao zedong is a lascivious. he especially likes a 10 -year -old girl who is not adults and women.
it is said that the older women knew too much about the world and said that there was no innocence.
moreover, it is said that a woman who likes to have husbands, especially the low education level with low education level.
when he was in his 70s, in the local guidance, there was a husband who was in his early 20s. after asking the name, mao zedong wrote his name on the manual. dongxing encouraged the husband of the husband to divorce and dedicated it to mao zedong.
it is said that he and a husband who had a husband gave birth to a few illegitimate children.

mao zedong's sexual desire is very strong, and he is basic to his wife. he has a sexually transmitted disease and melamine disease.
therefore, women who have sex with mao zedong have this disease.
but those women were proud of the disease.
at that time, mao zedong, who was worshiped in china at the same time as the living god, was in the same bed, which was a very proud thing in itself.
instead, the facts of being infected with mao zedong's sexually transmitted diseases are used as a medal. this phenomenon can be said to be crazy.

mao zedong has never washed his genitals in his life.
once, his attending doctor li zhisui mentioned health issues. mao zedong said: ""i have been bathing in a woman's body, so it doesn't matter.""
not only that, the body itself did not clean it, and the river people wiped them with a wet towel.

mao zedong's tooth health is really bad, there is no brushing, and a bit of bitter tea from chinese tea often instead of brushing your teeth with bitter tea. a lot of.

@cannot be managed by this image to manage their own leaders, the chaotic leaders in private life, and the chinese brain of the chinese who regard the people who regard the people as a hero.
the chinese do have serious mental illness.
they should be locked in mainland china and should not let them come to the world to pollute the earth.
china is a malignant tumor of the earth, and the chinese are cancer cells that torture the earth.
therefore, in order to prevent the earth's disaster, all the chinese must be located in mainland china.","@亚洲大陆东部的国家(现在中国)10大文明。
让我们来了解一下大陆上存在中国以前的国家时开始的文化和现在始于中国的文化。
综合起来，可以说是大陆起源的10大文明。
那个是鼠疫(PEST)、缠足、 焚书坑儒、毛泽东、文化大革命、天安门革命、非典(SARS)、黄沙、武汉肺炎(COVID-19)、假货模仿排场。

现代中国主张的4大发明品或中国称其鼻祖的大部分文化是假的，或者偷窃其他国家的文化，主张中国是鼻祖。
无论是过去的大陆国家，还是现代的中国，人们的头脑都是空空的。
特别是最近的中国人被共产党所弩化，丧失了自主判断的智慧。
因此，他们真的相信共产党的虚假煽动，天天喊着共产党万岁，中国是世界最高的国家。
以这种共产党的奴隶生活的中国人感到非常凄凉。
但是，没有必要对此感到可怜或惋惜，这是因为中国人没有意识到自己的这种处境而感到非常幸福。
所以外人没有理由破坏他们的幸福。

@了解中国人英雄毛泽东现实的中国人很少，即使是知道的人也不敢说出口。

毛泽东是个好色之徒，特别喜欢不是成人女性的10多岁少女。
据说，上了年纪的女子们对世事过于了解，而且说没有纯真的味道。
而且据说喜欢有夫之妇，特别是喜欢教育水平较低的纯朴的农村妇女。
70多岁的时候，在当地指导时，有一个20岁出头的有夫之妇，毛泽东在问完名字后，在手册上写上自己的名字，非常喜欢，看到此情此景的心腹汪东兴怂恿有夫之妇的丈夫离婚，并献给了毛泽东。
据说他和有夫之妇生下了几个私生子。

毛泽东性欲很旺盛，对妻子不伦不类是基本，患有一种性病，三聚氰胺的疾病。
因此，与毛泽东发生性关系的女人都得了这种病。
但是那些女人反而为得了那个病而自豪。
当时与中国崇拜得如同活生生的神一样的毛泽东同床共枕，这本身就是一件非常值得骄傲的事情。
反而把一起感染毛泽东性病的事实当作一种勋章，这种现象可以说是疯了。

毛泽东一辈子都没有亲手洗过自己的生殖器。
有一次，他的主治医生李志绥提到卫生问题，毛泽东说:""一直在女人的体内洗澡，所以没关系。"" 
不仅如此，身体本身也没有洗干净，河人们用湿毛巾擦身。

毛泽东的牙齿健康确实很糟糕，没有刷牙，而且经常喝中国茶的一种苦茶，用苦茶代替刷牙，所以牙齿健康非常不好，牙石和食物残渣很多，牙龈都积满了脓，蛀牙也很多。

@不能用这种形象管理自己的领导人、私生活混乱的领导人、把百姓视为自己玩物力的领导人视为英雄的中国人的大脑，不能不说是研究对象。
中国人确实患有严重的精神病。
应该把他们关在中国大陆，不应该让他们来到世界污染地球。
中国是地球的恶性肿瘤，中国人是折磨地球的癌细胞。
因此，要想阻止地球发生大灾难，必须将中国人全部关到死为止中国大陆内。"
8666,UgwTlHB_SevOKa1xuJl4AaABAg,0,feels like to settle there 's really awesome place close to nature type ❤️❤️❤️... video was awesome,感觉就像要在那里定居。
9129,UgyIejvlfPyTzWVPYsF4AaABAg,0,"you are easy to make popcorn in an aluminum steamer and a little oil, as they did feel, that if i'm wrong, i kill myself in the attempt.",您很容易在铝制蒸汽机中制作爆米花，并且确实觉得，如果我错了，我会在尝试中自杀。
9176,UgxkemDZ5ZYlBvU2RTx4AaABAg,0,how i feel when i play stardew valley,我玩星谷谷时的感觉
9231,Ugyg6dWZIXZyZ1wwK014AaABAg,0,when i see her videos i feel she lives in different world,当我看到她的视频时，我觉得她生活在不同的世界中
20916,UgxbKRpBovS4jA6rNqJ4AaABAg.946AnDac2eu95E-bwlAFk8,0,"you know, not everybody is depressed in the cities, not everybody is completely happy in the wilderness, it's a struggle for some. it's safe to say that we always feel like the grass is greener on the other side, especially when you don't support your own grass like this young lady, and the ones who are successful in the city",您知道，并不是每个人在城市中都感到沮丧，并不是每个人在旷野中完全快乐，这对某些人来说是一场斗争。可以肯定地说，我们总是觉得草地在另一侧更绿色，尤其是当您不像这个小姐那样支持自己的草，而在城市中取得成功的草
21020,Ugx_j7DfnV2uHuQ_pMZ4AaABAg,0,ghibli feeling with the music,吉卜力的音乐感觉
34394,UgxN0FlmFEFfKZG80Tp4AaABAg,0,myโคfeel so happy alway watching your videos๐๐,我的feel很高兴一直在看你的视频
30693,UgwyZbRjoX1Z9_RhCeJ4AaABAg,0,"another adorable video ziqi, u r amazing,how u work how u work so hard u r so strong...m feeling so cherish n blessed to see your videos....u r an amazing girl on earth..lots of appreciation from pakistan...",另一个可爱的视频Ziqi，您很棒，您如何工作如何努力工作，以至于如此强大... M感到如此珍惜，很幸运地看到您的视频。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。 ..
30147,UgwuZpYWUJmsZqmhdLh4AaABAg.8xJbLxxntd79kCM5Qvgikx,0,"@user-kw1nv1qp2r
pull it down, the dogs in the countryside are not pet dogs, they must eat it. bai zuo feels that all animals want to keep all the animals.","@user-kw1nv1qp2r 
拉倒吧，农村里的狗不是宠物狗，肯定要吃掉的，白左才觉得要让所有的动物颐养天年。"
30149,UgxsKNKSr-OcFX0C4GN4AaABAg,0,"i love your videos, your recipes, but i feel that your animals are always hungry, they look very thin, please pay more attention to them",我喜欢您的视频，您的食谱，但我觉得您的动物总是饿了，它们看起来很瘦，请更多地关注它们
30169,UgzSLLj09e6nAL187WF4AaABAg,0,"in the ideal china, there is no feeling of stains in the countryside","理想中的中国, 乡村没有污糟邋遢的感觉"
30208,Ugx10U_tp-j3NbpPG-54AaABAg,0,dianxi xiaoge and her are similar yet different. this channel gives a very traditional feeling. like those tranditional chinese drama vibe.,Dianxi Xiaoge和她相似但不同。这个频道给人一种非常传统的感觉。就像那些统治的中国戏剧氛围一样。
30409,UgxUsAIbZ4eeo69LOmh4AaABAg,0,why the hell i feel that she's from a very wealthy family. i mean with all that resources,为什么我觉得她来自一个非常富有的家庭。我的意思是有所有这些资源
30620,UgzvobX634kl61oOTpZ4AaABAg,0,at 6.2 i feel lol,在6.2我感到大声笑
30621,UgyeGxovpANbPvqN3dZ4AaABAg,0,i've been sleeping for 12 hours on my day off today and uh.. watching this makes me feel wanna go outside and eat some fruits,我今天放假了12个小时，呃。看着这让我想在外面吃一些水果
30792,UgzKVuCjDW2L_8M7AQB4AaABAg,0,"oh my god i feel like crying, this video is amazing and even tho i live in another country, it reminded me of my grandma and how we used to make traditional dishes on holidays.. this is so pure and precious i love u",哦，天哪，我觉得自己哭了，这个视频很棒，甚至我住在另一个国家，它使我想起了我的祖母，以及我们在假期中如何制作传统菜肴。
29974,Ugz8gxLh3fqKR7ytHsh4AaABAg,0,i feel ashamed of my family's farm lol.,我为家人的农场大声笑感到羞耻。
31096,Ugw8HltZ4s8hpY2SnUt4AaABAg,0,"with such a fellow, i really feel proud",有这样的老乡，真的感觉骄傲
31104,Ugw3gAUGl3xAroPVxaR4AaABAg,0,i want to make a fruit with km..liziqi it feels happy if it can be realized,我想用km .. liziqi做一个水果
31123,UgwoKO3bMPIs1iYGlr94AaABAg,0,"why does cooking feel like a chore - something that takes me away from what i'm ""supposed"" to be doing - when these videos clearly illustrate that cooking is what i'm supposed to be doing?",为什么烹饪感觉像是一件繁琐的事情 - 当这些视频清楚地说明我应该做的烹饪时，这使我摆脱了我所做的事情？
31200,Ugw84VxoFlpAx9aMPhJ4AaABAg,0,i feel like it would be better for the enviroment if a lot of people would start making their stuff like she does,我觉得如果很多人开始像她一样，对环境会更好
31294,Ugxz1toa74OatT6D4zt4AaABAg,0,"every single video never fail to impress me, never fail make me feel i living ungrateful.. shame on me..",每一个视频永远不会打动我，永远不会失败，都会让我感到自己忘恩负义..羞愧我..
31403,UgwU4G79CrsvDg8AjCZ4AaABAg,0,and m feelling so peace hmmm..this harmony,和m feelling如此和平嗯..这是和谐的
31429,UgwfVJPhcQYfLHmoqTh4AaABAg,0,feels like she has everything in this this world!,感觉她在这个世界上拥有一切！
30138,UgwuZpYWUJmsZqmhdLh4AaABAg.8xJbLxxntd79bZgrTstpln,0,that is what they want you to feel like ๐.. it's a propoganda channel.. no one can upload stuff on youtube in china without ccp's approval.,这就是他们希望您的感觉
29896,UgzwLAANTk5m3qE9Vcp4AaABAg.8xSycDswmB_8yIJxVAvNj3,0,"@dannydkny, you can understand the feeling of quarreling on the internet, haha",@dannydkny 你这一心上网求吵架的心情我可以理解 哈哈
27702,UgzZZQLX22kqn4NYYQt4AaABAg,0,"hi ,liziqi. you are do very well on your work..but just one thing that i feel bad about ..you 're not love the animal much..and even not care about them..that's make me hurt my little princess..",嗨，liziqi。您在工作上做得很好。.但是我对..你不爱动物的一件事。甚至不在乎它们。这让我伤害了我的小公主。
28504,Ugx1U3FVMqqEizM9cc54AaABAg.8yULX7QVGYw8yW7u_tbDP2,0,"awesome space yes. she has a team. but i believe that her skills, house, plants and her love to her grandma are true. we can feel the natural life without phone, internet and crowd cities.",很棒的空间是的。她有一个团队。但是我相信她的技能，房屋，植物和对奶奶的爱是真实的。没有电话，互联网和人群城市，我们可以感觉到自然的生活。
27915,Ugz60uVD4MZZSJQeA9p4AaABAg,0,"there is a feeling of tet, miss my parents",有一种tet的感觉，想念我的父母
27926,Ugz4hm8DmSjxDPycC-54AaABAg,0,wow great life iam feel so happy,哇，伟大的生活iam感到很开心
28003,Ugxp3NAT8LcTy3_K8Np4AaABAg,0,feels like watching harvest moon in real life,感觉就像在现实生活中观看收获月亮
28034,UgyjDn6PBEf6Wg1l7v94AaABAg,0,"watching li ziyi's video, i feel that life is so beautiful! hearts yearning. admire! intersection intersection full of life atmosphere and wisdom!",看李子柒的视频，感觉生活如此美好！心生向往。佩服！！！充满了生活气息与智慧！
