,cid,votes,含watch,含watch中文翻译
13184,UgzOpEhj1IUqoEbggNF4AaABAg,0,"ống kính tây bắc subscribers
guys, i hope that you can see my comment. i'm here to tell you something about her childhood and now. as far as i'm concerned, her mother passed away when she was little. soon after, her father married another woman. her stepmother was mean, she was like every stepmother you've read about in the fairy tales. ziqi was forced to do all the housework, she didn't even get to go to school usually. her grandparents were very supportive to her and protected her, they are the most important people to her. her father passed away then, and idk what happened to her stepmother after that. she then quit school and came to the cities to work as much as she could to help her grandparents. she has been a waitress, a dj and all the other stuffs. but then, her granddad passed away, and her grandmother as you all see in the videos was sick. so she quit everything and came back to her hometown to take care of her grandmother although she knew that the finance would be a burden. she then figured out how to make a video. she made the video how to dye cloth by grapes' skin and people love it. she did all the work by herself and try again countless times. one video that is making chinese noodles, everytime she has set the camera angle, the dough got dry and she cannot use it anymore. so she had to make the dough by scratch again and again to record. the dough that was dry, she then baked them into bread for her and her mother to eat. she then said that she was scared just looking at the bread for a while. when she had some money earned from the videos, she hired some camera men, just 2 or 3, to support her. but the fame and popularity have led to her lack of privacy. papparazi, fly cams are all over her house, she feels really sorry and somehow guilty to her grandmother because of that. she suggested moving to another house but her grandmother told that she had lived in the house for her entire life, so she wouldn't want to move. some people may say that the videos are fake, that she didn't actually do what was shown in the videos, she just shows her hardworking hands. she really has had an unfortunate childhood, so she deserves what she has today. please, if you find my comment interesting, leave a like. this is based on my own knowledge so if i'm wrong, let me know. you can support her by clicking the ads or watching it till the end. thank you ❤","ốngkínhtâybắc订户
伙计们，希望您能看到我的评论。我在这里告诉您有关她的童年和现在的信息。就我而言，她的母亲小时候去世了。不久之后，她的父亲嫁给了另一个女人。她的继母是卑鄙的，她就像您在童话故事中读过的每个继母一样。 Ziqi被迫进行所有家务劳动，她通常甚至都没有上学。她的祖父母对她非常支持并保护她，他们是她最重要的人。她父亲那时去世了，在那之后她的继母发生了什么事。然后，她退出学校，来到城市尽可能多地工作以帮助她的祖父母。她一直是女服务员，DJ和所有其他东西。但是随后，她的爷爷去世了，当你在视频中看到的那样，她的祖母病了。因此，她辞去一切，然后回到家乡照顾祖母，尽管她知道财务将是一个负担。然后，她想出了如何制作视频。她制作了视频如何用葡萄的皮肤染色布，人们喜欢它。她自己做所有的工作，然后无数次重试。一个正在制作中国面条的视频，每次设置相机角度时，面团都会干燥，她再也无法使用它了。因此，她不得不一次又一次地划痕才能记录下来。干燥的面团，然后将它们烤成面包供她和她的母亲吃。然后，她说她只是害怕看面包一段时间。当她从视频中赚钱时，她雇用了一些只有2或3个相机的人来支持她。但是，名望和受欢迎程度导致她缺乏隐私。帕帕拉西（Papparazi），苍蝇凸轮都在她的房子上，因此，她对祖母感到非常抱歉，并以某种方式感到内gui。她建议搬到另一所房子，但她的祖母告诉她一生都住在房子里，所以她不想搬家。有些人可能会说这些视频是假的，她实际上没有做视频中显示的事情，她只是展示了勤奋的手。她确实有一个不幸的童年，所以她应该得到今天的一切。请，如果您觉得我的评论很有趣，请留下类似。这是基于我自己的知识，所以如果我错了，请告诉我。您可以通过单击广告或观看直到最后来支持她。谢谢"
13248,Ugzbnz_ByLOGqYWIz6N4AaABAg,0,i love watching these videos. i find it very relaxing and i admire how this girl works! but i don't know what the country is and i would like to know. if anyone can answer me i thank you. wonderful video!,我喜欢看这些视频。我发现它非常放松，我很欣赏这个女孩的工作方式！但是我不知道这个国家是什么，我想知道。如果有人能回答我，我谢谢你。很棒的视频！
13260,UgyjYdWgG0mDCHg4M3t4AaABAg,0,"li ziyi and i count half a fellow, both from sichuan. watching her video is particularly comfortable ah haha",李子柒和我算半个老乡吧，都是四川人。看她的视频特别舒服啊哈哈
13271,UgyaMlyqYuyZxgEDl_t4AaABAg,0,when i watch her videos its like i am watching chinese fantasy movies. movies like you never know that is existing in real life,当我观看她的视频时，就像我在看中国幻想电影一样。像你这样的电影永远不知道现实生活中存在
13312,Ugxqo9YkZeq3B63LhKN4AaABAg,0,like watching this channel.,喜欢看这个频道。
11545,Ugxy5Q8rPczJIkEsL0p4AaABAg,0,"am from northeast india, and we have so many similarities in food habits, i love watching your videos",我来自印度东北部，我们有很多相似之处，我喜欢观看您的视频
11463,Ugzva8UlCz0vpnUDIIF4AaABAg,0,haven't thought that watching lady doing chore can be this satisfy.,没想到看着女士做琐事会感到满意。
13448,UgzO1H0Sgm_n8L00Vq54AaABAg,0,watching a clip like this is comfortable. feel let go,观看这样的剪辑很舒服。感到放手
13454,UgyF9tEuMsV68gW_9F14AaABAg,0,"these short films originally revealed peace. but watching other animals take life and eat, that peace is gone. essence essence eat vegetarian, more peaceful and healthy than eating pork, chicken, snail meat.",本来这些短片透露着祥和。但看着其他动物被你夺去生命、吃掉，那种祥和就没有了。。。吃素吧，比吃猪肉、鸡肉、螺肉，更和平健康。
13499,Ugxy_NXjiKc-vsyVEy54AaABAg,0,now i'm curious who films her videos... i enjoy watching her videos a lot,现在我很好奇谁拍摄了她的视频...我喜欢看她的视频很多
13632,Ugx5Kt8qSKzpsw9LcdB4AaABAg,0,i think i'm watching a movie on the other hand. please upload a lot of good videos.,另一方面，我想我正在看电影。请上传很多好的视频。
11639,UgyBWSxloK80OtEvEQt4AaABAg,0,you and dianxi very very talented i̇ love to watch your videos,您和Dianxi非常有才华的İ喜欢观看您的视频
12670,Ugwt4Kba54qMvNGFH6N4AaABAg,0,"it's magical to watch you, at times of so many speculation, boundless hatred and accusations, your video is like a filter for my soul.
thank you princess.","在如此众多的猜测，无限的仇恨和指控时，您的视频就像我的灵魂的过滤器一样，这是神奇的。
谢谢公主。"
12626,UgwBX38MPWu_2Xxf9AV4AaABAg,0,"when i watched the video for the first time, i almost believed it. this was his selfie selfie. later, i realized that it was an actor, a dream of rural life.",第一次看视频的时候，差点就信了，这是他自拍自己真实生活。后来一查才晓得是一个演员，梦想中的乡村生活。
12141,UgzbpxMV8NRpdkna73J4AaABAg,0,"i am from northeast india from assam snails,bamboo shoots are our main dishes...love watch your video...everything is so similar...",我来自印度东北部的阿萨姆蜗牛，竹芽是我们的主要菜肴...爱观看您的视频...一切都很相似...
11901,Ugy0cF2qiw8SlOGLasF4AaABAg,0,https://www.youtube.com/watch?v=xdihdjckaty .......... love can be remembered by love ..........,https://www.youtube.com/watch?v=xdihdjckaty ..........爱情可以被爱记住..........
11869,UgzGHDmxk5fgarUw-7B4AaABAg,0,click this link :) https://www.youtube.com/watch?v=rj67_byljuu,单击此链接:) https://www.youtube.com/watch?v=rj67_byljuu
11819,UgzljHNnKxrMhrzehxV4AaABAg,0,like to watch and enjoy,喜欢看和享受
11933,UgxOPdfkgxROJLP3RcJ4AaABAg.976j6BZrFRh9ULH_vfxW4n,0,i want to watch the game with me 一起,我想和我一起看比赛
11942,UgxwDHPBM4vw2MBHlWF4AaABAg,0,"whenever i watch her videos, i will scroll down the comment just to read positive comments and it pains me when all i see is hates and ""china propaganda"" like bitch who cares if it's propaganda or not, is liziqi promoting her stuffs here? no? she's just showing us her fantasy life. get off the fucking internet yall close minded shits",每当我观看她的视频时，我都会向下滚动评论只是为了阅读积极的评论，当我看到的只是讨厌和“中国宣传”时，我会像bit子一样，让我感到痛苦，他是否在乎，如果是在乎宣传，liziqi是否在这里宣传她的东西？不？她只是向我们展示了她的幻想生活。脱离他妈的互联网
12038,UgwDZ1mRHX4myouBujF4AaABAg.9744unMbb-s9Cn1nVKTTgn,0,https://www.youtube.com/watch?v=coeyukh_ma4,https://www.youtube.com/watch?v=coeyukh_ma4
12050,UgwDZ1mRHX4myouBujF4AaABAg.9744unMbb-s9JwrHfuh1D9,0,oh yes oh good oh my youtube channel estu mda greetings from jogja yogyakarta indonesia watching. #estumda,哦，是的，好哦，我的YouTube频道Estu MDA问候，来自印度尼西亚的Jogja Yogyakarta。 #estumda
12061,UgwDZ1mRHX4myouBujF4AaABAg.9744unMbb-s9Y_qbbxBNBj,0,"hello, i invite you to watch a very beautiful and attractive video of cooking sour meat and playing in the snow and building an eskimo house in the jewel of ramsar in northern iran : https://youtu.be/wwqwqqybzkm",您好，我邀请您观看一个非常美丽而有吸引力的视频，烹饪酸肉，在雪地里玩耍，在伊朗北部拉姆萨尔（Ramsar）的珠宝中建造一所爱斯基摩人的房子：https：//youtu.be/wwqwqqybzkm
12062,UgwDZ1mRHX4myouBujF4AaABAg.9744unMbb-s9Y_rbqR_Pzr,0,"hello, i invite you to watch a very beautiful and attractive video of cooking sour meat and playing in the snow and building an eskimo house in the jewel of ramsar in northern iran : https://youtu.be/wwqwqqybzkm",您好，我邀请您观看一个非常美丽而有吸引力的视频，烹饪酸肉，在雪地里玩耍，在伊朗北部拉姆萨尔（Ramsar）的珠宝中建造一所爱斯基摩人的房子：https：//youtu.be/wwqwqqybzkm
12082,UgyVs8wkKPrxJ9CbXtB4AaABAg,0,is seriously like a fairytale film could watch every episode,认真的就像童话电影可以看每一集
12085,UgzSmGyi-XipNLN3ab54AaABAg.973DI_fcEix97l-zye56cv,0,@trinhho7256 somehow i like to watch this channel so,@trinhho7256我想看这个频道，所以
12097,UgyF_WsPmryZ1r93Fyp4AaABAg,0,friends kevilsanjaya gais sikan watching ocean love tonight so i open youtebu live broadcasts okay good for all of us ade2 dear 8.30 tonight tmbh exciting gais,朋友Kevilsanjaya Gais Sikan今晚看海洋爱，所以我打开Youtebu Live广播，对我们所有人都很好，亲爱的8.30今晚TMBH令人兴奋的Gais
11817,Ugw69mFnpawPN0fhsjt4AaABAg,0,curiously see a message from english? how can the domestic traffic come in by the domestic relationship? do you understand if you do the media team? do you do n’t understand so many boring accounts to watch this video. this old man actor gives dozens a day?,好奇看看 都是英语留言？国内一定靠关系搞起来 国外流量怎么引进来？做媒体团队才懂吧 还是假账号 搞不懂那么多无聊来看这样视频 这老人演员一天给几十？
12147,UgygDQNCAFpIa-l6m3p4AaABAg,0,"i watch this video repeatedly not bored, village life is still natural, full of peace without conflict of dreams of almost everyone",我反复看这部视频并不感到无聊，乡村生活仍然很自然，充满了和平，没有几乎所有人的梦想冲突
12557,UgyUGziX7wA3l2BhEQF4AaABAg,0,so this is what #quarantine2020 has led me to watch.... ok!,所以这就是＃acyarantine2020使我观看的东西。
12189,UgyTh8tplWbXLydKElx4AaABAg,0,masyallah ... i really know if there is a chanel like this ... it is true that asri's atmosphere is the one who watches the drift in this video,Masyallah ...我真的知道是否有像这样的香奈儿...的确，Asri的气氛是观看此视频中漂移的人
12224,UgwM96aAW--cpVLBiLJ4AaABAg,0,"hay
time 5.55 
another way to cook the snail 
https://www.youtube.com/watch?v=6lxfwpt-ikq
this way make the snail came out
thank you","干草
时间5.55
煮蜗牛的另一种方法
https://www.youtube.com/watch?v=6lxfwpt-ikq
这样就使蜗牛出来了
谢谢"
12230,Ugxd6hLDedb_iFzKEa54AaABAg.96wXm_cuZYH97hsM3xr7dX,0,"there is a special series in this autumn, you can watch it",这个秋千 有专做一辑，可看哦
12243,UgwOBXtUhPpAG9pIjVt4AaABAg,0,"everything is beautiful
you can see it forever.
i respect the people who live so carefully ...
it looks like you're watching a movie.","一切都很美
您可以永远看到它。
我尊重那些如此谨慎的人...
看来您正在看电影。"
12310,UgxHE5M3dJmV9oXmGIZ4AaABAg,0,i am watching your video from india ....... there is not much difference between your and our culture.,我正在观看您来自印度的视频.......您和我们的文化之间没有太大的区别。
12391,Ugwf-um5aztxqfUFIdt4AaABAg,0,it seems like i’m watching a well made fantasy movie. thank you so much for making an amazing film.,看来我正在看一部制作精良的幻想电影。非常感谢您制作了一部出色的电影。
12394,UgzhnHM5K28VZhPN5RV4AaABAg,0,everytime i watch her eating with her grandma.. i feel hungry☺. u such a wonderful lady laziqi..,每当我看着她和奶奶一起吃饭时。我感到饿了。你真是一个很棒的夫人laziqi ..
