,cid,votes,time,含want,含want中文翻译
20454,Ugw3Piw23-iGqKUjai14AaABAg,0,3 years ago,"she has to put up her own restaurant in china, i want to go there!!!!",她必须在中国设立自己的餐厅，我想去那里！
20448,UgzSIiGOVhvPgH27F3d4AaABAg,0,3 years ago,i want to see the way everyone's hands,我想看看大家的手
20323,Ugyj-1nlsyGFTjdFlJR4AaABAg,0,3 years ago,the little stove that can make soup by hi is the name that can be cooked soup. i also want to buy a good -looking,hi 放灶台 边 那个小小 可以煲汤的小炉什么什么名字 我也想买一个 好看
20320,UgyoQ9VBVgyiJxmiZpF4AaABAg,0,3 years ago,"if we want to hold a bamboo shoot that still has scared skin, because the skin is itchy",如果我们想拿着仍然害怕皮肤的竹芽，因为皮肤发痒
20121,UgwsFfSjyJtwf7sGGeh4AaABAg.919gPRUhD4C91I--GQijyx,0,3 years ago,"wouldn't you like your hard work to pay off? she is sharing and introducing dishes to us we should we might never have access to. 
i believe that taking care of her grandma, especially, she wants us to enjoy as much as she can while healthy.","您不想辛勤工作吗？她正在向我们分享并介绍我们应该无法获得的菜肴。
我相信，尤其是照顾她的祖母，她希望我们在健康时尽可能多地享受。"
18968,UgxdEc2UBqWwM2FDK054AaABAg.92CFxZwfenV92Ybkktpoek,0,3 years ago,@holly41 i know my comment has nothing with the video. i just want to communicate with someone. i feel sorry if my comment interrupt you.,@holly41我知道我的评论对视频一无所有。我只想和某人交流。如果我的评论打断了你，我感到很抱歉。
20053,UgzrJJVf3aIQ9RJpoDF4AaABAg,0,3 years ago,i really want to come and live for a few days,好想过来住几天
20052,UgxM4ilRcuywO26Sa1F4AaABAg,0,3 years ago,delicious want,美味的想要
20033,Ugzi5b2T5H40OWRQSpl4AaABAg,0,3 years ago,want to marry a girl like her. . .,想嫁给像她这样的女孩。 。 。
20003,Ugy64b8Tc-CR9fv_DdR4AaABAg.91FI0ImISkq9WjS46TA_Om,0,1 year ago,"@fragatron yes, i've seen it in weibo. my god are they jealous, they said she was faking it and wanting to get the attention of guys and when she proved them that she started by herself and she gets injured by doing it; they said she wants to gain attention by using her wounds.",@fragatron是的，我在微博中看到了它。我的上帝是嫉妒的，他们说她正在伪造它，想吸引男人的注意，当她证明她自己是自己开始的，并且通过这样做受伤。他们说，她想使用伤口来引起关注。
19935,Ugz3rTdChwijMADzGJ94AaABAg,0,3 years ago,i want to live with her,我想和她一起生活
19933,UgwbP3JbCkL5X4i7NU54AaABAg,0,3 years ago,i want to eat with grandma..,我想和奶奶一起吃。
20551,UgzIcrToX-sFY0DRuEx4AaABAg.90mCdTXMqNc92Z1_o2tSO0,0,3 years ago,do you want to cook 煮 煮 煮 煮,你要煮吗
20628,Ugy2j0pkCP-6ZnSmrRF4AaABAg,0,3 years ago,i want this kind of life,我想要这种生活
20724,Ugw5bmR3NvIPSqOTQox4AaABAg,0,3 years ago,"i want to marry this girl, that's great <3",我想嫁给这个女孩，那太好了<3
20734,UgwIsoJWda-gXlO6g8Z4AaABAg,0,3 years ago,"ming people don't talk secretly, i want to marry you",明人不说暗话，我想娶你
20795,UgySiB8Y7QoN51et8zp4AaABAg,0,3 years ago,we want translat to arabic or english,我们想翻译成阿拉伯语或英语
20797,UgxPoXWkQuPhcGV_L2B4AaABAg,0,3 years ago,"why is she so devouring...she wants to eat so much in one day for that she will kill hundred of snails, young bamboo shoot and rob the garden of their herbs....there is only two people for whom she has to cook....why cooking so much...",她为什么这么吞噬...她想在一天之内吃得这么多，以至于她会杀死数百个蜗牛，年轻的竹芽和抢劫他们的花园。...做饭....为什么做这么多...
20804,UgzN8b9Qk51a1KmgRph4AaABAg,0,3 years ago,that all looks so good. your videos are very soothing and make me want to get adventurous in the kitchen.,一切看起来都很好。您的视频非常舒缓，让我想在厨房里冒险。
20837,UgzT3fGV9Sk7MxKIyDF4AaABAg,0,3 years ago,i want to eat also!!,我也想吃！
20850,UgwYLW--7hfCuBB_INJ4AaABAg,0,3 years ago,"man, i want that awesome do it all knife that she cooks with! it looks so convenient for prepping ingredients",伙计，我想让她与她一起烹饪的所有刀！对于准备成分来说，它看起来很方便
20852,UgyoNbulU0V4439J3Jt4AaABAg,0,3 years ago,i want to eat ur food.....,我想吃你的食物.....
20966,Ugy3SC6AllbP_OU1oKR4AaABAg,0,3 years ago,the idyllic life does not want to be this like this qa,田园诗般的生活不想像这样的质量
20968,Ugz9BbHjAlXyTBDFeF54AaABAg,0,3 years ago,"looking at me, i want to love, look at what i cook is to eat",看着我，我想爱，看看我煮的东西
20983,Ugzlr7RDU73k7mvT-Fp4AaABAg,0,3 years ago,i want to,我想要
21024,Ugyn8Pkmco91nFR1HTN4AaABAg,0,3 years ago,"seems to know where she lives, i want to go",好像知道她住的地方在哪里啊，想去
21074,UgxmZmypb-HEN4WTviF4AaABAg,0,3 years ago,"mother dòu smelled bie incense, i want to taste it",娘娘dòu是闻到bie香，想尝一哈哇
21115,Ugxd9-odcdznpdYtr6F4AaABAg,0,3 years ago,we want to translate it in arabic ....,我们想用阿拉伯语翻译它。
21116,UgzqZ8w71kRFK3AHPop4AaABAg,0,3 years ago,"only, i want to stay with only",只是，我只想留下
19923,UgwOMxVzQ3fQTKRWanN4AaABAg,0,3 years ago,"i love her attitude so much, she is very simple and there's no silan silan to herself :) i want a lady like her :) and their place is very praceful, no need work hard for the money becuase they have everything in their surroundings -:)",我非常爱她的态度，她很简单​​，而且没有硅胶硅，:)我想要一个像她这样的女士:)而且他们的位置非常贴切，不需要为钱而努力工作，因为他们在周围的环境中拥有一切 - :)
19921,Ugw0WQwQKnW6aOLLcrt4AaABAg,0,3 years ago,i want to ask you once you get married?,我要问你一次你结婚了没？
19875,UgyH2bILC0gfyCAXf4B4AaABAg,0,3 years ago,"dear, china? good life, i really want to see the life of the original ecology,",亲，中国那里？好向往的生活，好想去看看原生态的生活，
19348,UgyP3am_1G0NXsM1KGF4AaABAg,0,3 years ago,the land she lives on and walks on to harvest all her items is so beautiful! where in china is this? i want to go there. i would love to try some of her cooking too! everything she makes looks delicious and truly i thought i'd never say that about snails.,她居住的土地并走动收获她的所有物品是如此美丽！这在中国在哪里？我想去那边。我也很想尝试她的一些烹饪！她使她看起来很美味，而且我认为我从来没有说过关于蜗牛的话。
18978,UgxdEc2UBqWwM2FDK054AaABAg.92CFxZwfenV94EbH2yB7Ak,0,3 years ago,@ashoretoo thanks! i leave in china. i just want to improve english so that i can communicate better with my singapore colleages.,@ashoretoo谢谢！我离开中国。我只想提高英语，以便我可以与新加坡的秘密沟通更好。
19004,Ugw1cZqeV_fUti3ordl4AaABAg.92C9VVriOb_92YxsgqA7Kb,0,3 years ago,they just wanna know what they want,他们只是想知道他们想要什么
19023,UgzArM3bLQn3dTu32yV4AaABAg,0,3 years ago,i want to marry her,我想嫁给她
19117,Ugzcmv6s-Nl5xgt-iNl4AaABAg,0,3 years ago,"someday i want to live a place like that,, so peaceful,, its amazing video!",总有一天，我想住一个这样的地方，如此宁静，它的令人惊叹的视频！
19142,UgzG2VeTI6B_JjSRzhV4AaABAg,0,3 years ago,i want to meet a girl like you,我想见一个像你这样的女孩
19159,UgwZgnxImto6ka4-g2V4AaABAg,0,3 years ago,i really like it. i want to sit and eat too.,我真的很喜欢。我也想坐下来吃饭。
19163,UgwDGw_OLlVUqZJ4nbh4AaABAg,0,3 years ago,that meal looks very tasty (i already wanted to eat) ... the girl who cosina very beautiful ... and above all very important is that she is going to look for her fresh ingredients of her garden ....! and happiness of that family !!,那顿饭看起来很美味（我已经想吃了）... cosina非常漂亮的女孩……最重要的是她要寻找她的花园的新鲜食材....！那个家庭！
19186,UgzPXbx2XlaSnP6nDbh4AaABAg,0,3 years ago,i want to know the taste of everyone you eat,我想知道你吃的每个人的味道
19188,UgzZOgmJZGdrlrbNLLd4AaABAg,0,3 years ago,i want to apply for a family who is waiting at home xd,我想应征拍摄做家里等吃的家人XD
19211,UgwylK__5KwbDDuIW3N4AaABAg,0,3 years ago,i wanted to leave brazil and marry her.,我想离开巴西嫁给她。
19240,UgzsgcDtZ9HfTD-m5EF4AaABAg,0,3 years ago,"very peaceful video, it feels like you want to live like this",非常和平的视频，感觉就像您想这样生活
19247,UgyZT0LTVqYCvl7QwWd4AaABAg.92-Jo-VZc6E926EHMimAky,0,3 years ago,she is a video blogger. i definitely want to take a good side. i am very close to li ziyi's hometown. many things in her videos are the norm of our rural areas when we were young. i can really live very interesting. rural farmers are busy for a year for a few months. people in the city are as busy as those who think,她是视频博主啊，肯定要拍美好的一面啊，我跟李子柒家乡离的很近，她视频里面很多事情都是我们小时候农村的常态，生活习惯什么的，现在的农村生活好很多，真的可以生活的很有情趣的，农村农忙一年也就几个月，没有城市里的人想的那么忙
19332,Ugzp18WLu8o0f9X-gHN4AaABAg,0,3 years ago,"me: why are you throwing the peppers in the fire?
she: i want the fire to be hot. :d

btw., those ceramic pots she uses for the bamboo and the beans are the same we have for making sauerkraut.","我：你为什么要把胡椒扔在火上？
她：我希望火很热。 ：d

顺便说一句，她用于竹子的那些陶瓷锅和豆类制作的豆类相同。"
19336,UgzblgUkD2rzQrQk9md4AaABAg,0,3 years ago,i want thai translation.,我想要泰语翻译。
19382,UgwRC6k-ocFViT5U2Ih4AaABAg,0,3 years ago,i am a girl n i really wants to meet her n be my teacher,我是一个女孩，我真的很想见她n成为我的老师
19864,UgzwCpRyUpCfzciaVEl4AaABAg,0,3 years ago,i want like this wife,我想要这个妻子
19390,UgzQHUhWb49hGvDyo_d4AaABAg,0,3 years ago,"she collect foods, she cook foods.

i want a wife like her. i need a wife like her.","她收集食物，煮食物。

我想要一个像她这样的妻子。我需要一个像她这样的妻子。"
19423,UgxgKPAbSisnUilz9eB4AaABAg,0,3 years ago,want to have a wife like this i love u,想要这样的妻子，我爱你
19430,UgznjGfyZ0DJPfz1jPh4AaABAg,0,3 years ago,"loving nature and her cooking style is awesome,i love it i want to have a wife like her.tq for sharing with us,may god bless you...",爱的大自然和她的烹饪风格很棒，​​我喜欢它，我想和她这样的妻子与我们分享，愿上帝保佑你...
19516,UgwXlLC_hYW8iPzuh894AaABAg,0,3 years ago,i want to buy land and plant lots of trees,我想买土地并种很多树木
19562,UgxfkTS6B7vomz30LNB4AaABAg,0,3 years ago,"good work, good attentive, every one is talking nonsense now, now i want to eat bamboo shoots more than the middle of the night",好费工 用心 好啦 每部都是 我在讲废话 现在想吃笋 大半夜的
19673,UgwE9_8rNczehfbLC0d4AaABAg,0,3 years ago,i want her recipes.,我想要她的食谱。
19701,UgysirhMaja6q8AScFR4AaABAg,0,3 years ago,i want me a wife like you,我要我一个像你这样的妻子
19709,Ugz0xo2236A6aF4S8094AaABAg,0,3 years ago,i want to live in this place and my lord is paradise,我想住在这个地方，我的主是天堂
19724,UgyZo48ocuZtYiKAAXN4AaABAg,0,3 years ago,this beautiful knows how to cook i have mouth watering i want to live there,这个美丽知道如何做饭，我想在那里住在那里
19766,UgyqYby1m3Ai9X82VPd4AaABAg.91Pjb-Fe35h92OcYC7vkch,0,3 years ago,"what's weird about this, as long as you are willing to learn, you can learn. it depends on whether you want to learn from it",这有什么奇怪的，只要你愿意去学你也能学会。就看自己愿不愿意去学咯
19773,UgxBZlPMxAXlKVeYxnF4AaABAg,0,3 years ago,i want to live in this way,我想以这种方式生活
19782,UgyjISwxeuTVs2MQbux4AaABAg,0,3 years ago,"me : watch’s 

me again:i want to play roblox but but....this video and channel is tooo


goooooooooooooqooooooooood","我：看

我再次：我想玩roblox，但是...。


goooooooooooooooooooooooook"
19834,UgybpGgotQqIRWsPjMV4AaABAg,0,3 years ago,i want to marry you,我要嫁给你
19860,UgxIMqi8XqHtC8Mg-PF4AaABAg,0,3 years ago,how nice there i want to live greetings from guatemala,我想从危地马拉那里过来的问候真好
16972,UgzVUkIvRBH1YQV85bB4AaABAg,0,3 years ago,and why want to come to usa,为什么要来美国
16943,Ugz_xxIwvKgMCFaUw3F4AaABAg,0,3 years ago,i want to eat it ~,好想吃啊
12942,UgytWROnurt7fOcPZJp4AaABAg.968AXRHyf1Z97AKdF5MiHD,0,3 years ago,"@mariaceleste7580 i don't think you want to be killed neither the animals you put on your plate.
the fact is yes people been eating meat for long time and also killing other people for long time, it doesn't mean we must to it as well right? please read &watch link i posted above and learn the truth.","@Mariaceleste7580我不想被杀死您放在盘子上的动物。
事实是，人们长期以来一直在吃肉，还杀死了他人长时间，这并不意味着我们还必须吧？请阅读和观看我上面发布的链接并了解真相。"
