,cid,votes,time,含channel,含channel中文翻译
15111,UgxljstxBaIUycgFEdl4AaABAg,0,3 years ago,"https://www.youtube.com/c/mianbrochannel
all types of videoooz 
like and share my videos 
subscribed my channel 
enjoy all types of videozzzz 
mianbro channel","https://www.youtube.com/c/mianbrochannel
所有类型的Videoooz
喜欢并分享我的视频
订阅了我的频道
享受所有类型的Videozzzz
Mianbro频道"
13810,Ugx3bP1pSZ7-tezrdiZ4AaABAg.9BQ5sAt3AMG9Ckxw5dHR0Z,0,2 years ago,"https://youtu.be/ddaemfu-0w0
you are different or you can cover
singer: nguyen duc huy
play guita: tran thao
video: hieu lee
brothers and sisters aunts and uncles to drink milk tea and also show their singing talent to support offline ❤️❤️❤️
please like and follow to support the channel to reach 1000sub m.n","https://youtu.be/ddaemfu-0w0
你与众不同，或者你可以掩盖
歌手：nguyen duc huy
玩吉塔：Tran Thao
视频：Hieu Lee
兄弟姐妹的阿姨和叔叔喝牛奶茶，还展示了他们唱歌的才华以支持离线❤️❤️❤️
请喜欢并关注以支持该频道达到1000 -Sub M.N"
13754,UgwH-7mDywcX-9wRIEF4AaABAg,0,2 years ago,i am your big fan of your channel,我是你的频道的忠实粉丝
13723,UgxNSAjzWZiDZ-tZSnV4AaABAg,0,2 years ago,"nice channel, traditional cake https://youtu.be/m-irojttd0e",不错的频道，传统蛋糕https://youtu.be/m-irojttd0e
12932,UgzEmbQ9gozqjxAKilZ4AaABAg,0,2 years ago,i have twins daughter please subscribe my channel,我有双胞胎女儿，请订阅我的频道
12214,Ugwy49-HyIYRfJcXfr94AaABAg,0,2 years ago,#please follow and subscribe my channel.,＃请关注并订阅我的频道。
12270,UgyHndFenKXgP5WcbId4AaABAg.9DPrfZ_pkzy9DrrMC-HTKb,0,2 years ago,support my youtube channel,支持我的YouTube频道
12315,UgwC092pGWu1G525ARh4AaABAg.9DJmDMaYuL29DrrT6SYIOJ,0,2 years ago,"friend, support my youtube channel",朋友，支持我的YouTube频道
12447,Ugw2abfNMgNg8gCCXFx4AaABAg,0,2 years ago,"liz, pleeeeeeease call your channel “liz in a wonderland”",Liz，Pleeeeeease称您的频道为“仙境中的Liz”
12454,UgwADlY6cDONilLWknJ4AaABAg,0,2 years ago,https://www.youtube.com/channel/ucedgfzflhmfrkyexybae4xq,https://www.youtube.com/channel/c.ffzflhmfrkyexybae4xq
12519,Ugzh7POmW4sG0JTqOpt4AaABAg,0,2 years ago,https://www.youtube.com/channel/ucez78y6h4bvixop8wzchauq,https://www.youtube.com/channel/cucez78y6h4bvixop8wzchauq
12618,UgzkQm7Spl6DqHllnfB4AaABAg,0,2 years ago,"i like bcp your video, i subscribed to your channel, take a little tour on my channel",我喜欢BCP您的视频，我订阅了您的频道，在我的频道上进行一些巡回演出。
12770,UgzdPjEaoqWxcAyxL214AaABAg,0,2 years ago,"https://youtu.be/ajfz5_rx1dc 
do visit my channel for unique mehindi art","https://youtu.be/ajfz5_rx1dc
请访问我的频道以获取独特的Mehindi Art"
12787,UgwBMVmImAER625V3nJ4AaABAg,0,2 years ago,"https://youtu.be/ddaemfu-0w0
you are different or you can cover
singer: nguyen duc huy
play guita: tran thao
video: hieu lee
brothers and sisters aunts and uncles to drink milk tea and also show their singing talent to support offline ❤️❤️❤️
please like and follow to support the channel to reach 1000sub m.n","https://youtu.be/ddaemfu-0w0
你与众不同，或者你可以掩盖
歌手：nguyen duc huy
玩吉塔：Tran Thao
视频：Hieu Lee
兄弟姐妹的阿姨和叔叔喝牛奶茶，还展示了他们唱歌的才华以支持离线❤️❤️❤️
请喜欢并关注以支持该频道达到1000 -Sub M.N"
12797,Ugwzp0-scTTfcmpwkN54AaABAg,0,2 years ago,her channel is more successful than some celebrity channel.,她的频道比一些名人频道更成功。
12920,UgzqtCSg2-QsoR07oEp4AaABAg,0,2 years ago,subscribe https://www.youtube.com/channel/ucjv9lz5q5ddzpv2uqmvp0eq,订阅https://www.youtube.com/channel/ucjv9lz5q5dddzpv2uqmvp0eq
12979,UgzqYxbjoDKlReAwE7B4AaABAg,0,2 years ago,liziqi is now part of the ccp. this is no longer a safe channel to watch or to give a thumps up . if i where you i would unsubscribe from this channel and help get it banned from youtube. the ccp will use this channel as a soft weapon. this channel is banned from up loading videos in china. this channel has now became political .,Liziqi现在是CCP的一部分。这不再是一个安全的渠道，可以观看或进行重击。如果我在哪里，我会退订此频道，并帮助将其从YouTube中禁止。 CCP将使用此通道作为软武器。该频道被禁止在中国加载视频。该渠道现在已经成为政治。
13722,Ugwotza4ykY3ZAMfZ8R4AaABAg,0,2 years ago,nice channel https://youtu.be/m-irojttd0e,nice频道https://youtu.be/m-irojttd0e
13089,UgwegVKzPRFMUhssRs14AaABAg.9CJCzxAfMlQ9Ckxv55UEvc,0,2 years ago,"https://youtu.be/ddaemfu-0w0
you are different or you can cover
singer: nguyen duc huy
play guita: tran thao
video: hieu lee
brothers and sisters aunts and uncles to drink milk tea and also show their singing talent to support offline ❤️❤️❤️
please like and follow to support the channel to reach 1000sub m.n","https://youtu.be/ddaemfu-0w0
你与众不同，或者你可以掩盖
歌手：nguyen duc huy
玩吉塔：Tran Thao
视频：Hieu Lee
兄弟姐妹的阿姨和叔叔喝牛奶茶，还展示了他们唱歌的才华以支持离线❤️❤️❤️
请喜欢并关注以支持该频道达到1000 -Sub M.N"
13134,UgyHizT0g6OMyGkLuCR4AaABAg,0,2 years ago,hi my love liziqi channel ! who love her like me ??? please reply,嗨，我的爱Liziqi频道！谁像我一样爱她？？？请回复
13148,UgyxcjUOT5MX1GaT8cZ4AaABAg,0,2 years ago,"distinguished channel, please visit and support",杰出的频道，请访问和支持
13277,UgybcIPu7X86O8PODDd4AaABAg,0,2 years ago,"i keep watching your videos.
they are interesting.
hello! my channel is an eating show because i love foods too. let's interact with each other.
good luck!","我一直在看你的视频。
他们有趣。
你好！我的频道是一个饮食表演，因为我也喜欢食物。让我们相互互动。
祝你好运！"
13287,Ugy1SJrRvhhRauAOaTV4AaABAg,0,2 years ago,https://www.youtube.com/channel/ucnl7yuokpbtmhjujslu9f7w,https://www.youtube.com/channel/ucnl7yuokpbtmhjujslu9f7w
13290,UgzSfNx5_stgvpSlVJ14AaABAg,0,2 years ago,https://www.youtube.com/channel/ucg3wt6vvyk2zuixhml3jrfa,https://www.youtube.com/channel/ucg3wt6vvyk2zuixhml3jrfa
13302,UgzpfjVVa3ZkeK9W9bF4AaABAg,0,2 years ago,"new village style cooking channel... must watch...
https://youtu.be/jdjtpdtq7_0","新的乡村风格烹饪频道...必须观看...
https://youtu.be/jdjtpdtq7_0"
13313,UgydMjAxPUeJHv_bHc14AaABAg,0,2 years ago,i love your channel and how you make those amazing things,我爱您的频道以及您如何使这些令人惊奇的事情
13517,Ugwi4s1psZ1if51QMiZ4AaABAg,0,2 years ago,"shes ma fav youtuber bc she doesn’t say
hello welcome back to my channel pls sub and like","她不说她不说
您好，欢迎回到我的频道PLS sub并喜欢"
13578,UgxSo0_h8Jc5pO7hT1V4AaABAg,0,2 years ago,please support my channel https://youtu.be/coo4en1m3ru,请支持我的频道https://youtu.be/coo4en1m3ru
13608,Ugwf1m0auBaRhXMJTnZ4AaABAg,0,2 years ago (edited),#bintangtoboalibschannel,#bintangtoboalibschannel
15149,UgyBImO-HwdHNbnuMD94AaABAg.99qRxiR1Phd9AD8fDG5H4C,0,2 years ago,"can you subscribe my channel?

https://youtu.be/eqndciqc3vs","您可以订阅我的频道吗？

https://youtu.be/eqndciqc3vs"
15218,UgyHTBxfbnOo063npyt4AaABAg.99n1nHDQ78n9AD8auuO7pu,0,2 years ago,"can you subscribe my channel?

https://youtu.be/eqndciqc3vs","您可以订阅我的频道吗？

https://youtu.be/eqndciqc3vs"
15245,UgxCQYXap9vk2YRw9dd4AaABAg.99m_yaZlMKh9AnkyGF-3lF,0,2 years ago,"the people under this channel are very good, love you",这个频道下面的人都很好的，爱你
18108,Ugx3NP6-wzFllj3TPSl4AaABAg,0,3 years ago,"good afternoon, subscribe to my channel please duruzia, thank you very much in advance",下午好，请订阅我的频道，请提前感谢您
17240,UgyQCfSHkZrhi_53ApR4AaABAg,0,3 years ago,"li ziqi was born 6 july 1990. she is a chinese food and country-life blogger, entrepreneur, and internet celebrity. she is known for creating food and handicraft preparation videos in her hometown of rural pingwu, mianyang, sichuan, often from basic ingredients and tools using traditional chinese techniques. 
li lives with her grandmother, who occasionally appears in videos, in the countryside of mianyang in southwest china's sichuan. as a young adult, she lived in the city, working various jobs such as a waitress, a music dj, and a singer. when her grandfather died, she moved back to take care of her grandmother. initially doing all photography and editing by herself, as she gained popularity and experience, her recent online videos are produced using a personal assistant and a videographer. 

li started posting her videos on meipai in 2015. as of 2020, she has over 9 million subscribers on youtube, over 22 million followers on sina weibo, over 3 million followers on facebook, and has inspired many bloggers to post similar content. 

she was awarded the people's choice award by the people's daily newspaper in september 2019. cctv praised her and stated ""without a word commending china, li promotes chinese culture in a good way and tells a good china story"". 

❤i was born in sri lanka and five years ago i migrated to australia. after very challenging years, i could buy my very first home last month, on the beautiful sunshine coast. now i can see a new cdb from my home and i have very limited space. however, i really want to be a minimalist and have a sustainable life. 

i came across li's videos when i am trying to find videos of sustainable gardens. thank you very much, li for the inspiration ❤❤ ❤❤❤ ❤ 

i studied so many of her videos in the last couple of days. i could learn a lot from her. even though i was not very active in my channel last few months i will make new style videos using my sri lankan cultural background and my urben but sustainable life. i will make some videos about urben gardening, traditional sri lankan cooking and i will share how i saved for my first home. at the moment most of my videos in english but soon i will do the videos from englis 

❤if you guys have any ideas to improve my channel please let me know. 
https://www.youtube.com/watch?v=mo8egbwhscc&t=64s","李Ziqi出生于1990年7月6日。她以在她的家乡Pingwu，Mianyang，Sichuan的乡村制作食物和手工艺品准备视频而闻名，通常是使用传统的中国技术的基本成分和工具。
李与她的祖母一起生活，祖母偶尔出现在中国西南四川山的乡村中。作为一个年轻的成年人，她住在这座城市，从事各种工作，例如女服务员，音乐DJ和歌手。当她的祖父去世时，她回去照顾祖母。最初，随着她的流行和经验，她的最新在线视频是用个人助理和摄像师制作的。

李从2015年开始在Meipai上发布她的视频。截至2020年，她在YouTube上拥有超过900万订阅者，在Sina Weibo上有超过2200万关注者，在Facebook上有超过300万关注者，并激发了许多博客作者发布类似内容。

她在2019年9月获得了《人民日报》的《人民选择奖》。CCTV称赞她，并表示：“李没有一个单词来宣传中国文化，并讲述了一个好的中国故事”。

我出生于斯里兰卡，五年前我移民到澳大利亚。经过非常挑战的岁月，我可以上个月在美丽的阳光海岸购买我的第一个房屋。现在，我可以从家里看到一个新的CDB，并且空间非常有限。但是，我真的很想成为极简主义者并拥有可持续的生活。

当我试图找到可持续花园的视频时，我遇到了李的视频。非常感谢您，李的灵感❤❤❤❤❤❤

在过去的几天里，我研究了她的许多视频。我可以从她那里学到很多东西。即使最近几个月我在频道上并不活跃，我还是会使用我的斯里兰卡文化背景和我的乌尔本，但可持续的生活来制作新的风格视频。我将制作一些有关Urben园艺，传统的斯里兰卡烹饪的视频，我将分享我为自己的第一个家节省的方式。目前，我的大多数英文视频

❤如果你们有任何改善我的频道的想法，请告诉我。
https://www.youtube.com/watch?v=mo8egbwhscc&t=64S"
17241,UgxTttH8_DhF7EexGr14AaABAg,0,3 years ago,"li ziqi was born 6 july 1990. she is a chinese food and country-life blogger, entrepreneur, and internet celebrity. she is known for creating food and handicraft preparation videos in her hometown of rural pingwu, mianyang, sichuan, often from basic ingredients and tools using traditional chinese techniques. 
li lives with her grandmother, who occasionally appears in videos, in the countryside of mianyang in southwest china's sichuan. as a young adult, she lived in the city, working various jobs such as a waitress, a music dj, and a singer. when her grandfather died, she moved back to take care of her grandmother. initially doing all photography and editing by herself, as she gained popularity and experience, her recent online videos are produced using a personal assistant and a videographer.

li started posting her videos on meipai in 2015. as of 2020, she has over 9 million subscribers on youtube, over 22 million followers on sina weibo, over 3 million followers on facebook, and has inspired many bloggers to post similar content.

she was awarded the people's choice award by the people's daily newspaper in september 2019. cctv praised her and stated ""without a word commending china, li promotes chinese culture in a good way and tells a good china story"".

❤i was born in sri lanka and five years ago i migrated to australia. after very challenging years, i could buy my very first home last month, on the beautiful sunshine coast. now i can see a new cdb from my home and i have very limited space. however, i really want to be a minimalist and have a sustainable life.

i came across li's videos when i am trying to find videos of sustainable gardens. thank you very much, li for the inspiration ❤❤ ❤❤❤ ❤

i studied so many of her videos in the last couple of days. i could learn a lot from her. even though i was not very active in my channel last few months i will make new style videos using my sri lankan cultural background and my urben but sustainable life. i will make some videos about urben gardening, traditional sri lankan cooking and i will share how i saved for my first home. at the moment most of my videos in english but soon i will do the videos from englis

❤if you guys have any ideas to improve my channel please let me know. 
https://www.youtube.com/watch?v=mo8egbwhscc&t=64s","李Ziqi出生于1990年7月6日。她以在她的家乡Pingwu，Mianyang，Sichuan的乡村制作食物和手工艺品准备视频而闻名，通常是使用传统的中国技术的基本成分和工具。
李与她的祖母一起生活，祖母偶尔出现在中国西南四川山的乡村中。作为一个年轻的成年人，她住在这座城市，从事各种工作，例如女服务员，音乐DJ和歌手。当她的祖父去世时，她回去照顾祖母。最初，随着她的流行和经验，她的最新在线视频是用个人助理和摄像师制作的。

李从2015年开始在Meipai上发布她的视频。截至2020年，她在YouTube上拥有超过900万订阅者，在Sina Weibo上有超过2200万关注者，在Facebook上有超过300万关注者，并激发了许多博客作者发布类似内容。

她在2019年9月获得了《人民日报》的《人民选择奖》。CCTV称赞她，并表示：“李没有一个单词来宣传中国文化，并讲述了一个好的中国故事”。

我出生于斯里兰卡，五年前我移民到澳大利亚。经过非常挑战的岁月，我可以上个月在美丽的阳光海岸购买我的第一个房屋。现在，我可以从家里看到一个新的CDB，并且空间非常有限。但是，我真的很想成为极简主义者并拥有可持续的生活。

当我试图找到可持续花园的视频时，我遇到了李的视频。非常感谢您，李的灵感❤❤❤❤❤❤

在过去的几天里，我研究了她的许多视频。我可以从她那里学到很多东西。即使最近几个月我在频道上并不活跃，我还是会使用我的斯里兰卡文化背景和我的乌尔本，但可持续的生活来制作新的风格视频。我将制作一些有关Urben园艺，传统的斯里兰卡烹饪的视频，我将分享我为自己的第一个家节省的方式。目前，我的大多数英文视频

❤如果你们有任何改善我的频道的想法，请告诉我。
https://www.youtube.com/watch?v=mo8egbwhscc&t=64S"
