,cid,votes,含channel,含channel中文翻译
8476,UgzY7VFxf9oWILgbd3d4AaABAg,0,tough girl diligently i like this channel ๐‘๐‘,坚强的女孩勤奋地我喜欢这个频道
8567,Ugw0wBNjdoHzx_YsPht4AaABAg,0,"your channel gives incredible pleasure. thank you! i rest, inspire, live this time with you.",您的频道给人带来了令人难以置信的乐趣。谢谢你！我休息，激励，这次与您一起生活。
8576,UgxU38IeP3A8bCmDnDl4AaABAg,0,the most beautiful and educational you tube channel. exceptionally crafted and artistic. every frame is a portrait.,最美丽，最教育意义的You Tube频道。精心设计和艺术。每个框架都是肖像。
8660,UgyRhwG8zrZvWBRC-Z94AaABAg,0,"very nice 
please friends watch the my video on my youtube channel","很不错
请朋友在我的YouTube频道上观看我的视频"
8758,UgzLvtbAG1x6y7IHfPF4AaABAg,0,https://www.youtube.com/channel/ucdkf2jgwvjut0apxsx0srla,https://www.youtube.com/channel/ucdkf2jgwvjjut0apxsx0srla
8759,UgwF-sGXssmtg_dyvgR4AaABAg,0,"https://www.youtube.com/channel/ucd9jid_izhym-lxw3jjcwga
traditional food
share and subscribe..
thanks.. โบ๏ธ๐","https://www.youtube.com/channel/ucd9jid_izhym-lxw3jjcwga
传统食品
分享和订阅..
谢谢..☺️"
8765,Ugxn8_Vmu0cWMRUxXI14AaABAg,0,"https://www.youtube.com/channel/ucd9jid_izhym-lxw3jjcwga
next traditional food
like, share & subscribe
thanks โบ๐","https://www.youtube.com/channel/ucd9jid_izhym-lxw3jjcwga
下一个传统食物
喜欢，分享和订阅
谢谢"
8787,UgwRRBpv5eHdcC-tBy94AaABAg,0,oh something that does not know to be this girl that barbara ... i just met this channel and i will add them to all my family and friendships ... to see if we learn a little and stop being complaining and us we get to be something productive .... thank you liziqi channel excuse me if i'm wrong and it's not your name.,哦，不知道是芭芭拉（Barbara）的一个女孩...我刚遇到了这个频道，我会将它们添加到我所有的家庭和友谊中...看看我们是否学到一点，不要再抱怨，我们就可以去提出生产力。...谢谢Liziqi频道，请问我错了，这不是您的名字。
9390,Ugz2Wkt-cYwd7dWxkqx4AaABAg,0,"can anyone subscribe my channel please ๐ญ

https://youtu.be/ykcygzni6l8","任何人都可以订阅我的频道，请

https://youtu.be/ykcygzni6l8"
8800,Ugy_1SHMVUGUUsFS1Yl4AaABAg,0,"have fun watching videos
i only created youtube for my channel through the viewers and subscribed to my support channel
thanks !
my channel: # ฤแปฉcvlogs #","玩视频很有趣
我只通过观众为我的频道创建YouTube并订阅了我的支持频道
谢谢 ！
我的频道：＃™cvlogs＃"
8918,UgwhAfHEr6ujNsNUteN4AaABAg,0,https://www.youtube.com/channel/ucsg3pxxcku8dpiq_sikbpka aboons,https://www.youtube.com/channel/ucsg3pxxcku8dpiq_sikbpka aboons
8969,UgwDbDPgWECROyZqWNx4AaABAg,0,this channel is way better than kim kadashian crap,这个频道比金·卡戴珊（Kim Kadashian）的废话好得多
9076,UgwdytSo2YkEhF-qaKl4AaABAg,0,welcome to sunnyvietnam : https://www.youtube.com/channel/ucs95wob7pcxj8rr_-n5klna,欢迎来到Sunnyvietnam：https：//www.youtube.com/channel/ucs95wob7pcxj8rr_-n5klna
9144,Ugw1t2UhK3nsSw5FE7V4AaABAg,0,oh my! who explained vietnamese for this channel z ??,天啊！谁为此频道解释了越南语？
9292,Ugxe-ntQxaa3oBihdNF4AaABAg,0,i love.her channel and i love her grandmother.,我爱她的频道，我爱她的祖母。
9378,UgzQEqYxYtyphstqrtR4AaABAg,0,does anyone vietnamese or see this channel for 1like,有人越南人还是看到这个频道的1
10522,Ugy2evfB1S4Zqrg2xiN4AaABAg,0,"i found that her channel is about two weeks. i seemed that she had just watched her video at the beginning. she couldn't believe it. a beautiful and young girl would be amazed. one night, the video was very tired (not smooth) and slowly felt a bit unreal when watching too much. it was just like an actor who needed to experience life for a certain shot. before she shooting practice it yourself, and then make a video, otherwise it will not be explained! there is definitely a team behind it. a young girl must learn so many skills in such a short time and it is impossible to be self -sufficient. it is impossible to learn so many skills by living at the age of 60, although i have i have any with such an analysis and conclusion, even if she is an actor, she is a diligent, clever and capable actor.",我发现她的频道也就二星期左右，实事求是说刚开始看了几期她的视频真的不敢相信，一个貌美、年轻女孩子会那么多各种“技艺”惊叹不已，断断续续看了几个晚上，视频看得很累（不顺畅）看多了也慢慢感觉有点不太真实，是乎是一个演员为了某一镜头需要去体验生活一样，在她拍摄前可以请人帮教，再经过自己练习，然后再拍成视频，否则无法解释！背后绝对有团队在操作，一个如此年轻的女孩子在这么短时间内要自学那么多技能又要自给自足根本不可能，按一般常理就算活到60岁也不可能自学那么多技能，尽管我有有这样的分析与结论，就算她是个演员也是个勤奋、聪明、能干的优秀的演员。
10881,Ugy6hOhuQGn-NnrW03N4AaABAg,0,i'm vietnamese .. support my youtube channel with thanks,我是越南人..感谢我的YouTube频道
12971,UgxThNp-fnTt18S271t4AaABAg,0,https://www.youtube.com/channel/ucwku59lmjpbnoyurvkhnc6w. russian,https://www.youtube.com/channel/UCwKU59lmjpBnOYurvKhNC6w. 俄罗斯
10883,UgwZNiysOpZDMhGEM8V4AaABAg,0,"https://www.youtube.com/channel/uczqchhwnnclcxsyddb-gbzw
subscribe to my channel 
#naveena's cookinglab","https://www.youtube.com/channel/uczqchhwnnclcxsyddb-gbzw
订阅我的频道
＃Naveena的烹饪行"
11814,UgwEjs0E91YuDoFDOUB4AaABAg,0,can you support the channel?,您可以支持频道吗？
11881,UgyH4gwQhCXE-5pB3tZ4AaABAg,0,"https://www.youtube.com/channel/ucojoiw2zv_tqj3q10s6t5ma?view_as=subscriber?sub_confirmation=1
kindly share & subscribe.
thank you","https://www.youtube.com/channel/ucojoiw2zv_tqj3q110s6t5ma?view_as = subscriber?sub_confirmation = 1
请分享和订阅。
谢谢"
11894,Ugxa4qYUiAJqRruJwsV4AaABAg,0,very good channel and she is going to garden everyday me market,非常好的频道，她将每天都在花园
11896,Ugw0PXZYrjQYfg85CEF4AaABAg,0,"hi..everyone watching my channel please..""nurseha nya nasir""..don't forget subscribe",嗨..每个人都在看我的频道..“ nurseha nya nya nasir” ..不要忘记订阅
11907,Ugw3ptlswXQGd766gG14AaABAg,0,she goes to the garden and great video please visit my youtube channel,她去花园，很棒的视频请访问我的YouTube频道
11973,UgyLUW7ndwSlRoO62V54AaABAg,0,"it's like she made a channel out of the first 5 minutes of ""eat drink man woman.""",就像她从“吃饮料男人的女人”的前5分钟中制作了一个频道。
11999,Ugw57H8E4szIhLzsjph4AaABAg,0,"does this wonder woman run 2 channel s ,",这个神奇女侠运行2频道S吗？
12050,UgwDZ1mRHX4myouBujF4AaABAg.9744unMbb-s9JwrHfuh1D9,0,oh yes oh good oh my youtube channel estu mda greetings from jogja yogyakarta indonesia watching. #estumda,哦，是的，好哦，我的YouTube频道Estu MDA问候，来自印度尼西亚的Jogja Yogyakarta。 #estumda
12085,UgzSmGyi-XipNLN3ab54AaABAg.973DI_fcEix97l-zye56cv,0,@trinhho7256 somehow i like to watch this channel so,@trinhho7256我想看这个频道，所以
12208,UgxKfHnXkADFJPhW38p4AaABAg,0,this channel is in china and who sub -sub -sub is surrounded by us?,这个渠道在中国，谁被我们包围了？
12210,UgxZ0SAX8SsEc5ozAbx4AaABAg,0,"general agricultural channel 
https://www.youtube.com/channel/ucoqdt7lh44vcbguawlkrn7w?view_as=subscriber","一般农业渠道
https://www.youtube.com/channel/ucoqdt7lh44vcbguawlkrn7w?view_as=subscriber"
12410,UgzuMgGDluI8KPGV8P54AaABAg,0,"i’ve made similar videos! if you wish, you can watch and subscribe to my channel! please support me guys!",我制作了类似的视频！如果您愿意，可以观看并订阅我的频道！请支持我！
12609,UgxShghoCpza4_2uHaB4AaABAg,0,i like to see this channel,我喜欢看到这个频道
12798,Ugw26Chq0LHicElHM3B4AaABAg,0,i wonder if there is a turkish youtube channel living naturally?,我想知道是否有土耳其YouTube频道自然生活？
12824,UgwiD_v-XMxuYf2NgmZ4AaABAg,0,why does the channel have vietsub?,为什么该频道有Vietsub？
12828,UgxtEIQ7UUSkB6s-kn94AaABAg,0,is this channel in mandarin or cantonese,这个频道是普通话还是广东话
12857,UgyILzwMrxdu6kn9CB94AaABAg,0,watching in 2020 and this is my second videio of her channel.and just look at her life its just like a dream world,在2020年观看，这是我的第二个视频。
11798,UgwK1bmExhe70PVUT5F4AaABAg,0,how does this channel have vietnamese?,这个频道如何具有越南语？
11696,Ugy_qKA3PEMcXiNBcA94AaABAg,0,then this channel of tung's or vn,然后这个钨或vn的频道
11675,UgytELJVFxGzqnCIGbh4AaABAg.97Lolq4S3HT97cvP0IzeMD,0,https://youtu.be/q9lcmeheqvw please subscribe my channel please,https://youtu.be/q9lcmeheqvw请订阅我的频道请
11219,UgyWvyN1dqTYozgewT54AaABAg.97q3FemBiT0985TMCuysWd,0,"then follow this channel, chef wang gang: https://www.youtube.com/channel/ucg0m_ah8p_mqbnn77-vynyw",然后按照此频道，王王帮：https：//www.youtube.com/channel/ucg0m_ah8p_mqbnn77-vynyw
10913,UgzR7XWtz2DtEmz_yOt4AaABAg,0,what does she do with all the produce and food? just curious . this channel is so nice !!,她如何处理所有农产品和食物？只是好奇 。这个频道真好！
10929,UgzBIoNYdQWW4j_Q7Id4AaABAg,0,"this is the most popular youtube channel i’ve ever come across, 10m subscribers, some videos over the 15m viewings! omg!!!",这是我遇到过的最受欢迎的YouTube频道，1000万用户，其中一些视频在1500万观看中！我的天啊！！！
10987,UgyLgFmQw2GhgK03ys54AaABAg,0,everyone also watched the channel for me vs home,每个人也都看过我的频道
10993,UgwjQvc7WkxgphF6vRR4AaABAg,0,new to channel 14 cong,新的频道14 Cong
10997,UgzcnRBZj4cb_UzcqIZ4AaABAg,0,"yeah, really cool ... not tired of watching na ... the pengen makes this hard like there is no one shooting ... who wants to see my content ... get to my channel",是的，真的很酷...不厌倦看着Na ... Pengen很难像没有人拍摄...谁想看到我的内容...进入我的频道
11101,UgzD1jb_NW-fBsTo68h4AaABAg.980myJq-JgC98Axybiq5fX,0,"it's normal on a channel this size. some are hater, some might find the snail scene disturbing. dislikes are not bad in themselves, everyone has his own taste ^^.",在此大小的频道上是正常的。有些人是仇恨的，有些人可能会发现蜗牛场景令人不安。厌恶本身还不错，每个人都有自己的品味^^。
11105,UgzUamnkIHVwtbEfyUF4AaABAg,0,youre savage i love your channel,你野蛮的我爱你的频道
11255,UgzboBeii61Wktp4MMp4AaABAg,0,come to my channel. #snober pane. thank you mr. jokowi.,来我的频道。 #Snober窗格。谢谢Jokowi先生。
11590,UgyYV-TcwbxPXB87RyB4AaABAg,0,https://www.youtube.com/channel/ucwfthr2cf_jpieze294uwqq/playlists?view_as=subscriber,https://www.youtube.com/channel/ucwfthr2cf_jpieze294UWQQ/playlists?view_as = subscriber
11344,UgwbblWOUzW18PvlQhR4AaABAg,0,please subscribe my channel please and watch my video,请订阅我的频道并观看我的视频
11350,Ugw6wsOeYqbqRBJhhqR4AaABAg,0,"awesome channel, and wonderful videos. hold it",很棒的频道和精彩的视频。握住它
11372,Ugwt7aTLE9sd0bA9ejd4AaABAg.97bgUoLndTh97cgRMLmIzV,0,"meng domineering knows that she has a team, but she is very tight and skilled in doing things. it can be seen that she is really working hard to do farm work. this is true. what about a team? how many of the influence of self -media has no team? why is it confusing to convey a aesthetic and life attitude? not her powder, but now how many foreigners are not attacked by foreigners who are not attacked by foreigners? only her channel is full of foreigners' comments and still keeps peace and still sucking powder. i think it is difficult to support it.",梦霸道 凭常识都知道有团队，可是她做事情很麻利很熟练，可以看出她确实做熟了农活也很勤劳，这个是真的。就算有团队又如何？做自媒体这个影响力的几个没有团队？为何传达一种审美和生活态度就成了矫情呢？不是她的粉，但是现在油管中国生活美食po主有几个不被评论区外国人攻击新冠的？唯有她的频道满满外国人评论依然保有安宁还在吸粉，我觉得很难得很需要支持。
