,cid,votes,含Chinese,含Chinese中文翻译
18202,Ugxu60tajHiRXoTKGPx4AaABAg,0,"This is not chinese life and her real life, kind of drama play actually, people in China have different attitudes towards this Channel because these are all ""fake"" drama play. The reality of Chinese rural area is poor, out of electricity/fresh water and no health care. No one really does these cooking, she has a team to plan all these for her We hate her videos because it makes people from other countries thought Chinese lives in rural are easy, simple and fun. But actually it is totally opposite!",这不是中国的生活和她的现实生活，实际上是戏剧，中国的人们对这个频道有不同的态度，因为这些都是“假”戏剧。中国农村地区的现实很差，出于电力/淡水而没有医疗保健。没有人真正做这些烹饪，她有一个团队来为她计划所有这些，我们讨厌她的视频，因为这使来自其他国家的人们认为中国人在农村生活很容易，简单和有趣。但是实际上是完全相反的！
18204,Ugxfh3uHQadFEMbzBwZ4AaABAg,0,Inherit Chinese culture and come on. Essence Essence,传承中国文化，加油。。。
18243,Ugxz5JQuLblXKb0lOwh4AaABAg.92Z-kts7HGi92bP0ToMBgT,0,U are ignorant. All the Chinese family are the same. You are just lazy.,你是无知的。所有中国家庭都是一样的。你只是懒惰。
18287,Ugz0HSm7t2DGvsE_jfR4AaABAg.92XiLDl10e_92nTXTp6Vo5,0,"@leon1779 hahahaha, I am also stunned, I thought it was all Chinese, but I didn't expect it to be English",@leon1779 哈哈哈哈，我也是懵了，本来以为评论全是中国人，没想到都是英语
18343,Ugx53Zl9ycoHajVKjKN4AaABAg.92WwcGl8LRb92ZIqER_edc,0,No Chinese hates her.,没有中国人讨厌她。
18344,Ugyx6K5-MFt8_NXZsDx4AaABAg.92WmOfrdVfQ92ZXF7svOny,0,Because you don’t know communism and communist. They try to control everything. You think Chinese communist party will not control YouTuber with over 7 millions subscribers even though YouTube is not legal in China? I am sorry but you are so naive.,因为您不认识共产主义和共产主义者。他们试图控制一切。您认为，即使YouTube在中国不合法，中国共产党也不会控制超过700万订户的YouTuber？对不起，你很幼稚。
18345,Ugyx6K5-MFt8_NXZsDx4AaABAg.92WmOfrdVfQ92_ALUIc9ff,0,valenciabbk How long have you been living in China and talked with Chinese in a daily basics a bout everyday life there?,Valenciabbk您在中国生活了多久，并与中国人在日常生活中与中国人交谈？
18347,Ugyx6K5-MFt8_NXZsDx4AaABAg.92WmOfrdVfQ92_RKe3WYAh,0,"Ashley Yu I think you are Chinese nationalist who blinded agree with Chinese communist party. Probably you don’t support Hong Kong protest and Independence of Taiwan. If you don’t agree, you are communist.",阿什利·尤（Ashley Yu），我认为你是中国民族主义者，与中国共产党同意。您可能不支持台湾的香港抗议和独立。如果您不同意，您就是共产主义者。
18348,Ugyx6K5-MFt8_NXZsDx4AaABAg.92WmOfrdVfQ92_X9wN5Jvx,0,"​ @valenciabbk lets talk facts and civilized: 
1. I am and will be a chinese whatever in looking or paper. and dissappointly not in any party . I am physically and psychologically intact not blind in anyway. I dont like the word 'blind' u used, which is very offensive and disgrace.
2. Hongkong is a beautiful modern and democracy city as many other citys in china and hopefully will be so soon again. all Chinese (included inland chinese) had/has the right to go to the street to speak out their different thoughts/demands. you never heard? pls do research or learn history from the books even youtube instead of the official westen medien. 
3. Violence was/is/will not be tolerent in any country in this world. 
4. Independence of Taiwan? oh, big question and frankly i dont really care it happens or not because i have no idea what and how will everything change based on my poor knowledge about politics and financial aspects. you should better ask the people who live there. I hope oneday i could visit my taiwan-friends, only the reason of food is enough. 


suggestions for u to learn more about china and more if u are interested:
https://www.youtube.com/channel/UCaSlyjhR4WC7QhYuaivxb6g
https://www.youtube.com/channel/UCvVIk8oQ2vnZsCi4vR9O4dg
https://www.youtube.com/channel/UCgrHgV7atBftQk8dXwIDktg


God bless more peace and happiness for this insane world. This talk is ended from my side. bye...","@valenciabbk让我们谈论事实并文明：
1.无论外观或纸张，我都是中国人。并且在任何政党中都不感到失望。无论如何，我在身体和心理上都不是盲目的。我不喜欢您使用的“盲人”一词，这非常令人反感和耻辱。
2.香港是一座美丽的现代和民主城市，就像中国的许多其他城市一样，希望再次如此。所有中国人（包括内陆中国人）都有/有权上街说出他们不同的想法/需求。你从未听说过吗？请在YouTube而不是官方Westen Medien中从书籍中进行研究或学习历史。
3.暴力是/is/is/ins/is in in in in in in in in ins in in is in is in is in is ins in is/is is in is in in th这个国家的任何国家都不会容忍。
4.台湾独立？哦，大问题，坦率地说，我真的不在乎它是否会发生，还是因为我不知道一切都会根据我对政治和财务方面的知识而发生什么变化。您应该最好问住在那里的人。我希望我可以拜访我的台湾朋友，只有食物的原因就足够了。


建议您了解有关中国的更多信息，如果您有兴趣，更多有关中国的信息：
https://www.youtube.com/channel/ucaslyjhr4wc7qhyuaivxb6g
https://www.youtube.com/channel/ucvvik8oq2vnzsci4vr9o4dg
https://www.youtube.com/channel/ucgrhgv7atbftqk8dxwidktg


上帝保佑这个疯狂的世界更多的和平与幸福。这场演讲是从我身边结束的。再见..."
16912,Ugy5VKR09k4aOvtrtJV4AaABAg,0,"Li Ziyi is the most profitable Chinese blogger on the oil pipe, right?",李子柒是油管上最挣钱的华人博主吧
16868,UgxPZmVzB_LIA730v3R4AaABAg,0,Omg my mouth is watery by the way someone tell me all Chinese are not nonveg,天哪，有人告诉我所有中国人都不是nonveg，我的嘴很水。
12373,UgygGphu6PgOX7YaItl4AaABAg.96jNsXWiWzz97fb3kJvggN,0,Because is Chinese propaganda..,因为是中国的宣传..
14791,UgzOlf4qQi-_ojBOEyF4AaABAg,0,Chinese pple are a definition of explaining that nothing God created in this world is useless,中国人的定义是解释了上帝在这个世界上创造的任何事情是没有用的
13864,UgzUjL9cPwjorT67gDh4AaABAg,0,"Li Zi is awesome, the pride of the Chinese",李子柒牛逼，华人的骄傲
13872,UgzMjcm5D-cD3kBS8Yp4AaABAg,0,I liked everything but the snails. And the Chinese could suck this pasta more peacefully! I loved!,除了蜗牛，我都喜欢所有东西。中国人可以更和平地吸收这种意大利面！我喜欢！
14048,UgzEBHF2O0_6Ar843Tx4AaABAg,0,"Divide this mirror like this, edit like this, and make up! Think about it yourself ~ Chinese",这样分镜，这样剪辑，这样化妆！自己想想吧~中国人
14081,UgxkpdWePjFcBGPnukF4AaABAg,0,"You are looking for in the sea of ​​Wang Yang, are you looking for this Chinese comments?",汪洋大海中你寻寻觅觅，是不是在找这条中文的评论
14119,UgwTzlyRqx6hvQfl5eh4AaABAg.94TvRLTDZFr95D0lyRSXrv,0,Galadreana Lopez pfff have they seen their dirty} unhygienic country with high rate of poverty.. Dare they make fun and mock such a beautiful culture like Chinese culture,加拉德里亚娜·洛佩兹（Galadreana Lopez PFFF）他们看到了贫穷率高的国家不卫生的国家。
14125,UgwTzlyRqx6hvQfl5eh4AaABAg.94TvRLTDZFr95Nqa32hkL7,0,"Galadreana Lopez You piece of shit, the Filipinos just retaliated by the RACIST Comments of the Chinese interviewees. Clear your facts, crabby-minded, piece of wanna-be.",菲律宾人的菲律宾人刚刚被中国受访者的种族主义言论报复，菲律宾人的一件狗屎。清除您的事实，有螃蟹的想法。
14135,UgwKKYh9TFVKbEgsuB94AaABAg,0,"I'm also cooking Chinese food，welcome to watch

1.Sister snow cut mulberry branches to eat? It's delicious! LiJingXiu channel
https://youtu.be/6ug8gagnJg8

2.A bowl of potato fork in the winter kiln is delicious and warm! Li JingXiu channel
https://youtu.be/Yr3DEGfbrWU","我也在烹饪中国菜，欢迎观看

1.雪山雪切桑树枝要吃吗？这很美味！ lijingxiu频道
https://youtu.be/6ug8gagnjg8

2.冬季窑中的一碗土豆叉既美味又温暖！ Li Jingxiu频道
https://youtu.be/yr3degfbrwu"
14173,Ugx3TAz9m5KSI0B_zKR4AaABAg,0,Please do not believe that there is no such rural life in the Chinese civilians. She is the face of the CCP,请不要相信，在中国平民百姓没有这种田园生活。她是中共的面子
14364,UgxwKhLTrxOPstD_wQR4AaABAg,0,"I discovered your videos two days ago-I have been doing a marathon. I celebrated Chinese New Year today and went to find some authentic Chinese food that was nothing like your meals. I went outside and tried to fix my failing garden. You gave me hope I can try again and make it happen. All of it. I’ve made big furniture pieces myself w wood and twine, and I have some farm experience...but you tied it all together. I tip my hat to you sister. I have my own YouTube show I just started about my fashion line and I am so re-inspired. I can watch you for hours. From So. California I want to say thank you being bold, in charge and making the simple life contemporary and very well desired.",我两天前发现了您的视频 - 我一直在参加马拉松比赛。我今天庆祝农历新年，去寻找一些正宗的中国菜，这些菜与您的饭菜不一样。我出去试图修复失败的花园。您给我希望我可以再次尝试并实现它。所有的。我自己制作了大家具，木材和麻线，我有一些农场经验……但是你把它们都绑在一起了。我给你的妹妹给我帽子。我有自己的YouTube节目，我刚刚开始关于我的时尚系列，我是如此重新启发。我可以看你几个小时。来自这样。加利福尼亚，我想说的是，感谢您大胆，负责人，并使简单的生活当代和非常渴望。
14776,UgyFsGA-8sk0qg3dqhV4AaABAg,0,The thought has passed my mind that these films are Chinese govt propaganda. Similar in concept to Mao's cultural revolution.,我想到这些电影是中国政府的宣传。概念与毛泽东的文化大革命相似。
14792,UgyFsGA-8sk0qg3dqhV4AaABAg.93x2w4qvmA1940leB7lMND,0,"Strait Arrow Those English speaker in comment section said this is all fake Chinese propaganda ect, only make me hate them more, ugly ppl with ugly mind, started their history with slavery & rob & river of blood, no wonder they won't believe Chinese is out of their aggressive world, pathetic",海峡箭头在评论部分中说这都是假的中国宣传，只会让我更讨厌他们，丑陋的头脑丑陋的ppl，从奴隶制和罗布和河上开始了他们的历史，难怪他们不会相信中国人不在他们侵略性世界中，可悲
15288,UgzlwOzojVqIUXpulhN4AaABAg,0,"In order to promote Chinese food culture, yes, top you, Li Ziyi",为宣传中国美食文化，不错，顶你一个，李子柒
14804,UgzOlf4qQi-_ojBOEyF4AaABAg.93w-lviPq8s940lnXKtLxs,0,"Grace Tamara OK, But most Chinese are Atheist",格蕾丝·塔玛拉（Grace Tamara）好，但大多数中国人都是无神论者
14808,UgyAYD8p2flGorIuWqV4AaABAg,0,"This kind of life is too fake, in the Chinese dream, isn't Guizhou just died of college students, 2020 ah",太假了这种生活，是在中国梦里的，贵州不是刚刚去世了大学生吗，2020啊
14818,UgyK3ysgEEZor6a5x1t4AaABAg,0,"This woman lives in the woods with a professional camera crew following her? Professional video/music editors take the videos and edit them to make tv quality episodes of her life, why exactly? This seems like a Chinese tv show espousing an idyllic version of its culture.",这个女人和她跟随她的专业相机船员住在树林里？专业的视频/音乐编辑会将视频录制并编辑以制作她一生的电视质量情节，为什么呢？这似乎是一部中国电视节目，支持其文化的田园诗般的版本。
14864,UgwXLWjPK5I1BvBBWR54AaABAg,0,Chinese pride,国人的骄傲
14881,Ugyn-xgG4VQ4F5I920J4AaABAg,0,Why is there no Chinese comment,为什么没有中文评论
14884,UgyQwlNLuXYAE4H57U94AaABAg,0,Chinese blog is very interesting. Please subscribe and support us about Russian blogs and pranks.,中国博客非常有趣。请订阅并支持我们关于俄罗斯博客和恶作剧的频道。
